"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Serwyn-of-the-Mirror-Shield","Serwyn of the Mirror Shield","","Ser (in songs and tales)","Serwyn of the Mirror Shield;Serwyn of the Mirror Shield","Kingsguard (in songs and tales)","","","mentioned"
"Shiera-Seastar","Shiera Seastar","","","","House Targaryen","","Westeros","mentioned"
"Sleepy-Jack","Sleepy Jack","","Lord Commander of the Night's Watch","Sleepy Jack;Jolly Jack;Sleepy Jack","House Musgood;Night's Watch","","Stormlands","mentioned"
"Stannis-Baratheon","Stannis Baratheon","Stannis Baratheon the First of His Name","","Stannis Baratheon;The King in the Narrow Sea;The King of the Painted Table;The King of Dragonstone;The King at the Wall;Azor Ahai reborn/come again;;;Master of ships (formerly)Lord of Dragonstone;Lord of Storm's End;Lord Paramount of the Stormlands;King of Westeros","House Baratheon of Dragonstone","House Baratheon of Dragonstone","","mentioned"
"Steffon-Baratheon","Steffon Baratheon","","Lord of Storm's End;Lord Paramount of the Stormlands","","House Baratheon","","","mentioned"
"Symeon-Star-Eyes","Symeon Star-Eyes","","","","","","","mentioned"
"Terrence-Toyne","Terrence Toyne","","Ser","","House Toyne;Kingsguard","","","mentioned"
"Theon-Stark","Theon Stark","","","Theon Stark;The Hungry Wolf;King of Winter","House Stark","House Stark","Northmen","mentioned"
"Torrhen-Stark","Torrhen Stark","Torrhen Stark","","Torrhen Stark;The King Who Knelt;King in the North (former)Lord of Winterfell;Warden of the North","House Stark","House Stark","Northmen","mentioned"
"Tristifer-IV-Mudd","Tristifer IV Mudd","Tristifer of House Mudd; the Fourth of His Name","","Tristifer IV Mudd;The Hammer of Justice;King of the Rivers and the Hills","House Mudd","House Mudd","","mentioned"
"Tybolt-Lannister","Tybolt Lannister","","Ser;Lord of Casterly Rock;Shield of Lannisport;Warden of the West","","House Lannister","","Westerman","mentioned"
"Tyland-Lannister","Tyland Lannister","","Ser;Master of ships;Master of coin;Hand of the King","","House Lannister;Greens","","","mentioned"
"Tyrion-Lannister","Tyrion Lannister","","Acting Hand of the King (former)Master of coin (former)Lord of Casterly Rock (claimant)","Tyrion Lannister;The Imp;Halfman;The boyman;Giant of Lannister;Lord Tywin's Doom;Lord Tywin's Bane;Yollo;Hugor Hill;No-Nose;Freak;Dwarf","House Lannister;Second Sons","","","mentioned"
"Tytos-Lannister","Tytos Lannister","","Lord of Casterly Rock;Shield of Lannisport;Warden of the West","Tytos Lannister;The Laughing Lion;The Toothless Lion;","House Lannister","","","mentioned"
"Tywin-Lannister","Tywin Lannister","","Lord of Casterly Rock;Shield of Lannisport;Warden of the West;Hand of the King;Savior of the City (of King's Landing)","Tywin Lannister;The Lion of Lannister;The Old Lion;The Great Lion of the Rock","House Lannister","","","mentioned"
"Ulf-the-White","Ulf the White","","Ser;Lord of Bitterbridge","Ulf the White;Ulf White;Ulf the Sot;The Betrayer","Blacks;Greens","","","mentioned"
"Urras-Ironfoot","Urras Ironfoot","Urras Greyiron","","Urras Ironfoot;Urras Ironfoot;High King of the Iron Islands;Salt King of Orkmont","House Greyiron","House Greyiron","","mentioned"
"Urron-Greyiron","Urron Greyiron","Urron Greyiron","","Urron Greyiron;Urron Redhand;Iron King;King of the Iron Islands;Salt king of Orkmont","House Greyiron","House Greyiron","Ironborn","mentioned"
"Valaena-Velaryon","Valaena Velaryon","","Lady of Dragonstone","","House Velaryon;House Targaryen","","Valyrian","mentioned"
"Vickon-Greyjoy","Vickon Greyjoy","","Lord of the Iron Islands;Lord Reaper of Pyke","","House Greyjoy","","","mentioned"
"Visenya-Targaryen","Visenya Targaryen","","Queen;Dowager Queen","","House Targaryen","","Valyrian","mentioned"
"Viserys-Plumm","Viserys Plumm","","Lord","","House Plumm","","","mentioned"
"Viserys-Targaryen","Viserys Targaryen","","King of the Andals; the Rhoynar and the First Men; Lord of the Seven Kingdoms and Protector of the Realm","Viserys Targaryen;The Beggar King;Khal Rhae Mhar (The Sorefoot King)Khal Rhaggat (The Cart King)","House Targaryen","","Valyrian","mentioned"
"Viserys-I-Targaryen","Viserys I Targaryen","Viserys Targaryen the First of His Name","","Viserys I Targaryen;The Young King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Viserys-II-Targaryen","Viserys II Targaryen","Viserys Targaryen the Second of His Name","","Viserys II Targaryen;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Hand of the King","House Targaryen","House Targaryen","","mentioned"
"Walgrave","Walgrave","","Archmaester","","Maesters of the Citadel","","","mentioned"
"Willam-Stark","Willam Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
