"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Eddard-Karstark","Eddard Karstark","","","Eddard Karstark;Edd","House Karstark","","Northmen","mentioned"
"Eddard-Stark","Eddard Stark","","Lord of Winterfell;Warden of the North;Hand of the King;Protector of the Realm;Regent","Eddard Stark;Ned;The Ned;The Quiet Wolf","House Stark","","Northmen","mentioned"
"Eddison-Tollett","Eddison Tollett","","","Eddison Tollett;Dolorous Edd","House Tollett;Night's Watch","","Valemen","appears"
"Edmure-Tully","Edmure Tully","","Ser;Lord Paramount of the Trident (lost to Petyr Baelish)Lord of Riverrun (lost to Emmon Frey)","","House Tully","","Rivermen","appears"
"Edmyn-Tully","Edmyn Tully","","Lord of Riverrun;Lord Paramount of the Trident;Hand of the King","","House Tully","","Rivermen","mentioned"
"Edric-Dayne","Edric Dayne","","Lord of Starfall","Edric Dayne;Ned","House Dayne;Brotherhood without banners","","Dornishmen","appears"
"Edric-Storm","Edric Storm","","","","House Baratheon","","","appears"
"Edwyn-Frey","Edwyn Frey","","","","House Frey","","","appears"
"Elaena-Targaryen","Elaena Targaryen","","Princess","","House Targaryen;House Plumm;House Penrose;House Manwoody","","Valyrian","mentioned"
"Eldon-Estermont","Eldon Estermont","","Ser;Lord of Greenstone;","","House Estermont","","Stormlands","mentioned"
"Eleyna-Westerling","Eleyna Westerling","","","","House Westerling","","","appears"
"Elia-Sand","Elia Sand","","","Elia Sand;El;Lady Lance;","House Martell","","Dornishmen","mentioned"
"Elia-Martell","Elia Martell","","Princess","Elia Martell;Elia of Dorne","House Martell;House Targaryen","","","mentioned"
"Elinor-Tyrell","Elinor Tyrell","","","","House Tyrell","","","appears"
"Ellaria-Sand","Ellaria Sand","","","Ellaria Sand;The serpent's whore","House Uller;House Martell","","Dornish","appears"
"Ellery-Vance","Ellery Vance","","Ser","","House Vance of Atranta","","","mentioned"
"Elmar-Frey","Elmar Frey","","","","House Frey","","","appears"
"Elron","Elron","","","","Night's Watch","","","mentioned"
"Elwood","Elwood","","","","House Tully","","","mentioned"
"Elwood-Meadows","Elwood Meadows","","Lord of Grassy Vale","","House Meadows;House Baratheon of Dragonstone","","Reach","mentioned"
"Elyana-Vypren","Elyana Vypren","","","","House Vypren;House Wylde","","","mentioned"
"Elyn-Norridge","Elyn Norridge","","","","House Norridge;House Tyrell","","","mentioned"
"Elys-Westerling","Elys Westerling","","Ser","","House Westerling","","","mentioned"
"Emberlei-Frey","Emberlei Frey","","","","House Frey","","","mentioned"
"Emmon-Frey","Emmon Frey","","Lord of Riverrun","Emmon Frey;Emm","House Frey of Riverrun;House Lannister","","","mentioned"
"Emrick","Emrick","","","","Night's Watch","","","appears"
"Endrew-Tarth","Endrew Tarth","","Ser","","House Tarth;Night's Watch","","","mentioned"
"Eon-Hunter","Eon Hunter","","Lord of Longbow Hall","Eon Hunter;Old Lord Hunter","House Hunter","","","mentioned"
"Erena-Glover","Erena Glover","","","","House Glover","","Northmen","mentioned"
"Ermesande-Hayford","Ermesande Hayford","","Lady of Hayford","","House Hayford;House Lannister","","","appears"
"Erreck","Erreck","","Maester","","","","","mentioned"
"Erreg","Erreg","","King","Erreg;Erreg the Kinslayer","","","Andal","mentioned"
"Erren-Florent","Erren Florent","","Ser","","House Florent","","","mentioned"
"Errok","Errok","","","","","","Free Folk","mentioned"
"Erryk-(guard)","Erryk (guard)","","","Erryk (guard);&quot;Left&quot; or &quot;Right&quot;","House Tyrell","","","appears"
"Euron-Greyjoy","Euron Greyjoy","Euron Greyjoy; the Third of His Name Since the Grey King","","Euron Greyjoy;Crow's Eye;Euron Crow's Eye;Iron King;King of the Isles and the North  King of Salt and Rock;Son of the Sea Wind;Lord Reaper of Pyke;Captain of the Silence","House Greyjoy","House Greyjoy","Ironborn","mentioned"
"Falyse-Stokeworth","Falyse Stokeworth","","","","House Stokeworth;House Byrch","","","mentioned"
"Farlen","Farlen","","","","House Stark","","","mentioned"
"Lord-Fell","Lord Fell","","Lord of Felwood","","House Fell","","stormlands","mentioned"
"Fern","Fern","","","","","","","mentioned"
"Ferny","Ferny","","","","","","Free Folk","mentioned"
"Flement-Brax","Flement Brax","","Ser","","House Brax","","","appears"
"Forley-Prester","Forley Prester","","Ser","","House Prester","","","mentioned"
"Fornio","Fornio","","","","Night's Watch","","","appears"
"Frenken","Frenken","","Maester","","","","","appears"
"Gage","Gage","","","","House Stark","","","mentioned"
"Galbart-Glover","Galbart Glover","","Master of Deepwood Motte","","House Glover","","Northmen","appears"
"Galyeon-of-Cuy","Galyeon of Cuy","","","","","","","mentioned"
"Garigus","Garigus","","Wisdom","","Alchemists' Guild","","","mentioned"
"Garlan-Tyrell","Garlan Tyrell","","Ser;Lord of Brightwater Keep","Garlan Tyrell;Garlan the Gallant;Renly's ghost;Lord Renly's shade","House Tyrell of Brightwater Keep","","","appears"
"Garrett-Flowers","Garrett Flowers","","","","House Tyrell","","","mentioned"
"Garse-Flowers","Garse Flowers","","","","House Tyrell","","","mentioned"
"Garse-Goodbrook","Garse Goodbrook","","Ser","","House Goodbrook","","","appears"
"Garth-of-Greenaway","Garth of Greenaway","","","","Night's Watch","","","appears"
"Garth-Gardener-(Greenhand)","Garth Gardener (Greenhand)","Garth Greenhand","","Garth Gardener (Greenhand);Garth Greenhair;Garth the Green;High King of the First Men","","","First Men","mentioned"
"Garth-Greenfield","Garth Greenfield","","The Knight of Greenfield;Ser","","House Greenfield","","Westerman","mentioned"
"Garth-Greyfeather","Garth Greyfeather","","","","Night's Watch","","","appears"
"Garth-of-Oldtown","Garth of Oldtown","","","","Night's Watch","","","appears"
"Garth-Tyrell","Garth Tyrell","","Lord Seneschal","Garth Tyrell;Garth the Gross","House Tyrell","","","mentioned"
"Gawen-Glover","Gawen Glover","","","","House Glover","","Northmen","mentioned"
"Gawen-Westerling","Gawen Westerling","","Lord of the Crag","","House Westerling","","Westermen","mentioned"
"Gendel","Gendel","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Gendry","Gendry","","Ser","Gendry;The Bull;Ser Gendry of the hollow hill","brotherhood without banners","","","appears"
"Genna-Lannister","Genna Lannister","","Lady","","House Lannister House Frey of Riverrun","","","mentioned"
"Gerald-Gower","Gerald Gower","","Ser","","House Gower;King's men","","","appears"
"Gerardys","Gerardys","","Grand Maester","","Blacks","","","mentioned"
"Gerion-Lannister","Gerion Lannister","","","Gerion Lannister;Gery","House Lannister","","","mentioned"
"Gerold-Hightower","Gerold Hightower","","Ser;Lord Commander of the Kingsguard","Gerold Hightower;The White Bull","House Hightower;Kingsguard","","Reachmen","mentioned"
"Gevin-Harlaw","Gevin Harlaw","","","","House Harlaw","","Ironborn","mentioned"
"Ghael","Ghael","","Lord","","","","Astapori","appears"
"Ghost-of-High-Heart","Ghost of High Heart","","","Ghost of High Heart;The woods witch","","","","appears"
"Gilbert-Farring","Gilbert Farring","","Ser","","House Farring","","","mentioned"
"Gilly","Gilly","","","Gilly;the rabbit keeper ;","","","Free Folk","appears"
"Gilwood-Hunter","Gilwood Hunter","","Ser;Lord of Longbow Hall","Gilwood Hunter;Young Lord Hunter","House Hunter","","","appears"
"Glendon-Hewett","Glendon Hewett","","Ser","","House Hewett;Night's Watch","","","appears"
"Goady","Goady","","","","Night's Watch","","","appears"
"Gormon-Tyrell","Gormon Tyrell","","Maester","Gormon Tyrell;Maester Gormon","The Citadel","","","mentioned"
"Gorne","Gorne","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Gorold-Goodbrother","Gorold Goodbrother","","Lord of Hammerhorn","","House Goodbrother","","Ironborn","mentioned"
"Grazdan","Grazdan","","Good Master","","","","Astapori","appears"
"Grazdan-(Great)","Grazdan (Great)","","","","","","Ghiscari","mentioned"
"Grazdan-mo-Eraz","Grazdan mo Eraz","","","","Wise Masters;House of Eraz","","Ghiscari","appears"
"Grazdan-mo-Ullhor","Grazdan mo Ullhor","","Good Master","","Good Masters;House of Ullhor","","Astapori","appears"
"Green-Gergen","Green Gergen","","","Green Gergen;Green Gergen","","","","mentioned"
"Greenbeard","Greenbeard","","","Greenbeard;Greenbeard","Brotherhood without banners","","Tyroshi","appears"
"Gregor-Clegane","Gregor Clegane","","Ser;Knight of Clegane's Keep","Gregor Clegane;The Mountain That Rides;The Mountain;The Great Dog;The Enormity That Rides","House Clegane;House Lannister","","","appears"
"Grenn","Grenn","","","Grenn;Aurochs","Night's Watch","","Westeros","appears"
"Grey-Worm","Grey Worm","","","","The Unsullied;House Targaryen","","","appears"
"Grigg","Grigg","","","Grigg;Grigg the Goat","","","Free Folk","appears"
"Grisel","Grisel","","","","House Baelish","","","appears"
"Groleo","Groleo","","Captain;Lord Admiral;","","House Targaryen","","Pentoshi","appears"
"Grubbs","Grubbs","","","","Night's Watch","","","appears"
"Gueren","Gueren","","","","Night's Watch","","","mentioned"
"Gulian-Swann","Gulian Swann","","Lord of Stonehelm","","House Swann","","","mentioned"
"Guncer-Sunglass","Guncer Sunglass","","Lord of Sweetport Sound","","House Sunglass","","","mentioned"
"Gunthor-son-of-Gurn","Gunthor son of Gurn","","","","Stone Crows","","","mentioned"
"Gwayne-Gaunt","Gwayne Gaunt","","Ser","","House Gaunt;Kingsguard","","","mentioned"
"Gylbert-Farwynd","Gylbert Farwynd","","Lord of the Lonely Light","","House Farwynd of the Lonely Light","","Ironborn","mentioned"
"Gyles-Rosby","Gyles Rosby","","Lord of Rosby;Lord Treasurer;Master of Coin","Gyles Rosby;The Cougher","House Rosby","","","appears"
"Hairy-Hal","Hairy Hal","","","","Night's Watch","","","appears"
"Hake","Hake","","","","Night's Watch","","","appears"
"Hal-(Hog)","Hal (Hog)","","","Hal (Hog);Hal the Hog","House Baratheon of Dragonstone","","","mentioned"
"Halder","Halder","","","Halder;Stone Head ; ;","Night's Watch","","","appears"
"Hallis-Mollen","Hallis Mollen","","Captain of the guards for Winterfell","Hallis Mollen;Hal","House Mollen;House Stark","","Northmen","mentioned"
"Hallyne","Hallyne","","Lord;Wisdom","Hallyne;Hallyne the Pryomancer","Alchemists' Guild","","","mentioned"
"Halmon-Paege","Halmon Paege","","Ser","","House Paege","","","mentioned"
"Hamish-the-Harper","Hamish the Harper","","","Hamish the Harper;Hamish the Harper","","","","appears"
"Hareth-(Maester)","Hareth (Maester)","","Grand Maester","","","","","A Storm of Swords"
"Hareth-(Mole's-Town)","Hareth (Mole's Town)","","","Hareth (Mole's Town);Horse","Night's Watch","","","appears"
"Harlan-Grandison","Harlan Grandison","","Ser","","House Grandison;Kingsguard","","","mentioned"
"Harma","Harma","","","Harma;Harma the Dogshead;Harma Dogshead","","","Wildlings","appears"
"Harmen-Uller","Harmen Uller","","Lord of Hellholt","","House Uller","","","mentioned"
"Harmune","Harmune","","Maester","","Night's Watch","","","mentioned"
"Harren-Hoare","Harren Hoare","Harren Hoare","","Harren Hoare;Harren the Black;Black Harren;King of the Isles and the Rivers","House Hoare","House Hoare","Ironborn","mentioned"
"Harrion-Karstark","Harrion Karstark","","Lord of Karhold","Harrion Karstark;Harry","House Karstark","","Northmen","mentioned"
"Harsley","Harsley","","","","","","","mentioned"
"Harwin","Harwin","","","","House Stark;Brotherhood without banners","","Northmen","appears"
"Harwyn-Plumm","Harwyn Plumm","","Ser","Harwyn Plumm;Hardstone","House Plumm","","","mentioned"
"Harys-Haigh","Harys Haigh","","Ser","","House Haigh;House Frey","","","appears"
"Harys-Swyft","Harys Swyft","","Knight of Cornfield;Ser;Hand of the King;Master of coin;Lord treasurer","","House Swyft","","","appears"
"Helly","Helly","","","","","","","mentioned"
"Helman-Tallhart","Helman Tallhart","","Ser;Master of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
"Helya","Helya","","","","House Greyjoy","","","mentioned"
"Henk","Henk","","","Henk;Henk the Helm","","","Free Folk","mentioned"
"High-Septon-(fat_one)","High Septon (fat_one)","","High Septon;His High Holiness","High Septon (fat_one);The fat one","Faith of the Seven","","","mentioned"
"High-Septon-(Tyrions)","High Septon (Tyrions)","","High Septon;His High Holiness","High Septon (Tyrions);The one after the Fat One","Faith of the Seven","","","appears"
"Hobb","Hobb","","","Hobb;Three-Finger Hobb","Night's Watch","","","appears"
"Hobber-Redwyne","Hobber Redwyne","","Ser","Hobber Redwyne;Slobber","House Redwyne","","Reach","appears"
"Hodor","Hodor","","","Hodor;Hodor","House Stark","","Northmen","appears"
"Hop-Robin","Hop-Robin","","","","Night's Watch","","","appears"
"Horas-Redwyne","Horas Redwyne","","Ser","Horas Redwyne;Horror","House Redwyne","","Reach","mentioned"
"Horton-Redfort","Horton Redfort","","Lord of Redfort","","House Redfort;Lords Declarant","","Valemen","mentioned"
"Hosman-Norcross","Hosman Norcross","","Ser","","House Norcross","","","mentioned"
"Hosteen-Frey","Hosteen Frey","","Ser","Hosteen Frey;Ser Stupid","House Frey","","","appears"
"Hoster-Frey","Hoster Frey","","","","House Frey","","","mentioned"
"Hoster-Tully","Hoster Tully","","Lord Paramount of the Trident;Lord of Riverrun","","House Tully","","Rivermen","appears"
"Hot-Pie","Hot Pie","","","","","","","appears"
"Hother-Umber","Hother Umber","","Castellan of Last Hearth","Hother Umber;Hother Whoresbane;Whoresbane Umber","House Umber","","Northmen","mentioned"
"Howland-Reed","Howland Reed","","Lord of Greywater Watch","","House Reed","","Crannogmen","mentioned"
"Hubard-Rambton","Hubard Rambton","","Ser","","House Rambton","","","mentioned"
"Hugo-Vance","Hugo Vance","","Ser","","House Vance of Atranta","","","mentioned"
"Hullen","Hullen","","Master of horse at Winterfell","","House Stark","","Northmen","mentioned"
"Husband","Husband","","","","","","","appears"
"Iggo","Iggo","","","","Brave Companions","","Dothraki","appears"
"Igon-Vyrwel","Igon Vyrwel","","","","House Vyrwel;House Tyrell","","","mentioned"
"Illyrio-Mopatis","Illyrio Mopatis","","Magister of Pentos","Illyrio Mopatis;The Cheesemonger;The Fat Man;The Lord of Cheese","House Targaryen","","Pentoshi","mentioned"
"Ilyn-Payne","Ilyn Payne","","Ser King's Justice","","House Payne","","Westeros","appears"
"Imry-Florent","Imry Florent","","Ser;Lord High Captain","Imry Florent;The Fool of Florent","House Florent","","","mentioned"
"Iron-Emmett","Iron Emmett","","","Iron Emmett;Iron Emmett","Night's Watch","","","appears"
"Ironbelly","Ironbelly","","","Ironbelly;Ironbelly","","","","mentioned"
"Irri","Irri","","","","House Targaryen","","Dothraki","appears"
"Jacelyn-Bywater","Jacelyn Bywater","","Ser;Captain of the Mud Gate;Commander of the City Watch;Lord","Jacelyn Bywater;Ironhand","House Bywater;City Watch of King's Landing","","","mentioned"
"Jack-Be-Lucky","Jack-Be-Lucky","","","Jack-Be-Lucky;Jack-Be-Lucky","Brotherhood without banners","","","appears"
"Jacks","Jacks","","","","House Stark","","northmen","mentioned"
"Jaehaerys-I-Targaryen","Jaehaerys I Targaryen","Jaehaerys Targaryen the First of His Name","","Jaehaerys I Targaryen;The Conciliator;The Wise;The Old King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Jaehaerys-II-Targaryen","Jaehaerys II Targaryen","Jaehaerys Targaryen the Second of His Name","","Jaehaerys II Targaryen;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Jaime-Lannister","Jaime Lannister","","Ser;Lord Commander of the Kingsguard;Warden of the East (formerly)","Jaime Lannister;The Kingslayer;The Lion of Lannister;The Young Lion;Cripple","House Lannister;Kingsguard","","Westerlands","POV"
"Jalabhar-Xho","Jalabhar Xho","","Prince of the Red Flower Vale","","Summer Islands","","Summer Islands","appears"
"Jammos-Frey","Jammos Frey","","Ser","","House Frey","","","mentioned"
"Janei-Lannister","Janei Lannister","","","","House Lannister","","","mentioned"
"Janna-Tyrell","Janna Tyrell","","","","House Tyrell;House Fossoway of New Barrel","","","appears"
"Janos-Slynt","Janos Slynt","","Commander of the City Watch Lord of Harrenhal","","Night's Watch;House Slynt;City Watch of King's Landing","","","appears"
"Jaqen-H'ghar","Jaqen H'ghar","","","Jaqen H'ghar;Lorath","Faceless Men","","","mentioned"
"Jared-Frey","Jared Frey","","Ser","","House Frey","","","mentioned"
"Jaremy-Rykker","Jaremy Rykker","","Seracting First Ranger","","Night's Watch","","","mentioned"
"Jarl","Jarl","","","","","","Free Folk","appears"
"Jarmen-Buckwell","Jarmen Buckwell","","Ser","","House Buckwell;Night's Watch","","","mentioned"
"Jason-Mallister","Jason Mallister","","Lord of Seagard","","House Mallister","","Riverlands","appears"
"Jate-Blackberry","Jate Blackberry","","","","House Blackberry;House Baratheon of Dragonstone","","","mentioned"
"Jayde","Jayde","","","","Chataya's brothel","","","mentioned"
"Jenny-(Oldstones)","Jenny (Oldstones)","","","","","","","mentioned"
"Jeor-Mormont","Jeor Mormont","","Lord of Bear Island (formerly)Lord Commander of the Night's Watch","Jeor Mormont;The Old Bear","House Mormont;Night's Watch","","Northmen","appears"
"Jeren","Jeren","","","","Night's Watch","","","mentioned"
"Jeyne-Beesbury","Jeyne Beesbury","","","","House Beesbury;House Frey","","","mentioned"
"Jeyne-Darry","Jeyne Darry","","","","House Darry;House Frey","","Westeros","mentioned"
"Jeyne-Goodbrook","Jeyne Goodbrook","","","","House Goodbrook","","","mentioned"
"Jeyne-Lydden","Jeyne Lydden","","","","House Lydden","","","mentioned"
"Jeyne-Poole","Jeyne Poole","","","Jeyne Poole;Arya Stark","House Poole","","Northmen","appears"
"Jeyne-Rivers","Jeyne Rivers","","","","House Frey","","","mentioned"
"Jeyne-Swann","Jeyne Swann","","","","House Swann","","","mentioned"
"Jeyne-Westerling-(wife-of-Maegor-I)","Jeyne Westerling (wife of Maegor I)","","Queen;Black Bride","","House Westerling;House Tarbeck;House Targaryen","","","mentioned"
"Jeyne-Westerling","Jeyne Westerling","","Queen;Lady of Winterfell","","House Westerling;House Stark","","Westermen","appears"
"Jhaqo","Jhaqo","","Khal;Ko (formerly)","","","","Dothraki","mentioned"
"Jhiqui","Jhiqui","","","","House Targaryen","","Dothraki","appears"
"Jhogo","Jhogo","","Ko;Bloodrider","","House Targaryen","","Dothraki","appears"
"Joanna-Lannister","Joanna Lannister","","Lady of Casterly Rock","","House Lannister","","Westerman","mentioned"
"Joanna-Swyft","Joanna Swyft","","","","House Swyft","","","mentioned"
"Joffrey-Baratheon","Joffrey Baratheon","Joffrey Baratheon the First of His Name","","Joffrey Baratheon;Joffrey the Illborn;The Young Usurper;Aerys the Third;Joffrey-called-Baratheon;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Baratheon of King's Landing","House Baratheon of King's Landing","","appears"
"Jojen-Reed","Jojen Reed","","","Jojen Reed;Little Grandfather","House Reed","","Crannogmen","appears"
"Jon-Arryn","Jon Arryn","","Lord of the Eyrie;Defender of the Vale;Warden of the East;Hand of the King","","House Arryn","","Valemen","mentioned"
"Jon-Brax","Jon Brax","","","","House Brax","","","mentioned"
"Jon-Bulwer","Jon Bulwer","","Lord of Blackcrown","","House Bulwer","","","mentioned"
"Jon-Connington","Jon Connington","","Lord of Griffin's Roost;;Hand of the King;Hand of the True King;","Jon Connington;Griff;The dancing griffins Hand;","House Connington;House Targaryen;Golden Company","","Stormlands","mentioned"
"Jon-Myre","Jon Myre","","","Jon Myre;Pinchface Jon","House Myre","","Ironborn","mentioned"
"Jon-Snow","Jon Snow","","Lord Commander of the Night's Watch","Jon Snow;Lord Snow;Ned Stark's Bastard;The Snow of Winterfell;The Crow-Come-Over;The 998th Lord Commander of the Night's Watch;The Bastard of Winterfell;The Black Bastard of the Wall;Lord Crow","House Stark;Night's Watch","","Northmen","POV"
"Jon-Umber-(Greatjon)","Jon Umber (Greatjon)","","Lord of the Last Hearth","Jon Umber (Greatjon);The Greatjon;Greatjon Umber","House Umber","","Northmen","appears"
"Jon-Umber-(Smalljon)","Jon Umber (Smalljon)","","","Jon Umber (Smalljon);The Smalljon;Smalljon Umber","House Umber","","Northmen","appears"
"Jon-Wylde","Jon Wylde","","Ser","","House Wylde","","","mentioned"
"Jonella-Cerwyn","Jonella Cerwyn","","Lady of Cerwyn","","House Cerwyn","","Northmen","mentioned"
"Jonos-Bracken","Jonos Bracken","","Lord of Stone Hedge","","House Bracken","","","appears"
"Jonos-Frey","Jonos Frey","","","","House Frey","","","mentioned"
"Jonothor-Darry","Jonothor Darry","","Ser","Jonothor Darry;Jon Darry","House Darry;Kingsguard","","Rivermen","mentioned"
"Jorah-Mormont","Jorah Mormont","","Ser;Lord of Bear Island (stripped)","Jorah Mormont;Jorah the Andal;Bear","House Mormont;House Targaryen;Second Sons","","Northmen","appears"
"Joramun","Joramun","","King-Beyond-the-Wall","","","","Free Folk","mentioned"
"Jory-Cassel","Jory Cassel","","Captain of the guard","","House Cassel","","Northmen","mentioned"
"Josmyn-Peckledon","Josmyn Peckledon","","","Josmyn Peckledon;Peck","House Peckledon","","","appears"
"Joth-Quickbow","Joth Quickbow","","","","","","","mentioned"
"Jothos-Slynt","Jothos Slynt","","","","House Slynt","","","appears"
"Joy-Hill","Joy Hill","","","","House Lannister","","","mentioned"
"Joyeuse-Erenford","Joyeuse Erenford","","Lady of the Crossing","","House Erenford;House Frey","","","appears"
"Jurne","Jurne","","Maester","","","","","mentioned"
"Jyanna-Frey","Jyanna Frey","","","","House Frey","","","mentioned"
"Jynessa-Blackmont","Jynessa Blackmont","","","","House Blackmont","","Dornish","appears"
"Jyzene","Jyzene","","","","","","","mentioned"
"Kaeth","Kaeth","","Grand Maester","","","","","mentioned"
"Karlon-Stark","Karlon Stark","","Lord of Karl's Hold","","House Stark;House Karstark","","Northmen","mentioned"
"Karyl-Vance","Karyl Vance","","Ser;Lord of Wayfarer's Rest","","House Vance of Wayfarer's Rest","","","appears"
"Kedge-Whiteye","Kedge Whiteye","","","","Night's Watch","","","appears"
"Kegs","Kegs","","","","Night's Watch","","","mentioned"
"Kella","Kella","","","","House Baelish","","","appears"
"Kennos-of-Kayce","Kennos of Kayce","","Ser","","House Kenning of Kayce","","","appears"
"Kevan-Lannister","Kevan Lannister","","Ser;Master of laws;Lord Regent;Protector of the Realm","","House Lannister","","","appears"
"Khorane-Sathmantes","Khorane Sathmantes","","","","","","Lyseni","appears"
"Kirth-Vance","Kirth Vance","","","","House Vance of Atranta","","","mentioned"
"Kraznys-mo-Nakloz","Kraznys mo Nakloz","","","","Good Masters;House of Nakloz","","Astapor","appears"
"Kyle-(brotherhood)","Kyle (brotherhood)","","","","Brotherhood without banners","","","appears"
"Kyle-Condon","Kyle Condon","","Ser","","House Condon","","","mentioned"
"Kym","Kym","","Maester","","","","","mentioned"
"Kyra-Frey","Kyra Frey","","","","House Frey","","","mentioned"
"Lady-of-the-Leaves","Lady of the Leaves","","Lady of the Leaves","","","","","appears"
"Lamprey","Lamprey","","","Lamprey;Lamprey","House Baratheon of Dragonstone","","","appears"
"Lancel-Lannister","Lancel Lannister","","Ser;Lord of Darry","","House Lannister of Casterly Rock;House Lannister of Darry;Noble and Puissant Order of the Warrior's Sons","","","appears"
"Lanna","Lanna","","","","","","","mentioned"
"Lanna-Lannister","Lanna Lannister","","","","House Lannister;House Jast","","","mentioned"
"Larence-Snow","Larence Snow","","","","House Hornwood","","Northmen","mentioned"
"Lark","Lark","","","Lark;The Sisterman;Lark the Sisterman","Night's Watch","","Sistermen","appears"
"Larra-Blackmont","Larra Blackmont","","Lady of Blackmont","","House Blackmont","","Dornish","appears"
"Left-Hand-Lew","Left Hand Lew","","","","Night's Watch","","","appears"
"Lem","Lem","","","Lem;Lem Lemoncloak;The Lemon;The Hound (III)Yellow cloak","Brotherhood without banners","","","appears"
"Lenn","Lenn","","","","","","Free Folk","mentioned"
"Lennocks","Lennocks","","","","","","","mentioned"
"Lenyl","Lenyl","","","","","","Free Folk","mentioned"
"Leo-Blackbar","Leo Blackbar","","Ser","","House Blackbar","","","mentioned"
"Leo-Lefford","Leo Lefford","","Lord of the Golden Tooth","","House Lefford","","","mentioned"
"Leo-Tyrell","Leo Tyrell","","Novice","Leo Tyrell;Lazy Leo;Leo the Lazy","House Tyrell Maesters of the Citadel","","","mentioned"
"Leo-Tyrell-(Longthorn)","Leo Tyrell (Longthorn)","","Lord Paramount of the Mander;Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South","Leo Tyrell (Longthorn);Leo Longthorn","House Tyrell","","Reach","mentioned"
"Leo-Tyrell-(son-of-Victor)","Leo Tyrell (son of Victor)","","Ser","","House Tyrell","","","mentioned"
"Leobald-Tallhart","Leobald Tallhart","","Castellan of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
"Leona-Tyrell","Leona Tyrell","","","","House Tyrell","","","mentioned"
"Leonette-Fossoway","Leonette Fossoway","","Lady","","House Fossoway;House Tyrell of Brightwater Keep","","","appears"
"Leslyn-Haigh","Leslyn Haigh","","Ser","","House Haigh","","","mentioned"
"Lester","Lester","","","Lester;Red Lester","House Lannister","","","mentioned"
"Lester-Morrigen","Lester Morrigen","","Lord of Crows Nest","","House Morrigen","","","mentioned"
"Lewyn-Martell","Lewyn Martell","","Prince;Ser","","House Martell;Kingsguard","","Dornishmen","mentioned"
"Lewys-the-Fishwife","Lewys the Fishwife","","","Lewys the Fishwife;Lewys the Fishwife","House Baratheon of Dragonstone;King's men","","","mentioned"
"Lewys-Lydden","Lewys Lydden","","Lord of the Deep Den","","House Lydden","","","mentioned"
"Leyton-Hightower","Leyton Hightower","","Lord of the Hightower;Lord of the Port;Voice of Oldtown;Defender of the Citadel;Beacon of the South","Leyton Hightower;Old Man of Oldtown","House Hightower","","","mentioned"
"Lia-Serry","Lia Serry","","","","House Serry;House Tyrell","","","mentioned"
"Likely-Luke","Likely Luke","","","Likely Luke;Likely Luke","Brotherhood Without Banners","","","mentioned"
"Lister","Lister","","","","","","","mentioned"
"Lollys-Stokeworth","Lollys Stokeworth","","Lady of Stokeworth","Lollys Stokeworth;Lollys Lackwit","House Stokeworth","","","appears"
"Lomas-Estermont","Lomas Estermont","","Ser","","House Estermont","","Stormlands","mentioned"
"Lommy-Greenhands","Lommy Greenhands","","","Lommy Greenhands;Lommy Greenhands","","","","mentioned"
"Lomys","Lomys","","Maester","","","","","mentioned"
"Long-Lew","Long Lew","","","Long Lew;Long Lew","House Tully","","","mentioned"
"Loras-Tyrell","Loras Tyrell","","Ser;Lord Commander of the Rainbow Guard","Loras Tyrell;The Knight of Flowers;Knight o_��__ Pansies;Ser Daisy","House Tyrell;Rainbow Guard;Kingsguard","","Reach","appears"
"Lorent-Tyrell","Lorent Tyrell","","","","House Tyrell","","","mentioned"
"Loreza-Sand","Loreza Sand","","","Loreza Sand;Loree","House Martell","","Dorne","mentioned"
"Lormelle","Lormelle","","","Lormelle;Lormelle Long Lance","","","","mentioned"
"Lothar-Frey","Lothar Frey","","Steward of the Twins","Lothar Frey;Lame Lothar","House Frey","","Rivermen","appears"
"Lothar-Mallery","Lothar Mallery","","Lord","","House Mallery","","","mentioned"
"Lothor-Brune","Lothor Brune","","Ser","Lothor Brune;Lothor Apple-Eater","House Brune of Brownhollow;House Baelish of Harrenhal","","","appears"
"Lucas-Blackwood","Lucas Blackwood","","","","House Blackwood","","","appears"
"Lucas-Roote","Lucas Roote","","","","House Roote","","","mentioned"
"Lucas-Tyrell","Lucas Tyrell","","","","House Tyrell","","","mentioned"
"Luceon-Frey","Luceon Frey","","Septon","","Faith of the Seven;Most Devout","","","mentioned"
"Lucias-Vypren","Lucias Vypren","","Lord","","House Vypren","","","appears"
"Lucion-Lannister","Lucion Lannister","","Ser","","House Lannister","","","mentioned"
"Lucos-Chyttering","Lucos Chyttering","","Lord","Lucos Chyttering;Little Lucos","House Chyttering","","","mentioned"
