Id,Name,Full Name,Title,Alias,Allegiance,Royal House,Culture,Reference
Garlan-Tyrell,Garlan Tyrell,,Ser;Lord of Brightwater Keep,Garlan Tyrell;Garlan the Gallant;Renly's ghost;Lord Renly's shade,House Tyrell of Brightwater Keep,,,appears
Garrett-Flowers,Garrett Flowers,,,,House Tyrell,,,mentioned
Garse-Flowers,Garse Flowers,,,,House Tyrell,,,mentioned
Garse-Goodbrook,Garse Goodbrook,,Ser,,House Goodbrook,,,mentioned
Garth-Tyrell,Garth Tyrell,,Lord Seneschal,Garth Tyrell;Garth the Gross,House Tyrell,,,mentioned
Gawen-Glover,Gawen Glover,,,,House Glover,,Northmen,mentioned
Gawen-Westerling,Gawen Westerling,,Lord of the Crag,,House Westerling,,Westermen,mentioned
Gawen-Wylde,Gawen Wylde,,Ser;Master-at-arms at Storm's End,,House Wylde,,,mentioned
Gelmarr,Gelmarr,,,Gelmarr;The Grim,House Greyjoy,,,appears
Gendel,Gendel,,King-Beyond-the-Wall,,,,Free Folk,mentioned
Gendry,Gendry,,Ser,Gendry;The Bull;Ser Gendry of the hollow hill,brotherhood without banners,,,appears
Genna-Lannister,Genna Lannister,,Lady,,House Lannister House Frey of Riverrun,,,mentioned
Gerion-Lannister,Gerion Lannister,,,Gerion Lannister;Gery,House Lannister,,,mentioned
Gerold-Hightower,Gerold Hightower,,Ser;Lord Commander of the Kingsguard,Gerold Hightower;The White Bull,House Hightower;Kingsguard,,Reachmen,mentioned
Gerren,Gerren,,,,,,,appears
Gevin-Harlaw,Gevin Harlaw,,,,House Harlaw,,Ironborn,appears
Gilly,Gilly,,,Gilly;the rabbit keeper ;,,,Free Folk,appears
Gormon-Tyrell,Gormon Tyrell,,Maester,Gormon Tyrell;Maester Gormon,The Citadel,,,mentioned
Gorne,Gorne,,King-Beyond-the-Wall,,,,Free Folk,mentioned
Gorold-Goodbrother,Gorold Goodbrother,,Lord of Hammerhorn,,House Goodbrother,,Ironborn,mentioned
Gregor-Clegane,Gregor Clegane,,Ser;Knight of Clegane's Keep,Gregor Clegane;The Mountain That Rides;The Mountain;The Great Dog;The Enormity That Rides,House Clegane;House Lannister,,,appears
Grenn,Grenn,,,Grenn;Aurochs,Night's Watch,,Westeros,appears
Gueren,Gueren,,,,Night's Watch,,,mentioned
Gulian-Swann,Gulian Swann,,Lord of Stonehelm,,House Swann,,,mentioned
Guncer-Sunglass,Guncer Sunglass,,Lord of Sweetport Sound,,House Sunglass,,,appears
Guyard-Morrigen,Guyard Morrigen,,Ser,Guyard Morrigen;Guyard the Green,House Morrigen;Rainbow Guard,,,appears
Gyles-Rosby,Gyles Rosby,,Lord of Rosby;Lord Treasurer;Master of Coin,Gyles Rosby;The Cougher,House Rosby,,,appears
Gynir,Gynir,,,Gynir;Gynir Rednose  Rednose,House Greyjoy,,,appears
Hake,Hake,,,,Night's Watch,,,appears
Halder,Halder,,,Halder;Stone Head ; ;,Night's Watch,,,mentioned
Hallis-Mollen,Hallis Mollen,,Captain of the guards for Winterfell,Hallis Mollen;Hal,House Mollen;House Stark,,Northmen,appears
Hallyne,Hallyne,,Lord;Wisdom,Hallyne;Hallyne the Pryomancer,Alchemists' Guild,,,appears
Halmon-Paege,Halmon Paege,,Ser,,House Paege,,,mentioned
Halys-Hornwood,Halys Hornwood,,Lord of the Hornwood;,,House Hornwood,,Northmen,mentioned
Harbert,Harbert,,Ser;Castellan of Storm's End,,House Baratheon,,,mentioned
Harma,Harma,,,Harma;Harma the Dogshead;Harma Dogshead,,,Wildlings,mentioned
Harra,Harra,,,,House Whent;House Lannister,,,mentioned
Harrag-Sharp,Harrag Sharp,,,Harrag Sharp;Harrag Sheepstealer,House Sharp,,Ironborn,appears
Harren-Hoare,Harren Hoare,Harren Hoare,,Harren Hoare;Harren the Black;Black Harren;King of the Isles and the Rivers,House Hoare,House Hoare,Ironborn,mentioned
Harrion-Karstark,Harrion Karstark,,Lord of Karhold,Harrion Karstark;Harry,House Karstark,,Northmen,appears
Harwin,Harwin,,,,House Stark;Brotherhood without banners,,Northmen,mentioned
Harys-Haigh,Harys Haigh,,Ser,,House Haigh;House Frey,,,appears
Harys-Swyft,Harys Swyft,,Knight of Cornfield;Ser;Hand of the King;Master of coin;Lord treasurer,,House Swyft,,,appears
Hayhead,Hayhead,,,,House Stark,,Northmen,mentioned
Helman-Tallhart,Helman Tallhart,,Ser;Master of Torrhen's Square,,House Tallhart,,Northmen,mentioned
Helya,Helya,,,,House Greyjoy,,,mentioned
Hendry-Bracken,Hendry Bracken,,,,House Bracken,,,mentioned
High-Septon-(fat_one),High Septon (fat_one),,High Septon;His High Holiness,High Septon (fat_one);The fat one,Faith of the Seven,,,appears
High-Septon-(Tyrions),High Septon (Tyrions),,High Septon;His High Holiness,High Septon (Tyrions);The one after the Fat One,Faith of the Seven,,,appears
Hobb,Hobb,,,Hobb;Three-Finger Hobb,Night's Watch,,,mentioned
Hobber-Redwyne,Hobber Redwyne,,Ser,Hobber Redwyne;Slobber,House Redwyne,,Reach,appears
Hod,Hod,,,,,,,mentioned
Hodor,Hodor,,,Hodor;Hodor,House Stark,,Northmen,appears
Holger,Holger,,,,Stone Crows,,Vale mountain clans,mentioned
Horas-Redwyne,Horas Redwyne,,Ser,Horas Redwyne;Horror,House Redwyne,,Reach,appears
Hosman-Norcross,Hosman Norcross,,Ser,,House Norcross,,,mentioned
Hosteen-Frey,Hosteen Frey,,Ser,Hosteen Frey;Ser Stupid,House Frey,,,appears
Hoster-Frey,Hoster Frey,,,,House Frey,,,mentioned
Hoster-Tully,Hoster Tully,,Lord Paramount of the Trident;Lord of Riverrun,,House Tully,,Rivermen,appears
Hot-Pie,Hot Pie,,,,,,,appears
Hother-Umber,Hother Umber,,Castellan of Last Hearth,Hother Umber;Hother Whoresbane;Whoresbane Umber,House Umber,,Northmen,appears
Howland-Reed,Howland Reed,,Lord of Greywater Watch,,House Reed,,Crannogmen,mentioned
Hubard-Rambton,Hubard Rambton,,Ser,,House Rambton,,,appears
Hullen,Hullen,,Master of horse at Winterfell,,House Stark,,Northmen,mentioned
Igon-Vyrwel,Igon Vyrwel,,,,House Vyrwel;House Tyrell,,,mentioned
Illyrio-Mopatis,Illyrio Mopatis,,Magister of Pentos,Illyrio Mopatis;The Cheesemonger;The Fat Man;The Lord of Cheese,House Targaryen,,Pentoshi,mentioned
Ilyn-Payne,Ilyn Payne,,Ser King's Justice,,House Payne,,Westeros,appears
Imry-Florent,Imry Florent,,Ser;Lord High Captain,Imry Florent;The Fool of Florent,House Florent,,,appears
Ironbelly,Ironbelly,,,Ironbelly;Ironbelly,,,,mentioned
Irri,Irri,,,,House Targaryen,,Dothraki,appears
Jacelyn-Bywater,Jacelyn Bywater,,Ser;Captain of the Mud Gate;Commander of the City Watch;Lord,Jacelyn Bywater;Ironhand,House Bywater;City Watch of King's Landing,,,appears
Jacks,Jacks,,,,House Stark,,northmen,appears
Jaime-Lannister,Jaime Lannister,,Ser;Lord Commander of the Kingsguard;Warden of the East (formerly),Jaime Lannister;The Kingslayer;The Lion of Lannister;The Young Lion;Cripple,House Lannister;Kingsguard,,Westerlands,appears
Jalabhar-Xho,Jalabhar Xho,,Prince of the Red Flower Vale,,Summer Islands,,Summer Islands,appears
Jammos-Frey,Jammos Frey,,Ser,,House Frey,,,mentioned
Janei-Lannister,Janei Lannister,,,,House Lannister,,,mentioned
Janna-Tyrell,Janna Tyrell,,,,House Tyrell;House Fossoway of New Barrel,,,mentioned
Janos-Slynt,Janos Slynt,,Commander of the City Watch Lord of Harrenhal,,Night's Watch;House Slynt;City Watch of King's Landing,,,appears
Jaqen-H'ghar,Jaqen H'ghar,,,Jaqen H'ghar;Lorath,Faceless Men,,,appears
Jared-Frey,Jared Frey,,Ser,,House Frey,,,appears
Jaremy-Rykker,Jaremy Rykker,,Seracting First Ranger,,Night's Watch,,,mentioned
Jarmen-Buckwell,Jarmen Buckwell,,Ser,,House Buckwell;Night's Watch,,,appears
Jason-Mallister,Jason Mallister,,Lord of Seagard,,House Mallister,,Riverlands,mentioned
Jeffory-Mallister,Jeffory Mallister,,,,House Mallister,,,mentioned
Jeor-Mormont,Jeor Mormont,,Lord of Bear Island (formerly)Lord Commander of the Night's Watch,Jeor Mormont;The Old Bear,House Mormont;Night's Watch,,Northmen,appears
Jeren,Jeren,,,,Night's Watch,,,mentioned
Jeyne-Beesbury,Jeyne Beesbury,,,,House Beesbury;House Frey,,,mentioned
Jeyne-Goodbrook,Jeyne Goodbrook,,,,House Goodbrook,,,mentioned
Jeyne-Lydden,Jeyne Lydden,,,,House Lydden,,,mentioned
Jeyne-Poole,Jeyne Poole,,,Jeyne Poole;Arya Stark,House Poole,,Northmen,mentioned
Jeyne-Rivers,Jeyne Rivers,,,,House Frey,,,mentioned
Jhaqo,Jhaqo,,Khal;Ko (formerly),,,,Dothraki,mentioned
Jhiqui,Jhiqui,,,,House Targaryen,,Dothraki,appears
Jhogo,Jhogo,,Ko;Bloodrider,,House Targaryen,,Dothraki,appears
Joanna-Lannister,Joanna Lannister,,Lady of Casterly Rock,,House Lannister,,Westerman,mentioned
Jodge,Jodge,,,,House Lannister,,,mentioned
Joffrey-Baratheon,Joffrey Baratheon,Joffrey Baratheon the First of His Name,,Joffrey Baratheon;Joffrey the Illborn;The Young Usurper;Aerys the Third;Joffrey-called-Baratheon;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm,House Baratheon of King's Landing,House Baratheon of King's Landing,,appears
Jojen-Reed,Jojen Reed,,,Jojen Reed;Little Grandfather,House Reed,,Crannogmen,appears
Jommy,Jommy,,,,House Baratheon,,,mentioned
Jon-Arryn,Jon Arryn,,Lord of the Eyrie;Defender of the Vale;Warden of the East;Hand of the King,,House Arryn,,Valemen,mentioned
Jon-Brax,Jon Brax,,,,House Brax,,,mentioned
Jon-Fossoway,Jon Fossoway,,The Knight of New Barrel;Ser,,House Fossoway of New Barrel,,Reach,appears
Jon-Snow,Jon Snow,,Lord Commander of the Night's Watch,Jon Snow;Lord Snow;Ned Stark's Bastard;The Snow of Winterfell;The Crow-Come-Over;The 998th Lord Commander of the Night's Watch;The Bastard of Winterfell;The Black Bastard of the Wall;Lord Crow,House Stark;Night's Watch,,Northmen,POV
Jon-Umber-(Greatjon),Jon Umber (Greatjon),,Lord of the Last Hearth,Jon Umber (Greatjon);The Greatjon;Greatjon Umber,House Umber,,Northmen,appears
Jon-Umber-(Smalljon),Jon Umber (Smalljon),,,Jon Umber (Smalljon);The Smalljon;Smalljon Umber,House Umber,,Northmen,mentioned
Jon-Wylde,Jon Wylde,,Ser,,House Wylde,,,mentioned
Jonnel-Stark,Jonnel Stark,,Lord of Winterfell;Warden of the North,Jonnel Stark;One-Eye,House Stark,,,mentioned
Jonos-Bracken,Jonos Bracken,,Lord of Stone Hedge,,House Bracken,,,mentioned
Jonos-Frey,Jonos Frey,,,,House Frey,,,mentioned
Jonos-Stark,Jonos Stark,,King in the North;Lord of Winterfell,,House Stark,,Northmen,mentioned
Jorah-Mormont,Jorah Mormont,,Ser;Lord of Bear Island (stripped),Jorah Mormont;Jorah the Andal;Bear,House Mormont;House Targaryen;Second Sons,,Northmen,appears
Jorah-Stark,Jorah Stark,,King in the North;Lord of Winterfell,,House Stark,,Northmen,mentioned
Joramun,Joramun,,King-Beyond-the-Wall,,,,Free Folk,mentioned
Jory-Cassel,Jory Cassel,,Captain of the guard,,House Cassel,,Northmen,mentioned
Joseth,Joseth,,,,House Stark,,,appears
Josmyn-Peckledon,Josmyn Peckledon,,,Josmyn Peckledon;Peck,House Peckledon,,,appears
Joss-Stilwood,Joss Stilwood,,,,House Clegane,,,mentioned
Josua-Willum,Josua Willum,,,,House Willum,,,mentioned
Joy-Hill,Joy Hill,,,,House Lannister,,,mentioned
Joyeuse-Erenford,Joyeuse Erenford,,Lady of the Crossing,,House Erenford;House Frey,,,mentioned
Jurne,Jurne,,Maester,,,,,mentioned
Jyanna-Frey,Jyanna Frey,,,,House Frey,,,mentioned
Karyl-Vance,Karyl Vance,,Ser;Lord of Wayfarer's Rest,,House Vance of Wayfarer's Rest,,,mentioned
Kedge-Whiteye,Kedge Whiteye,,,,Night's Watch,,,appears
Kenned,Kenned,,,Kenned;Kenned the Whale,,,Ironborn,appears
Kevan-Lannister,Kevan Lannister,,Ser;Master of laws;Lord Regent;Protector of the Realm,,House Lannister,,,appears
Koss,Koss,,,,,,,appears
Kromm,Kromm,,,,House Greyjoy,,ironborn,appears
Kurz,Kurz,,,,,,,appears
Kyle-Royce,Kyle Royce,,,,House Royce,,,mentioned
Kym,Kym,,Maester,,,,,mentioned
Kyra,Kyra,,,,House Stark,,,appears
Kyra-Frey,Kyra Frey,,,,House Frey,,,mentioned
Lancel-Lannister,Lancel Lannister,,Ser;Lord of Darry,,House Lannister of Casterly Rock;House Lannister of Darry;Noble and Puissant Order of the Warrior's Sons,,,appears
Larence-Snow,Larence Snow,,,,House Hornwood,,Northmen,mentioned
Lark,Lark,,,Lark;The Sisterman;Lark the Sisterman,Night's Watch,,Sistermen,appears
Layna,Layna,,,,,,,mentioned
Leo-Lefford,Leo Lefford,,Lord of the Golden Tooth,,House Lefford,,,mentioned
Leobald-Tallhart,Leobald Tallhart,,Castellan of Torrhen's Square,,House Tallhart,,Northmen,appears
Leslyn-Haigh,Leslyn Haigh,,Ser,,House Haigh,,,mentioned
Lewys-Lydden,Lewys Lydden,,Lord of the Deep Den,,House Lydden,,,appears
Leyton-Hightower,Leyton Hightower,,Lord of the Hightower;Lord of the Port;Voice of Oldtown;Defender of the Citadel;Beacon of the South,Leyton Hightower;Old Man of Oldtown,House Hightower,,,mentioned
Lollys-Stokeworth,Lollys Stokeworth,,Lady of Stokeworth,Lollys Stokeworth;Lollys Lackwit,House Stokeworth,,,appears
Lomas-Estermont,Lomas Estermont,,Ser,,House Estermont,,Stormlands,mentioned
Lommy-Greenhands,Lommy Greenhands,,,Lommy Greenhands;Lommy Greenhands,,,,appears
Lomys,Lomys,,Maester,,,,,mentioned
Loras-Tyrell,Loras Tyrell,,Ser;Lord Commander of the Rainbow Guard,Loras Tyrell;The Knight of Flowers;Knight o_��__ Pansies;Ser Daisy,House Tyrell;Rainbow Guard;Kingsguard,,Reach,appears
Lorren,Lorren,,,Lorren;Black Lorren,,,,appears
Lothar-Frey,Lothar Frey,,Steward of the Twins,Lothar Frey;Lame Lothar,House Frey,,Rivermen,mentioned
Lothor-Brune,Lothor Brune,,Ser,Lothor Brune;Lothor Apple-Eater,House Brune of Brownhollow;House Baelish of Harrenhal,,,appears
Lucan,Lucan,,,,House Whent,,,appears
Lucas-Blackwood,Lucas Blackwood,,,,House Blackwood,,,appears
Luceon-Frey,Luceon Frey,,Septon,,Faith of the Seven;Most Devout,,,mentioned
Lucias-Vypren,Lucias Vypren,,Lord,,House Vypren,,,mentioned
Luwin,Luwin,,,,House Stark,,Westeros,appears
Lyanna-Stark,Lyanna Stark,,,Lyanna Stark;The She-Wolf;The Wolf Maid;Lya,House Stark,,Northmen,mentioned
Lyessa-Flint,Lyessa Flint,,Lady of Widow's Watch,,House Flint of Widow's Watch,,Northmen,mentioned
Lyle-Crakehall,Lyle Crakehall,,Ser,Lyle Crakehall;Strongboar,House Crakehall,,,mentioned
Lyman-Darry,Lyman Darry,,Lord of Darry,,House Darry,,,mentioned
Lymond-Vikary,Lymond Vikary,,Ser,,House Vikary,,,mentioned
Lyn-Corbray,Lyn Corbray,,Ser,,House Corbray;Lords Declarant,,,mentioned
Lync,Lync,,,,Night's Watch,,,mentioned
Lynesse-Hightower,Lynesse Hightower,,,,House Hightower,,,mentioned
Lyonel-(knight),Lyonel (knight),,Ser,,House Lannister,,,appears
Lyonel-Frey,Lyonel Frey,,Ser,,House Frey of Riverrun,,,mentioned
Lysa-Arryn,Lysa Arryn,,Lady of the Vale,Lysa Arryn;Lysa Tully,House Tully;House Arryn;House Baelish,,,mentioned
Lythene-Frey,Lythene Frey,,,,House Frey,,,mentioned
Mace-Tyrell,Mace Tyrell,,Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South;Hand of the King;Master of ships (formerly),Mace Tyrell;Lord Oaf;The Fat Flower;Lord Puff Fish,House Tyrell,,,appears
Maege-Mormont,Maege Mormont,,Lady of Bear Island,Maege Mormont;The She-Bear,House Mormont,,Northmen,mentioned
Maegelle-Frey,Maegelle Frey,,,,House Frey,,,mentioned
Maekar-I-Targaryen,Maekar I Targaryen,,,,,,,mentioned
Malcolm,Malcolm,,Ser,,,,,mentioned
Mallador-Locke,Mallador Locke,,Ser,,Night's Watch,,,appears
Malliard,Malliard,,Wisdom,,Alchemists' Guild,,,mentioned
Malwyn-Frey,Malwyn Frey,,,,House Frey,,,mentioned
Mance-Rayder,Mance Rayder,,,Mance Rayder;The Mance;Abel;The Unburnt King;King-Beyond-the-Wall,,,Free folk,mentioned
Mandon-Moore,Mandon Moore,,Ser,,House Moore;Kingsguard,,Valemen,appears
Marei,Marei,,,,Chataya's brothel,,,appears
Margaery-Tyrell,Margaery Tyrell,,Queen of the Seven Kingdoms,Margaery Tyrell;The Little Queen;The Little Rose;Maid Margaery,House Tyrell,,Reach,appears
Marianne-Vance,Marianne Vance,,,,House Vance,,,mentioned
Maric-Seaworth,Maric Seaworth,,Oarmaster,,House Seaworth,,,mentioned
Marillion,Marillion,,,,,,,mentioned
Marissa-Frey,Marissa Frey,,,,House Frey,,,mentioned
Mariya-Darry,Mariya Darry,,,,House Darry;House Frey,,,mentioned
Mark-Mullendore,Mark Mullendore,,Ser,,House Mullendore,,,appears
Maron-Botley,Maron Botley,,,Maron Botley;Fishwhiskers,House Botley,,,appears
Maron-Greyjoy,Maron Greyjoy,,,,House Greyjoy,,Ironborn,mentioned
Marq-Piper,Marq Piper,,Ser,,House Piper,,Rivermen,mentioned
Marsella-Waynwood,Marsella Waynwood,,,,House Waynwood;House Frey,,,mentioned
Martyn-Cassel,Martyn Cassel,,,,House Cassel,,Northmen,mentioned
Martyn-Lannister,Martyn Lannister,,,,House Lannister,,,mentioned
Martyn-Rivers,Martyn Rivers,,,,House Frey,,,appears
Marwyn-Belmore,Marwyn Belmore,,Ser,Marwyn Belmore;Ser Ding-Dong,House Belmore;House Arryn,,,mentioned
Marya-Seaworth,Marya Seaworth,,Lady,,House Seaworth,,,mentioned
Masha-Heddle,Masha Heddle,,,,,,,mentioned
Mathis-Frey,Mathis Frey,,,,House Frey,,,mentioned
Mathis-Rowan,Mathis Rowan,,Lord of Goldengrove,,House Rowan,,Reach,appears
Mathos-Mallarawan,Mathos Mallarawan,,,,,,Qartheen,appears
Matrice,Matrice,,,,House Baratheon of Dragonstone,,,mentioned
Matthar,Matthar,,,Matthar;Ser Loon;,Night's Watch,,,mentioned
Matthos-Seaworth,Matthos Seaworth,,,,House Seaworth,,,mentioned
Mebble,Mebble,,,Mebble;Pinkeye,,,,appears
Medger-Cerwyn,Medger Cerwyn,,Lord of Cerwyn,,House Cerwyn,,Northmen,mentioned
Meera-Reed,Meera Reed,,,,House Reed,,Crannogmen,appears
Melara-Crane,Melara Crane,,,,House Crane;House Florent,,,mentioned
Meldred-Merlyn,Meldred Merlyn,,Lord of Pebbleton,Meldred Merlyn;The Merlyn,House Merlyn,,Ironborn,mentioned
Melesa-Crakehall,Melesa Crakehall,,,,House Crakehall,,,mentioned
Melessa-Florent,Melessa Florent,,,,House Florent;House Tarly,,,mentioned
Melisandre,Melisandre,,,Melisandre;The red priestess;The red woman;The king's red shadow;Lady Red;Lot Seven,Faith of R'hllor,,Asshai,appears
Mellara-Rivers,Mellara Rivers,,,,House Frey,,,mentioned
Melwys-Rivers,Melwys Rivers,,Maester,,,,,mentioned
Merianne-Frey,Merianne Frey,,,Merianne Frey;Merry Frey,House Frey,,,mentioned
Merrell-Florent,Merrell Florent,,,,House Florent,,,mentioned
Merrett-Frey,Merrett Frey,,,Merrett Frey;Merrett Muttonhead,House Frey,,Riverlands,mentioned
Meryn-Trant,Meryn Trant,,Ser,,House Trant;Kingsguard,,,appears
Mikken,Mikken,,,,House Stark,,Northmen,appears
Mina-Tyrell,Mina Tyrell,,,,House Tyrell;House Redwyne,,,mentioned
Minisa-Whent,Minisa Whent,,Lady of Riverrun,Minisa Whent;Minisa Tully,House Whent;House Tully,,Rivermen,mentioned
Mirri-Maz-Duur,Mirri Maz Duur,,Godswife;Maegi,,,,Lhazareen,mentioned
Monford-Velaryon,Monford Velaryon,,Lord of the Tides;Master of Driftmark,,House Velaryon,,Valyrian,appears
Moon-Boy,Moon Boy,,,,House Baratheon of King's Landing,,,appears
Mord,Mord,,,,House Arryn,,,mentioned
Mordane,Mordane,,Septa,,House Stark,,,mentioned
Morosh-the-Myrman,Morosh the Myrman,,,,,,Myrmen,mentioned
Morros-Slynt,Morros Slynt,,Lord,,House Slynt,,,appears
Mors-Umber,Mors Umber,,Castellan of Last Hearth,Mors Umber;Mors Crowfood,House Umber,,Northmen,appears
Morton-Waynwood,Morton Waynwood,,Ser,,House Waynwood,,,mentioned
Morya-Frey,Morya Frey,,Lady,,House Frey;House Brax,,,mentioned
Moryn-Tyrell,Moryn Tyrell,,Ser  Lord Commander of the City Watch of Oldtown,,House Tyrell,,,mentioned
Mullin,Mullin,,Maester,,Night's Watch,,,mentioned
Munciter,Munciter,,Wisdom,,Alchemists' Guild,,,mentioned
Murch,Murch,,,,,,,appears
Murch-(Winterfell),Murch (Winterfell),,,,House Stark,,Northmen,appears
Mya-Stone,Mya Stone,,,,House Royce of the Gates of the Moon,,,mentioned
Mycah,Mycah,,,,,,Westeros,mentioned
Mychel-Redfort,Mychel Redfort,,Ser,,House Redfort,,Valemen,mentioned
Mylenda-Caron,Mylenda Caron,,,,House Caron;House Frey,,,mentioned
Myles-(squire),Myles (squire),,,,House Tully,,,mentioned
Myranda-Royce,Myranda Royce,,,Myranda Royce;Randa,House Royce of the Gates of the Moon,,,mentioned
Myrcella-Baratheon,Myrcella Baratheon,,Princess,,House Baratheon of King's Landing,,,appears
Myrielle-Lannister,Myrielle Lannister,,,,House Lannister,,,mentioned
Nan,Nan,,,,House Stark,,,appears
Nella,Nella,,,,,,Free Folk,mentioned
Nestor-Royce,Nestor Royce,,Keeper of the Gates of the Moon;High Steward of the Vale,,House Royce of the Gates of the Moon,,,mentioned
Nissa-Nissa,Nissa Nissa,,,,,,,mentioned
Norne-Goodbrother,Norne Goodbrother,,Lord of Shatterstone,,House Goodbrother of Shatterstone,,Ironborn,mentioned
Nymeria,Nymeria,,Princess;Queen,Nymeria;Nymeria of the Rhoyne,House Martell,,Rhoynar,mentioned
Oberyn-Martell,Oberyn Martell,,Prince;Ser,Oberyn Martell;The Red Viper,House Martell;Second Sons (formerly),,Dornishmen,mentioned
Olenna-Redwyne,Olenna Redwyne,,Dowager Lady of Highgarden,Olenna Redwyne;Olenna Redwyne;Queen of Thorns,House Redwyne;House Tyrell,,,mentioned
Olyvar-Frey,Olyvar Frey,,,,House Frey,,,appears
Omer-Florent,Omer Florent,,Maester,,,,,mentioned
Ondrew-Locke,Ondrew Locke,,Lord of Oldcastle,Ondrew Locke;old Lord Locke,House Locke,,Northmen,mentioned
Orell,Orell,,,,,,Free Folk,appears
Oro-Tendyris,Oro Tendyris,,,,,,Braavosi,mentioned
Osfryd-Kettleblack,Osfryd Kettleblack,,Ser;Commander of the City Watch of King's Landing,,House Kettleblack;City Watch of King's Landing,,,appears
Osha,Osha,,,,House Stark,,Free folk,appears
Osmund-Frey,Osmund Frey,,,,House Frey,,,mentioned
Osmund-Kettleblack,Osmund Kettleblack,,Ser,Osmund Kettleblack;Oswald Kettleblack;,House Kettleblack;Gallant Men (formerly)Kingsguard,,,appears
Osmynd,Osmynd,,Septon,,Faith of the Seven,,,mentioned
Osney-Kettleblack,Osney Kettleblack,,Ser,,House Kettleblack,,,appears
Othell-Yarwyck,Othell Yarwyck,,First Builder,,House Yarwyck;Night's Watch,,,mentioned
Otter-Gimpknee,Otter Gimpknee,,,,,,,mentioned
Ottyn-Wythers,Ottyn Wythers,,Ser,,House Wythers;Night's Watch,,,appears
Palla,Palla,,,,House Stark,,Northmen,appears
Parmen-Crane,Parmen Crane,,Ser,Parmen Crane;Parmen the Purple,House Crane;Rainbow Guard,,,appears
Patchface,Patchface,,,Patchface;Patches,House Baratheon of Dragonstone,,,appears
Pate-of-the-Blue-Fork,Pate of the Blue Fork,,Ser,Pate of the Blue Fork;Pate of the Blue Fork Pate of Sevenstreams,House Frey,,,mentioned
Patrek-Mallister,Patrek Mallister,,,,House Mallister,,,mentioned
Patrek-Vance,Patrek Vance,,,,House Vance,,,mentioned
Paxter-Redwyne,Paxter Redwyne,,Lord of the Arbor;Grand admiral;Lord admiral;Master of ships,,House Redwyne,,,appears
Perra-Frey,Perra Frey,,,,House Frey,,,mentioned
Perriane-Frey,Perriane Frey,,,,House Haigh,,,mentioned
Perwyn-Frey,Perwyn Frey,,Ser,,House Frey,,,appears
Petyr-Baelish,Petyr Baelish,,Master of coin (formerly)Lord Paramount of the Trident;Lord of Harrenhal;Lord Protector of the Vale,Petyr Baelish;Littlefinger,House Baelish of the Fingers;House Baelish of Harrenhal,,Valemen,appears
Petyr-Frey,Petyr Frey,,,Petyr Frey;Petyr Pimple,House Frey,,,mentioned
Philip-Foote,Philip Foote,,Ser;Lord of Nightsong;Lord of the Marches,,House Foote;House Foote of Nightsong,,,appears
Pia,Pia,,,Pia;Pretty Pia,House Whent,,,appears
Podrick-Payne,Podrick Payne,,,Podrick Payne;Pod,House Payne,,,appears
Pollitor,Pollitor,,Wisdom,,Alchemists' Guild,,,mentioned
Polliver,Polliver,,Castellan of Harrenhal,Polliver;Polly,House Clegane,,,appears
Pono,Pono,,Khal;Ko (formerly),,,,Dothraki,mentioned
Porther,Porther,,,,House Stark,,northmen,mentioned
Poul-Pemford,Poul Pemford,,,,House Pemford;House Tully,,,mentioned
Poxy-Tym,Poxy Tym,,,Poxy Tym;Poxy Tym,House Stark,,northmen,mentioned
Praed,Praed,,,,,,,mentioned
Preston-Greenfield,Preston Greenfield,,Ser,,House Greenfield;Kingsguard,,Westermen,appears
Pyat-Pree,Pyat Pree,,Warlock,,The Undying Ones,,,appears
Pycelle,Pycelle,,Grand Maester,,Maesters of the Citadel (by oath)House Lannister (de facto),,,appears
Pylos,Pylos,,Maester,,House Baratheon of Dragonstone,,,appears
Pypar,Pypar,,,Pypar;Pyp;Monkey;Mummer's Monkey;,Night's Watch,,,mentioned
Qalen,Qalen,,Maester,,House Greyjoy,,,mentioned
Qarl-the-Maid,Qarl the Maid,,,Qarl the Maid;Qarl the Maid,,,Ironborn,appears
Qhorin-Halfhand,Qhorin Halfhand,,,Qhorin Halfhand;Qhorin Halfhand,Night's Watch,,,appears
Quaithe,Quaithe,,,Quaithe;Quaithe of the Shadow,,,Asshai'i,appears
Quent,Quent,,,,House Stark,,northmen,mentioned
Quentyn-Martell,Quentyn Martell,,Prince;Ser,Quentyn Martell;Frog;Prince Frog;;The Prince Who Came Too Late;The Dragonrider;,House Martell;Windblown,,Dornishmen,mentioned
Quhuru-Mo,Quhuru Mo,,,,,,Summer Isles,appears
Qyburn,Qyburn,,Lord;Master of whisperers,Qyburn;The Bloody Maester,House Lannister Brave Companions (formerly),,,appears
Qyle,Qyle,,,,,,,appears
Rafford,Rafford,,,Rafford;Raff the Sweetling,House Clegane,,,appears
Ragwyle,Ragwyle,,,,,,Free folk,appears
Rakharo,Rakharo,,Ko;Bloodrider of Daenerys Targaryen,,House Targaryen,,Dothraki,appears
