"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Della-Frey","Della Frey","","","Della Frey;Deaf Della","House Frey","","","mentioned"
"Delonne-Allyrion","Delonne Allyrion","","Lady of Godsgrace","","House Allyrion","","Dornish","mentioned"
"Delp","Delp","","","","House Tully","","","mentioned"
"Denestan","Denestan","","Maester","","","","","mentioned"
"Dennis-Plumm","Dennis Plumm","","Ser","","House Plumm","","","mentioned"
"Denyo-Terys","Denyo Terys","","","","","","Braavosi","mentioned"
"Denys-Arryn","Denys Arryn","","Ser;Keeper of the Gates of the Moon","Denys Arryn;The Darling of the Vale","House Arryn","","","mentioned"
"Denys-Darklyn","Denys Darklyn","","Lord of Duskendale","","House Darklyn","","","mentioned"
"Denys-Drumm","Denys Drumm","","","","House Drumm","","Ironborn","appears"
"Denys-Mallister","Denys Mallister","","Ser","","House Mallister;Night's Watch","","","mentioned"
"Denys-Redwyne","Denys Redwyne","","","","House Redwyne","","","mentioned"
"Denyse-Hightower","Denyse Hightower","","","","House Hightower","","","mentioned"
"Dermot","Dermot","","Ser","Dermot;Dermot of the Rainwood","House Baratheon of Dragonstone;House Baratheon of King's Landing","","","appears"
"Desmond-Grell","Desmond Grell","","Ser","","House Grell;Night's Watch","","","appears"
"Desmond-Redwyne","Desmond Redwyne","","Ser","","House Redwyne","","","mentioned"
"Devan-Seaworth","Devan Seaworth","","","","House Seaworth;House Baratheon of Dragonstone","","","mentioned"
"Deziel-Dalt","Deziel Dalt","","The Knight of Lemonwood","","House Dalt","","","mentioned"
"Dick-Crabb","Dick Crabb","","","Dick Crabb;Nimble Dick","House Crabb","","","appears"
"Dickon-Frey","Dickon Frey","","","","House Frey","","","mentioned"
"Dickon-Manwoody","Dickon Manwoody","","","","House Manwoody","","","mentioned"
"Dickon-Tarly","Dickon Tarly","","","","House Tarly","","","mentioned"
"Dirk","Dirk","","","","Night's Watch","","","mentioned"
"Domeric-Bolton","Domeric Bolton","","","","House Bolton","","Northmen","mentioned"
"Donal-Noye","Donal Noye","","","","House Baratheon;Night's Watch","","","mentioned"
"Donel-Greyjoy","Donel Greyjoy","","","","House Greyjoy","","Ironborn","mentioned"
"Donnel-Drumm","Donnel Drumm","","","","House Drumm","","Ironborn","appears"
"Donnel-Haigh","Donnel Haigh","","Ser","","House Haigh","","","mentioned"
"Donnel-Hill","Donnel Hill","","","Donnel Hill;Sweet Donnel Hill","Night's Watch","","","mentioned"
"Donnel-Locke","Donnel Locke","","Ser","","House Locke","","","mentioned"
"Donnel-of-Duskendale","Donnel of Duskendale","","Ser","","Kingsguard","","","mentioned"
"Donnel-Waynwood","Donnel Waynwood","","Ser;Knight of the Gate","","House Waynwood","","","mentioned"
"Dontos-Hollard","Dontos Hollard","","Ser","Dontos Hollard;Dontos the Red;Dontos the Drunk;Florian","House Hollard","","","mentioned"
"Doran-Martell","Doran Martell","","Prince of Dorne;Lord of Sunspear","","House Nymeros Martell","","Dornish","appears"
"Dorcas","Dorcas","","","","House Lannister","","","mentioned"
"Dorea-Sand","Dorea Sand","","","","House Martell","","Dornishmen","mentioned"
"Dormund","Dormund","","","","","","Free Folk","mentioned"
"Dryn","Dryn","","","","","","Free Folk","mentioned"
"Dunk","Dunk","","Ser;Lord Commander of the Kingsguard","Dunk;Dunk;Duncan the Tall;Dunk the Lunk;Ser Giant;The Gallows Knight","Kingsguard","","Crownlands","mentioned"
"Duncan-Targaryen","Duncan Targaryen","","Prince of Dragonstone (renounced)","Duncan Targaryen;Prince Duncan the Small;Prince of Dragonflies","House Targaryen","","","mentioned"
"Dunsen","Dunsen","","","","House Clegane","","","mentioned"
"Dunstan-Drumm","Dunstan Drumm","","Lord of Old Wyk;Captain of the Thunderer","Dunstan Drumm;The Drumm;The Bone Hand","House Drumm","","Ironborn","appears"
"Duram-Bar-Emmon","Duram Bar Emmon","","Lord of Sharp Point","","House Bar Emmon","","","mentioned"
"Dyah","Dyah","","","","","","Free Folk","mentioned"
"Dywen","Dywen","","","","Night's Watch","","","mentioned"
"Ebben","Ebben","","","","Night's Watch","","","mentioned"
"Ebrose","Ebrose","","Archmaester","","","","","mentioned"
"Eddara-Tallhart","Eddara Tallhart","","Lady of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
"Eddard-Karstark","Eddard Karstark","","","Eddard Karstark;Edd","House Karstark","","Northmen","mentioned"
"Eddard-Stark","Eddard Stark","","Lord of Winterfell;Warden of the North;Hand of the King;Protector of the Realm;Regent","Eddard Stark;Ned;The Ned;The Quiet Wolf","House Stark","","Northmen","mentioned"
"Eddison-Tollett","Eddison Tollett","","","Eddison Tollett;Dolorous Edd","House Tollett;Night's Watch","","Valemen","appears"
"Edgerran-Oakheart","Edgerran Oakheart","","Lord","Edgerran Oakheart;Edgerran the Open-Handed","House Oakheart","","","mentioned"
"Edmund-Ambrose","Edmund Ambrose","","Ser","","House Ambrose","","","mentioned"
"Edmure-Tully","Edmure Tully","","Ser;Lord Paramount of the Trident (lost to Petyr Baelish)Lord of Riverrun (lost to Emmon Frey)","","House Tully","","Rivermen","appears"
"Edric-Dayne","Edric Dayne","","Lord of Starfall","Edric Dayne;Ned","House Dayne;Brotherhood without banners","","Dornishmen","mentioned"
"Edric-Storm","Edric Storm","","","","House Baratheon","","","mentioned"
"Edwyn-Frey","Edwyn Frey","","","","House Frey","","","appears"
"Eglantine","Eglantine","","Septa","","Faith of the Seven;House Baratheon of King's Landing","","","mentioned"
"Elaena-Targaryen","Elaena Targaryen","","Princess","","House Targaryen;House Plumm;House Penrose;House Manwoody","","Valyrian","mentioned"
"Elbert-Arryn","Elbert Arryn","","Ser","","House Arryn","","","mentioned"
"Elder-Brother","Elder Brother","","Elder Brother;Ser","","Faith of the Seven","","","appears"
"Eldon-Estermont","Eldon Estermont","","Ser;Lord of Greenstone;","","House Estermont","","Stormlands","mentioned"
"Eldred-Codd","Eldred Codd","","","","House Codd","","Ironborn","appears"
"Eleanor-Mooton","Eleanor Mooton","","","","House Mooton;House Tarly","","","mentioned"
"Eleyna-Westerling","Eleyna Westerling","","","","House Westerling","","","appears"
"Elia-Sand","Elia Sand","","","Elia Sand;El;Lady Lance;","House Martell","","Dornishmen","mentioned"
"Elia-Martell","Elia Martell","","Princess","Elia Martell;Elia of Dorne","House Martell;House Targaryen","","","mentioned"
"Elinor-Tyrell","Elinor Tyrell","","","","House Tyrell","","","appears"
"Ellaria-Sand","Ellaria Sand","","","Ellaria Sand;The serpent's whore","House Uller;House Martell","","Dornish","mentioned"
"Ellery-Vance","Ellery Vance","","Ser","","House Vance of Atranta","","","mentioned"
"Ellyn-Tarbeck","Ellyn Tarbeck","","Lady of Tarbeck Hall","","House Reyne;House Lannister;House Tarbeck","","","mentioned"
"Elmar-Frey","Elmar Frey","","","","House Frey","","","mentioned"
"Elron","Elron","","","","Night's Watch","","","mentioned"
"Elwood","Elwood","","","","House Tully","","","mentioned"
"Elwood-Meadows","Elwood Meadows","","Lord of Grassy Vale","","House Meadows;House Baratheon of Dragonstone","","Reach","mentioned"
"Elyana-Vypren","Elyana Vypren","","","","House Vypren;House Wylde","","","mentioned"
"Elyn-Norridge","Elyn Norridge","","","","House Norridge;House Tyrell","","","mentioned"
"Elys-Waynwood","Elys Waynwood","","Ser","","House Waynwood","","","mentioned"
"Emberlei-Frey","Emberlei Frey","","","","House Frey","","","mentioned"
"Emma","Emma","","","","","","","mentioned"
"Emmon-Frey","Emmon Frey","","Lord of Riverrun","Emmon Frey;Emm","House Frey of Riverrun;House Lannister","","","appears"
"Emmond","Emmond","","","","Drowned men","","Ironborn","appears"
"Emphyria-Vance","Emphyria Vance","","","","House Vance of Wayfarer's Rest","","","mentioned"
"Emrick","Emrick","","","","Night's Watch","","","mentioned"
"Eon-Hunter","Eon Hunter","","Lord of Longbow Hall","Eon Hunter;Old Lord Hunter","House Hunter","","","mentioned"
"Erena-Glover","Erena Glover","","","","House Glover","","Northmen","mentioned"
"Erik-Ironmaker","Erik Ironmaker","","Lord Steward of the Iron Islands;Castellan of Pyke","Erik Ironmaker;Erik the Just;Erik Anvil-Breaker","House Ironmaker;House Greyjoy","","Ironborn","appears"
"Ermesande-Hayford","Ermesande Hayford","","Lady of Hayford","","House Hayford;House Lannister","","","appears"
"Erren-Florent","Erren Florent","","Ser","","House Florent","","","mentioned"
"Errok","Errok","","","","","","Free Folk","mentioned"
"Erryk-Cargyll","Erryk Cargyll","","Ser","","House Cargyll;Kingsguard;Queensguard;Blacks","","","mentioned"
"Erryk-(guard)","Erryk (guard)","","","Erryk (guard);&quot;Left&quot; or &quot;Right&quot;","House Tyrell","","","appears"
"Euron-Greyjoy","Euron Greyjoy","Euron Greyjoy; the Third of His Name Since the Grey King","","Euron Greyjoy;Crow's Eye;Euron Crow's Eye;Iron King;King of the Isles and the North  King of Salt and Rock;Son of the Sea Wind;Lord Reaper of Pyke;Captain of the Silence","House Greyjoy","House Greyjoy","Ironborn","appears"
"Eustace-(Braavos)","Eustace (Braavos)","","Septon","","Faith of the Seven","","","mentioned"
"Eustace-Brune","Eustace Brune","","Lord of the Dyre Den","","House Brune of the Dyre Den","","","mentioned"
"Eustace-Hunter","Eustace Hunter","","Ser","","House Hunter","","","mentioned"
"Ezzelyno","Ezzelyno","","Red Priest","","R'hllor","","Braavosi","mentioned"
"Falia-Flowers","Falia Flowers","","","","House Hewett","","","appears"
"Falyse-Stokeworth","Falyse Stokeworth","","","","House Stokeworth;House Byrch","","","appears"
"Ferny","Ferny","","","","","","Free Folk","mentioned"
"Ferrego-Antaryon","Ferrego Antaryon","","Sealord of Braavos","","","","Braavosi","mentioned"
"Flement-Brax","Flement Brax","","Ser","","House Brax","","","appears"
"Forley-Prester","Forley Prester","","Ser","","House Prester","","","appears"
"Franklyn-Fowler","Franklyn Fowler","","Lord of Skyreach;Warden of the Prince's Pass","Franklyn Fowler;The Old Hawk","House Fowler","","Dornishmen","mentioned"
"Fralegg","Fralegg","","","Fralegg;Fralegg the Strong","","","Ironborn","mentioned"
"Frenken","Frenken","","Maester","","","","","mentioned"
"Frynne","Frynne","","","","","","","A Feast for Crows"
"Galbart-Glover","Galbart Glover","","Master of Deepwood Motte","","House Glover","","Northmen","mentioned"
"Galladon-of-Morne","Galladon of Morne","","Ser","Galladon of Morne;The Perfect Knight","","","","mentioned"
"Galladon-of-Tarth","Galladon of Tarth","","","","House Tarth","","","mentioned"
"Gallard","Gallard","","Archmaester","","","","","mentioned"
"Gareth-Clifton","Gareth Clifton","","Ser","","House Clifton","","","mentioned"
"Garin-(Orphans)","Garin (Orphans)","","","Garin (Orphans);Garin of the Orphans","","","Dornish; Orphans of the Greenblood","appears"
"Garin-(Prince)","Garin (Prince)","","Prince","Garin (Prince);Garin the Great","Rhoynar","","Rhoynar","mentioned"
"Garizon","Garizon","","Archmaester","","","","","mentioned"
"Garlan-Tyrell","Garlan Tyrell","","Ser;Lord of Brightwater Keep","Garlan Tyrell;Garlan the Gallant;Renly's ghost;Lord Renly's shade","House Tyrell of Brightwater Keep","","","appears"
"Garrett-Flowers","Garrett Flowers","","","","House Tyrell","","","mentioned"
"Garrett-Paege","Garrett Paege","","","","House Paege","","","appears"
"Garrison-Prester","Garrison Prester","","Lord of Feastfires","","House Prester","","","mentioned"
"Garse-Flowers","Garse Flowers","","","","House Tyrell","","","mentioned"
"Garse-Goodbrook","Garse Goodbrook","","Ser","","House Goodbrook","","","mentioned"
"Garth-of-Greenaway","Garth of Greenaway","","","","Night's Watch","","","mentioned"
"Garth-Greenfield","Garth Greenfield","","The Knight of Greenfield;Ser","","House Greenfield","","Westerman","mentioned"
"Garth-Greyfeather","Garth Greyfeather","","","","Night's Watch","","","mentioned"
"Garth-Hightower","Garth Hightower","","Ser","Garth Hightower;Garth Greysteel","House Hightower","","","mentioned"
"Garth-Tyrell","Garth Tyrell","","Lord Seneschal","Garth Tyrell;Garth the Gross","House Tyrell","","","mentioned"
"Gascoyne","Gascoyne","","Ser","Gascoyne;Gascoyne of the Greenblood","House Martell","","","mentioned"
"Gawen-Glover","Gawen Glover","","","","House Glover","","Northmen","mentioned"
"Gawen-Westerling","Gawen Westerling","","Lord of the Crag","","House Westerling","","Westermen","appears"
"Gendry","Gendry","","Ser","Gendry;The Bull;Ser Gendry of the hollow hill","brotherhood without banners","","","appears"
"Genna-Lannister","Genna Lannister","","Lady","","House Lannister House Frey of Riverrun","","","appears"
"Gerald-Gower","Gerald Gower","","Ser","","House Gower;King's men","","","mentioned"
"Gerion-Lannister","Gerion Lannister","","","Gerion Lannister;Gery","House Lannister","","","mentioned"
"Gerold-Dayne","Gerold Dayne","","Ser;Knight of High Hermitage;","Gerold Dayne;Darkstar","House Dayne of High Hermitage","","Dorne","appears"
"Gerold-Grafton","Gerold Grafton","","Lord of Gulltown","","House Grafton","","","mentioned"
"Ghost-of-High-Heart","Ghost of High Heart","","","Ghost of High Heart;The woods witch","","","","mentioned"
"Gilbert-Farring","Gilbert Farring","","Ser","","House Farring","","","mentioned"
"Gillam","Gillam","","Brother","","","","","appears"
"Gilly","Gilly","","","Gilly;the rabbit keeper ;","","","Free Folk","appears"
"Gilwood-Hunter","Gilwood Hunter","","Ser;Lord of Longbow Hall","Gilwood Hunter;Young Lord Hunter","House Hunter","","","mentioned"
"Glendon-Hewett","Glendon Hewett","","Ser","","House Hewett;Night's Watch","","","mentioned"
"Goady","Goady","","","","Night's Watch","","","mentioned"
"Godric-Borrell","Godric Borrell","","Lord of Sweetsister;Shield of Sisterton;Master of Breakwater Castle;Keeper of the Night Lamp","","House Borrell","","Sistermen","mentioned"
"Godry-Farring","Godry Farring","","Ser","Godry Farring;Godry the Giantslayer","House Farring;House Baratheon of Dragonstone;Queen's men","","","mentioned"
"Goodwin","Goodwin","","Ser;Master-at-arms at Evenfall Hall","","House Tarth","","","mentioned"
"Gorghan-of-Old-Ghis","Gorghan of Old Ghis","","","","","","Ghis","mentioned"
"Gormon-Tyrell","Gormon Tyrell","","Maester","Gormon Tyrell;Maester Gormon","The Citadel","","","mentioned"
"Gormond-Drumm","Gormond Drumm","","","Gormond Drumm;Gormond the Oldfather","House Drumm","","Ironborn","mentioned"
"Gormond-Goodbrother","Gormond Goodbrother","","","","House Goodbrother","","Ironborn","appears"
"Gorold-Goodbrother","Gorold Goodbrother","","Lord of Hammerhorn","","House Goodbrother","","Ironborn","appears"
"Gran-Goodbrother","Gran Goodbrother","","","","House Goodbrother","","Ironborn","appears"
"Grazdan-mo-Eraz","Grazdan mo Eraz","","","","Wise Masters;House of Eraz","","Ghiscari","mentioned"
"Greenbeard","Greenbeard","","","Greenbeard;Greenbeard","Brotherhood without banners","","Tyroshi","mentioned"
"Gregor-Clegane","Gregor Clegane","","Ser;Knight of Clegane's Keep","Gregor Clegane;The Mountain That Rides;The Mountain;The Great Dog;The Enormity That Rides","House Clegane;House Lannister","","","mentioned"
"Grenn","Grenn","","","Grenn;Aurochs","Night's Watch","","Westeros","appears"
"Gretchel","Gretchel","","","","House Arryn","","","mentioned"
"Grey-Worm","Grey Worm","","","","The Unsullied;House Targaryen","","","mentioned"
"Greydon-Goodbrother","Greydon Goodbrother","","","","House Goodbrother","","Ironborn","appears"
"Griffin-King","Griffin King","","","Griffin King;last of the Mountain Kings","","","First Men","mentioned"
"Grigg","Grigg","","","Grigg;Grigg the Goat","","","Free Folk","mentioned"
"Groleo","Groleo","","Captain;Lord Admiral;","","House Targaryen","","Pentoshi","mentioned"
"Grubbs","Grubbs","","","","Night's Watch","","","mentioned"
"Gueren","Gueren","","","","Night's Watch","","","mentioned"
"Gulian","Gulian","","Maester","","","","","mentioned"
"Gulian-Qorgyle","Gulian Qorgyle","","Ser","","House Qorgyle","","","mentioned"
"Gunthor-Hightower","Gunthor Hightower","","Ser","","House Hightower","","","mentioned"
"Guthor-Grimm","Guthor Grimm","","Lord of Greyshield","","House Grimm","","","mentioned"
"Guyne","Guyne","","Archmaester","","","","","mentioned"
"Gwayne-Corbray","Gwayne Corbray","","Ser","","House Corbray;Kingsguard","","","mentioned"
"Gwin-Goodbrother","Gwin Goodbrother","","","","House Goodbrother","","Ironborn","appears"
"Gwynesse-Harlaw","Gwynesse Harlaw","","","","House Harlaw","","Ironborn","mentioned"
"Gylbert-Farwynd","Gylbert Farwynd","","Lord of the Lonely Light","","House Farwynd of the Lonely Light","","Ironborn","appears"
"Gyleno-Dothare","Gyleno Dothare","","","","","","Braavosi","mentioned"
"Gyles","Gyles","","Ser","Gyles;Gyles Greycloak","Kingsguard","","","mentioned"
"Gyles-Farwynd","Gyles Farwynd","","","","House Farwynd of the Lonely Light","","Ironborn","appears"
"Gyles-Grafton","Gyles Grafton","","","","House Grafton","","","appears"
"Gyles-Rosby","Gyles Rosby","","Lord of Rosby;Lord Treasurer;Master of Coin","Gyles Rosby;The Cougher","House Rosby","","","appears"
"Gyloro-Dothare","Gyloro Dothare","","","","","","Braavosi","mentioned"
"Gysella-Goodbrother","Gysella Goodbrother","","","","House Goodbrother","","Ironborn","appears"
"Hairy-Hal","Hairy Hal","","","","Night's Watch","","","appears"
"Halder","Halder","","","Halder;Stone Head ; ;","Night's Watch","","","mentioned"
"Hallis-Mollen","Hallis Mollen","","Captain of the guards for Winterfell","Hallis Mollen;Hal","House Mollen;House Stark","","Northmen","mentioned"
"Hallyne","Hallyne","","Lord;Wisdom","Hallyne;Hallyne the Pryomancer","Alchemists' Guild","","","appears"
"Halmon-Paege","Halmon Paege","","Ser","","House Paege","","","mentioned"
"Halys-Hornwood","Halys Hornwood","","Lord of the Hornwood;","","House Hornwood","","Northmen","mentioned"
"Hamish-the-Harper","Hamish the Harper","","","Hamish the Harper;Hamish the Harper","","","","mentioned"
"Hareth-(Mole's-Town)","Hareth (Mole's Town)","","","Hareth (Mole's Town);Horse","Night's Watch","","","mentioned"
"Harlan-Hunter","Harlan Hunter","","Ser","","House Hunter","","","mentioned"
"Harlon-Botley","Harlon Botley","","","","House Botley","","Ironborn","mentioned"
"Harlon-Greyjoy","Harlon Greyjoy","","","","House Greyjoy","","Ironborn","mentioned"
"Harmen-Uller","Harmen Uller","","Lord of Hellholt","","House Uller","","","mentioned"
"Harmund-Sharp","Harmund Sharp","","","","House Sharp","","Ironborn","appears"
"Harmune","Harmune","","Maester","","Night's Watch","","","mentioned"
"Harodon","Harodon","","Archmaester","","","","","mentioned"
"Harrag-Hoare","Harrag Hoare","","","Harrag Hoare;High King of the Iron Isles","House Hoare","House Hoare","Ironborn","mentioned"
"Harras-Harlaw","Harras Harlaw","","Ser;Master of Grey Garden;Lord of Greyshield","Harras Harlaw;The Knight of Grey Garden","House Harlaw of Grey Garden","","Ironborn","appears"
"Harren-Botley","Harren Botley","","","","House Botley","","Ironborn","mentioned"
"Harren-Half-Hoare","Harren Half-Hoare","","","","","","Ironborn","mentioned"
"Harren-Hoare","Harren Hoare","Harren Hoare","","Harren Hoare;Harren the Black;Black Harren;King of the Isles and the Rivers","House Hoare","House Hoare","Ironborn","mentioned"
"Harrion-Karstark","Harrion Karstark","","Lord of Karhold","Harrion Karstark;Harry","House Karstark","","Northmen","mentioned"
"Harrold-Hardyng","Harrold Hardyng","","Ser","Harrold Hardyng;Harry the Heir;The Young Falcon;Harry the Arse;","House Hardyng;House Arryn","","Valemen","mentioned"
"Harry-Sawyer","Harry Sawyer","","Ser","","House Sawyer","","","mentioned"
"Harwin","Harwin","","","","House Stark;Brotherhood without banners","","Northmen","appears"
"Harwood-Fell","Harwood Fell","","Lord of Felwood","","House Fell;Queen's men","","","mentioned"
"Harwood-Stout","Harwood Stout","","Lord of Goldgrass","","House Stout;House Dustin","","Northmen","mentioned"
"Harwyn-Plumm","Harwyn Plumm","","Ser","Harwyn Plumm;Hardstone","House Plumm","","","mentioned"
"Harys-Haigh","Harys Haigh","","Ser","","House Haigh;House Frey","","","mentioned"
"Harys-Swyft","Harys Swyft","","Knight of Cornfield;Ser;Hand of the King;Master of coin;Lord treasurer","","House Swyft","","","appears"
"Helliweg","Helliweg","","Maester","","","","","mentioned"
"Helly","Helly","","","","","","","mentioned"
"Helman-Tallhart","Helman Tallhart","","Ser;Master of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
"Helya","Helya","","","","House Greyjoy","","","mentioned"
"Henk","Henk","","","Henk;Henk the Helm","","","Free Folk","mentioned"
"Herbert-Bolling","Herbert Bolling","","Ser","","House Bolling","","","mentioned"
"Hibald","Hibald","","","","","","","mentioned"
"High-Septon-(Aegons_Conquest)","High Septon (Aegons_Conquest)","","High Septon;His High Holiness","","Faith of the Seven","","","mentioned"
"High-Septon-(fat_one)","High Septon (fat_one)","","High Septon;His High Holiness","High Septon (fat_one);The fat one","Faith of the Seven","","","mentioned"
"High-Septon-(Tyrions)","High Septon (Tyrions)","","High Septon;His High Holiness","High Septon (Tyrions);The one after the Fat One","Faith of the Seven","","","appears"
"High-Sparrow","High Sparrow","","High Septon;His High Holiness;Father of the Faithful;Voice of the Seven on Earth","High Sparrow;The High Sparrow","Faith of the Seven;Sparrows;Faith Militant","","","appears"
"Hilmar-Drumm","Hilmar Drumm","","","Hilmar Drumm;Hilmar the Cunning","House Drumm","","Ironborn","mentioned"
"Hobb","Hobb","","","Hobb;Three-Finger Hobb","Night's Watch","","","mentioned"
"Hobber-Redwyne","Hobber Redwyne","","Ser","Hobber Redwyne;Slobber","House Redwyne","","Reach","appears"
"Hodor","Hodor","","","Hodor;Hodor","House Stark","","Northmen","mentioned"
"Hoke","Hoke","","","Hoke;Hoke the Horseleg","House Lannister","","","mentioned"
"Hop-Robin","Hop-Robin","","","","Night's Watch","","","mentioned"
"Horas-Redwyne","Horas Redwyne","","Ser","Horas Redwyne;Horror","House Redwyne","","Reach","appears"
"Horton-Redfort","Horton Redfort","","Lord of Redfort","","House Redfort;Lords Declarant","","Valemen","appears"
"Hosman-Norcross","Hosman Norcross","","Ser","","House Norcross","","","mentioned"
"Hosteen-Frey","Hosteen Frey","","Ser","Hosteen Frey;Ser Stupid","House Frey","","","mentioned"
"Hoster-Frey","Hoster Frey","","","","House Frey","","","mentioned"
"Hoster-Tully","Hoster Tully","","Lord Paramount of the Trident;Lord of Riverrun","","House Tully","","Rivermen","mentioned"
"Hot-Pie","Hot Pie","","","","","","","mentioned"
"Hother-Umber","Hother Umber","","Castellan of Last Hearth","Hother Umber;Hother Whoresbane;Whoresbane Umber","House Umber","","Northmen","mentioned"
"Hotho-Harlaw","Hotho Harlaw","","Master of the Tower of Glimmering","Hotho Harlaw;Hotho Humpback","House Harlaw of the Tower of Glimmering","","Ironborn","mentioned"
"Howland-Reed","Howland Reed","","Lord of Greywater Watch","","House Reed","","Crannogmen","mentioned"
"Hugh-Beesbury","Hugh Beesbury","","Ser","","House Beesbury","","","mentioned"
"Hugo-Vance","Hugo Vance","","Ser","","House Vance of Atranta","","","appears"
"Hugo-Wull","Hugo Wull","","Big Bucket;The Wull","","House Wull","","Northern mountain clans","mentioned"
"Humfrey-Hewett","Humfrey Hewett","","Lord of Oakenshield","","House Hewett","","","appears"
"Humfrey-Swyft","Humfrey Swyft","","Ser","","House Swyft","","","appears"
"Humfrey-Wagstaff","Humfrey Wagstaff","","Ser;Castellan of Grandview","","House Wagstaff;House Grandison","","","mentioned"
"Husband","Husband","","","","","","","mentioned"
"Hyle-Hunt","Hyle Hunt","","Ser","","House Hunt","","","appears"
"Igon-Vyrwel","Igon Vyrwel","","","","House Vyrwel;House Tyrell","","","mentioned"
"Illifer","Illifer","","Ser","Illifer;Illifer the Penniless","","","","mentioned"
"Illyrio-Mopatis","Illyrio Mopatis","","Magister of Pentos","Illyrio Mopatis;The Cheesemonger;The Fat Man;The Lord of Cheese","House Targaryen","","Pentoshi","mentioned"
"Ilyn-Payne","Ilyn Payne","","Ser King's Justice","","House Payne","","Westeros","appears"
"Imry-Florent","Imry Florent","","Ser;Lord High Captain","Imry Florent;The Fool of Florent","House Florent","","","mentioned"
"Iron-Emmett","Iron Emmett","","","Iron Emmett;Iron Emmett","Night's Watch","","","mentioned"
"Irri","Irri","","","","House Targaryen","","Dothraki","mentioned"
"Jacelyn-Bywater","Jacelyn Bywater","","Ser;Captain of the Mud Gate;Commander of the City Watch;Lord","Jacelyn Bywater;Ironhand","House Bywater;City Watch of King's Landing","","","mentioned"
"Jack-Be-Lucky","Jack-Be-Lucky","","","Jack-Be-Lucky;Jack-Be-Lucky","Brotherhood without banners","","","appears"
"Jacks","Jacks","","","","House Stark","","northmen","mentioned"
"Jaehaerys-I-Targaryen","Jaehaerys I Targaryen","Jaehaerys Targaryen the First of His Name","","Jaehaerys I Targaryen;The Conciliator;The Wise;The Old King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Jaime-Frey","Jaime Frey","","","","House Frey","","","mentioned"
"Jaime-Lannister","Jaime Lannister","","Ser;Lord Commander of the Kingsguard;Warden of the East (formerly)","Jaime Lannister;The Kingslayer;The Lion of Lannister;The Young Lion;Cripple","House Lannister;Kingsguard","","Westerlands","POV"
"Jalabhar-Xho","Jalabhar Xho","","Prince of the Red Flower Vale","","Summer Islands","","Summer Islands","appears"
"Jammos-Frey","Jammos Frey","","Ser","","House Frey","","","mentioned"
"Janei-Lannister","Janei Lannister","","","","House Lannister","","","mentioned"
"Janna-Tyrell","Janna Tyrell","","","","House Tyrell;House Fossoway of New Barrel","","","appears"
"Janos-Slynt","Janos Slynt","","Commander of the City Watch Lord of Harrenhal","","Night's Watch;House Slynt;City Watch of King's Landing","","","mentioned"
"Jaqen-H'ghar","Jaqen H'ghar","","","Jaqen H'ghar;Lorath","Faceless Men","","","appears"
"Jared-Frey","Jared Frey","","Ser","","House Frey","","","mentioned"
"Jarl","Jarl","","","","","","Free Folk","mentioned"
"Jason-Mallister","Jason Mallister","","Lord of Seagard","","House Mallister","","Riverlands","mentioned"
"Jasper-Arryn","Jasper Arryn","","Lord of the Eyrie Defender of the Vale;Warden of the East","","House Arryn","","","mentioned"
"Jasper-Redfort","Jasper Redfort","","Ser","","House Redfort","","Valemen","mentioned"
"Jasper-Waynwood","Jasper Waynwood","","","","House Waynwood","","","mentioned"
"Jate","Jate","","","","","","","mentioned"
"Jeffory-Norcross","Jeffory Norcross","","Ser","Jeffory Norcross;Neveryield","House Norcross;Kingsguard","","","mentioned"
"Jenny-(Oldstones)","Jenny (Oldstones)","","","","","","","mentioned"
"Jeor-Mormont","Jeor Mormont","","Lord of Bear Island (formerly)Lord Commander of the Night's Watch","Jeor Mormont;The Old Bear","House Mormont;Night's Watch","","Northmen","mentioned"
"Jeren","Jeren","","","","Night's Watch","","","mentioned"
"Jeyne-Beesbury","Jeyne Beesbury","","","","House Beesbury;House Frey","","","mentioned"
"Jeyne-Darry","Jeyne Darry","","","","House Darry;House Frey","","Westeros","mentioned"
"Jeyne-Goodbrook","Jeyne Goodbrook","","","","House Goodbrook","","","mentioned"
"Jeyne-Heddle","Jeyne Heddle","","","Jeyne Heddle;Long Jeyne","Brotherhood Without Banners","","","appears"
"Jeyne-Lydden","Jeyne Lydden","","","","House Lydden","","","mentioned"
"Jeyne-Poole","Jeyne Poole","","","Jeyne Poole;Arya Stark","House Poole","","Northmen","mentioned"
"Jeyne-Rivers","Jeyne Rivers","","","","House Frey","","","mentioned"
"Jhaqo","Jhaqo","","Khal;Ko (formerly)","","","","Dothraki","mentioned"
"Jhiqui","Jhiqui","","","","House Targaryen","","Dothraki","mentioned"
"Jhogo","Jhogo","","Ko;Bloodrider","","House Targaryen","","Dothraki","mentioned"
"Joanna-Lannister","Joanna Lannister","","Lady of Casterly Rock","","House Lannister","","Westerman","mentioned"
"Joanna-Swyft","Joanna Swyft","","","","House Swyft","","","mentioned"
