"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Loras-Tyrell","Loras Tyrell","","Ser;Lord Commander of the Rainbow Guard","Loras Tyrell;The Knight of Flowers;Knight o_��__ Pansies;Ser Daisy","House Tyrell;Rainbow Guard;Kingsguard","","Reach","appears"
"Lord-Serrett","Lord Serrett","","Lord","","House Serrett","","","appears"
"Loren-Lannister","Loren Lannister","King Loren I Lannister","","Loren Lannister;Loren the Last;King of the Rock (former)Lord of Casterly Rock;Warden of the West;Lord of the Westerlands","House Lannister","House Lannister","","mentioned"
"Lothar-Frey","Lothar Frey","","Steward of the Twins","Lothar Frey;Lame Lothar","House Frey","","Rivermen","appears"
"Lothar-Mallery","Lothar Mallery","","Lord","","House Mallery","","","mentioned"
"Lothor-Brune","Lothor Brune","","Ser","Lothor Brune;Lothor Apple-Eater","House Brune of Brownhollow;House Baelish of Harrenhal","","","appears"
"Luwin","Luwin","","","","House Stark","","Westeros","appears"
"Lyanna-Stark","Lyanna Stark","","","Lyanna Stark;The She-Wolf;The Wolf Maid;Lya","House Stark","","Northmen","mentioned"
"Lyman-Darry","Lyman Darry","","Lord of Darry","","House Darry","","","appears"
"Lyn-Corbray","Lyn Corbray","","Ser","","House Corbray;Lords Declarant","","","appears"
"Lysa-Arryn","Lysa Arryn","","Lady of the Vale","Lysa Arryn;Lysa Tully","House Tully;House Arryn;House Baelish","","","appears"
"Mace-Tyrell","Mace Tyrell","","Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South;Hand of the King;Master of ships (formerly)","Mace Tyrell;Lord Oaf;The Fat Flower;Lord Puff Fish","House Tyrell","","","mentioned"
"Maege-Mormont","Maege Mormont","","Lady of Bear Island","Maege Mormont;The She-Bear","House Mormont","","Northmen","appears"
"Maegor-I-Targaryen","Maegor I Targaryen","Maegor Targaryen the First of His Name","","Maegor I Targaryen;Maegor the Cruel;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Hand of the King;Ser","House Targaryen","House Targaryen","","mentioned"
"Maekar-I-Targaryen","Maekar I Targaryen","","","","","","","mentioned"
"Mago","Mago","","Bloodrider of Khal Jhaqo","","","","Dothraki","appears"
"Malleon","Malleon","","Grand Maester","","","","","mentioned"
"Mallor","Mallor","","","Mallor;Mallor the Dornishman","House Lannister","","","mentioned"
"Mance-Rayder","Mance Rayder","","","Mance Rayder;The Mance;Abel;The Unburnt King;King-Beyond-the-Wall","","","Free folk","mentioned"
"Mandon-Moore","Mandon Moore","","Ser","","House Moore;Kingsguard","","Valemen","appears"
"Margaery-Tyrell","Margaery Tyrell","","Queen of the Seven Kingdoms","Margaery Tyrell;The Little Queen;The Little Rose;Maid Margaery","House Tyrell","","Reach","mentioned"
"Marillion","Marillion","","","","","","","appears"
"Mark-Ryswell","Mark Ryswell","","Ser","","House Ryswell","","Northmen","mentioned"
"Maron-Greyjoy","Maron Greyjoy","","","","House Greyjoy","","Ironborn","mentioned"
"Marq-Piper","Marq Piper","","Ser","","House Piper","","Rivermen","appears"
"Martyn-Cassel","Martyn Cassel","","","","House Cassel","","Northmen","mentioned"
"Martyn-Rivers","Martyn Rivers","","","","House Frey","","","appears"
"Marwyn","Marwyn","","Archmaester","Marwyn;Marwyn the Mage;The Mage;The mastiff","","","","mentioned"
"Masha-Heddle","Masha Heddle","","","","","","","appears"
"Mathis-Rowan","Mathis Rowan","","Lord of Goldengrove","","House Rowan","","Reach","mentioned"
"Matthar","Matthar","","","Matthar;Ser Loon;","Night's Watch","","","appears"
"Medger-Cerwyn","Medger Cerwyn","","Lord of Cerwyn","","House Cerwyn","","Northmen","appears"
"Mern-Gardener","Mern Gardener","Mern of House Gardener; the Ninth of His Name","","Mern Gardener;King of the Reach;Lord of Highgarden","House Gardener","House Gardener","","mentioned"
"Merrett-Frey","Merrett Frey","","","Merrett Frey;Merrett Muttonhead","House Frey","","Riverlands","appears"
"Meryn-Trant","Meryn Trant","","Ser","","House Trant;Kingsguard","","","appears"
"Mikken","Mikken","","","","House Stark","","Northmen","appears"
"Mina-Tyrell","Mina Tyrell","","","","House Tyrell;House Redwyne","","","mentioned"
"Minisa-Whent","Minisa Whent","","Lady of Riverrun","Minisa Whent;Minisa Tully","House Whent;House Tully","","Rivermen","mentioned"
"Mirri-Maz-Duur","Mirri Maz Duur","","Godswife;Maegi","","","","Lhazareen","appears"
"Mohor","Mohor","","","","House Bracken","","","appears"
"Moon-Boy","Moon Boy","","","","House Baratheon of King's Landing","","","appears"
"Mord","Mord","","","","House Arryn","","","appears"
"Mordane","Mordane","","Septa","","House Stark","","","appears"
"Moreo-Tumitis","Moreo Tumitis","","","","","","","appears"
"Morgil","Morgil","","Ser","","House Hastwyck;House Targaryen","","","mentioned"
"Moro","Moro","","Khal","","","","Dothraki","appears"
"Morrec","Morrec","","","","House Lannister","","","appears"
"Mors-Martell","Mors Martell","","Lord of the Sandship;Prince of Dorne","","House Martell","","Dornish","mentioned"
"Morton-Waynwood","Morton Waynwood","","Ser","","House Waynwood","","","appears"
"Moryn-Tyrell","Moryn Tyrell","","Ser  Lord Commander of the City Watch of Oldtown","","House Tyrell","","","mentioned"
"Mya-Stone","Mya Stone","","","","House Royce of the Gates of the Moon","","","appears"
"Mycah","Mycah","","","","","","Westeros","appears"
"Mychel-Redfort","Mychel Redfort","","Ser","","House Redfort","","Valemen","mentioned"
"Myrcella-Baratheon","Myrcella Baratheon","","Princess","","House Baratheon of King's Landing","","","appears"
"Myriah-Martell","Myriah Martell","","Princess","Myriah Martell;Myriah Martell","House Martell;House Targaryen","","Dornish","mentioned"
"Naerys-Targaryen","Naerys Targaryen","","Princess;Queen","","House Targaryen","","Valyrian","mentioned"
"Nan","Nan","","","","House Stark","","","appears"
"Nestor-Royce","Nestor Royce","","Keeper of the Gates of the Moon;High Steward of the Vale","","House Royce of the Gates of the Moon","","","appears"
"Nymeria","Nymeria","","Princess;Queen","Nymeria;Nymeria of the Rhoyne","House Martell","","Rhoynar","mentioned"
"Oberyn-Martell","Oberyn Martell","","Prince;Ser","Oberyn Martell;The Red Viper","House Martell;Second Sons (formerly)","","Dornishmen","mentioned"
"Ogo","Ogo","","Khal","","","","Dothraki","appears"
"Olenna-Redwyne","Olenna Redwyne","","Dowager Lady of Highgarden","Olenna Redwyne;Olenna Redwyne;Queen of Thorns","House Redwyne;House Tyrell","","","mentioned"
"Olyvar-Frey","Olyvar Frey","","","","House Frey","","","appears"
"Orys-Baratheon","Orys Baratheon","","Lord of Storm's End;Lord Paramount of the Stormlands;Hand of the King","Orys Baratheon;Orys One-Hand","House Baratheon;House Targaryen","","","mentioned"
"Osha","Osha","","","","House Stark","","Free folk","appears"
"Oswell-Whent","Oswell Whent","","Ser","","House Whent;Kingsguard","","Rivermen","mentioned"
"Othell-Yarwyck","Othell Yarwyck","","First Builder","","House Yarwyck;Night's Watch","","","appears"
"Othor","Othor","","","","Night's Watch","","","appears"
"Pate-(Night's-Watch)","Pate (Night's Watch)","","","Pate (Night's Watch);Spotted Pate","Night's Watch","","","mentioned"
"Patrek-Mallister","Patrek Mallister","","","","House Mallister","","","appears"
"Paxter-Redwyne","Paxter Redwyne","","Lord of the Arbor;Grand admiral;Lord admiral;Master of ships","","House Redwyne","","","mentioned"
"Perwyn-Frey","Perwyn Frey","","Ser","","House Frey","","","appears"
"Petyr-Baelish","Petyr Baelish","","Master of coin (formerly)Lord Paramount of the Trident;Lord of Harrenhal;Lord Protector of the Vale","Petyr Baelish;Littlefinger","House Baelish of the Fingers;House Baelish of Harrenhal","","Valemen","appears"
"Podrick-Payne","Podrick Payne","","","Podrick Payne;Pod","House Payne","","","appears"
"Pono","Pono","","Khal;Ko (formerly)","","","","Dothraki","appears"
"Porther","Porther","","","","House Stark","","northmen","appears"
"Preston-Greenfield","Preston Greenfield","","Ser","","House Greenfield;Kingsguard","","Westermen","appears"
"Pycelle","Pycelle","","Grand Maester","","Maesters of the Citadel (by oath)House Lannister (de facto)","","","appears"
"Pypar","Pypar","","","Pypar;Pyp;Monkey;Mummer's Monkey;","Night's Watch","","","appears"
"Qhorin-Halfhand","Qhorin Halfhand","","","Qhorin Halfhand;Qhorin Halfhand","Night's Watch","","","mentioned"
"Qos","Qos","","Captain of the Wind Witch","","","","","mentioned"
"Qotho","Qotho","","Bloodrider of Khal Drogo","","","","Dothraki","appears"
"Quaro","Quaro","","","","","","Dothraki","appears"
"Quent","Quent","","","","House Stark","","northmen","appears"
"Quenten-Banefort","Quenten Banefort","","Lord of Banefort","","House Banefort","","","mentioned"
"Quentyn-Martell","Quentyn Martell","","Prince;Ser","Quentyn Martell;Frog;Prince Frog;;The Prince Who Came Too Late;The Dragonrider;","House Martell;Windblown","","Dornishmen","mentioned"
"Rainbow-Knight","Rainbow Knight","","","Rainbow Knight;Rainbow Knight","","","","mentioned"
"Rakharo","Rakharo","","Ko;Bloodrider of Daenerys Targaryen","","House Targaryen","","Dothraki","appears"
"Randyll-Tarly","Randyll Tarly","","Lord of Horn Hill;Justiciar;Master of laws","","House Tarly","","","mentioned"
"Rast","Rast","","","Rast;Rat","Night's Watch","","","appears"
"Raymun-Darry","Raymun Darry","","Lord of Darry","","House Darry","","","appears"
"Regenard-Estren","Regenard Estren","","Lord of Wyndhall","","House Estren","","","mentioned"
"Renly-Baratheon","Renly Baratheon","","Lord Paramount of the Stormlands;Lord of Storm's End;Master of laws;Lord of the Seven Kingdoms (claimant)","Renly Baratheon;The King in Highgarden;The King in the South","House Baratheon","","Stormlands","appears"
"Rhaegar-Targaryen","Rhaegar Targaryen","","Prince of Dragonstone;Ser","Rhaegar Targaryen;Silver Prince;The Dragon Prince;The Last Dragon","House Targaryen","","Valyrian","mentioned"
"Rhaego","Rhaego","","","Rhaego;The stallion who mounts the world","House Targaryen","","","mentioned"
"Rhaella-Targaryen","Rhaella Targaryen","","Princess;Queen;Dowager Queen","","House Targaryen","","Valyrian","mentioned"
"Rhaenys-Targaryen","Rhaenys Targaryen","","Queen","","House Targaryen","","Valyrian","mentioned"
"Rhaenys-Targaryen-(daughter-of-Rhaegar)","Rhaenys Targaryen (daughter of Rhaegar)","","Princess","","House Targaryen","","","mentioned"
"Rhogoro","Rhogoro","","Khalakka","","","","Dothraki","appears"
"Rickard-Karstark","Rickard Karstark","","Lord of Karhold","","House Karstark","","Northmen","appears"
"Rickard-Stark-(King)","Rickard Stark (King)","Rickard Stark","","Rickard Stark (King);The Laughing Wolf;King in the North","House Stark","House Stark","Northmen","mentioned"
"Rickard-Stark","Rickard Stark","","Lord of Winterfell;Warden of the North","","House Stark","","Northmen","mentioned"
"Rickon-Stark","Rickon Stark","","Prince of Winterfell;Heir to Winterfell","","House Stark","","Northmen","appears"
"Robar-Royce","Robar Royce","","Ser","Robar Royce;Robar the Red","House Royce;Rainbow Guard","","Valemen","appears"
"Robb-Stark","Robb Stark","Robb Stark","","Robb Stark;The Young Wolf;The King Who Lost the North;Robb the Lord;The Boy Wolf;King in the North;King of the Trident Lord of Winterfell","House Stark","House Stark","","appears"
"Robert-Arryn","Robert Arryn","","Lord of the Eyrie;Defender of the Vale;Warden of the East","Robert Arryn;Sweetrobin;True Warden of the East","House Arryn","","Valemen","appears"
"Robert-Baratheon","Robert Baratheon","Robert Baratheon the First of His Name","","Robert Baratheon;The Usurper;Demon of the Trident;The Whoremonger King;King of the Andals; the Rhoynar; and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Lord Paramount of the Stormlands (granted to Renly)Lord of Storm's End (granted to Renly)Ser;","House Baratheon of King's Landing","House Baratheon of King's Landing","","appears"
"Robett-Glover","Robett Glover","","","","House Glover","","Northmen","appears"
"Robin-Flint","Robin Flint","","Lord of Flint's Finger","","House Flint of Widow's Watch;House Flint of Flint's Finger;;","","","appears"
"Robin-Ryger","Robin Ryger","","Ser;Captain of the guards at Riverrun","","House Ryger;House Tully;Night's Watch","","","appears"
"Rodrik-Cassel","Rodrik Cassel","","Ser;Master-at-arms of Winterfell;Castellan of Winterfell","Rodrik Cassel;Old Ser Rodrik","House Cassel;House Stark","","Northmen","appears"
"Rodrik-Greyjoy","Rodrik Greyjoy","","","","House Greyjoy","","Ironborn","mentioned"
"Rodrik-Stark","Rodrik Stark","","King in the North","","House Stark","","Northmen","mentioned"
"Ronel-Rivers","Ronel Rivers","","","","House Frey","","","mentioned"
"Roose-Bolton","Roose Bolton","","Lord of the Dreadfort;Warden of the North","Roose Bolton;The Leech Lord","House Bolton","","Northmen","appears"
"Rudge","Rudge","","","","Night's Watch","","","appears"
"Rugen","Rugen","","Undergaoler","","","","","appears"
"Ryam-Redwyne","Ryam Redwyne","","Ser;Lord Commander of the Kingsguard;Hand of the King","","House Redwyne;Kingsguard","","Reachmen","mentioned"
"Ryger-Rivers","Ryger Rivers","","","","House Frey","","","appears"
"Samwell-Tarly","Samwell Tarly","","","Samwell Tarly;Sam Ser Piggy; Lord of Ham; Lady Piggy ; Sam the Slayer Black Sam","Night's Watch","","Westeros","appears"
"Sandor-Clegane","Sandor Clegane","","","Sandor Clegane;The Hound;Dog","House Clegane;House Lannister (formerly)Kingsguard (formerly)","","","appears"
"Sansa-Stark","Sansa Stark","","Princess","Sansa Stark;Little bird;Alayne Stone;Jonquil","House Stark;House Baelish of Harrenhal (as Alayne)","","Northmen","POV"
"Selyse-Florent","Selyse Florent","","Lady;Queen","Selyse Florent;Light of the North","House Florent;House Baratheon of Dragonstone","","","mentioned"
"Serwyn-of-the-Mirror-Shield","Serwyn of the Mirror Shield","","Ser (in songs and tales)","Serwyn of the Mirror Shield;Serwyn of the Mirror Shield","Kingsguard (in songs and tales)","","","mentioned"
"Shae","Shae","","","","","","","appears"
"Shagga","Shagga","","","","Stone Crows","","Vale mountain clans","appears"
"Shella","Shella","","","","","","","mentioned"
"Shella-Whent","Shella Whent","","Lady of Harrenhal","","House Whent","","Rivermen","mentioned"
"Shireen-Baratheon","Shireen Baratheon","","Princess","","House Baratheon of Dragonstone","","","mentioned"
"Simon-Toyne","Simon Toyne","","","","House Toyne;Kingswood Brotherhood","","","mentioned"
"Stannis-Baratheon","Stannis Baratheon","Stannis Baratheon the First of His Name","","Stannis Baratheon;The King in the Narrow Sea;The King of the Painted Table;The King of Dragonstone;The King at the Wall;Azor Ahai reborn/come again;;;Master of ships (formerly)Lord of Dragonstone;Lord of Storm's End;Lord Paramount of the Stormlands;King of Westeros","House Baratheon of Dragonstone","House Baratheon of Dragonstone","","mentioned"
"Stevron-Frey","Stevron Frey","","Ser","","House Frey","","","appears"
"Stiv","Stiv","","","","deserter from the Night's Watch","","Wildlings","appears"
"Symeon-Star-Eyes","Symeon Star-Eyes","","","","","","","mentioned"
"Syrio-Forel","Syrio Forel","","First Sword to the Sealord of Braavos Water Dancer","","House Stark","","Braavosi","appears"
"Tanda-Stokeworth","Tanda Stokeworth","","Lady of Stokeworth","","House Stokeworth","","","mentioned"
"Theo-Frey","Theo Frey","","Ser","","House Frey","","","mentioned"
"Theo-Wull","Theo Wull","","","Theo Wull;Buckets","House Wull","","Northern mountain clans","mentioned"
"Theon-Greyjoy","Theon Greyjoy","","Prince of Winterfell;Captain of Sea Bitch;Lord of the Iron Islands (by law of the green lands)","Theon Greyjoy;Prince of Fools;Theon Turncloakthe squid prince;Reek;Theon Kinslayer","House Greyjoy","","Ironmen","appears"
"Theon-Stark","Theon Stark","","","Theon Stark;The Hungry Wolf;King of Winter","House Stark","House Stark","Northmen","mentioned"
"Thoros-of-Myr","Thoros of Myr","","","Thoros of Myr;The red wizard;The Ember","Brotherhood without banners","","Myr","appears"
"Timett","Timett","","red hand","Timett;Timett One-Eye","Burned Men","","Vale mountain clans","appears"
"Timett-(father)","Timett (father)","","","","Burned Men","","Vale mountain clans","mentioned"
"Tobho-Mott","Tobho Mott","","","","","","Qohor","appears"
"Todder","Todder","","","Todder;Toad","Night's Watch","","","appears"
"Tomard","Tomard","","","Tomard;Fat Tom","House Stark","","northmen","appears"
"Tommen-Baratheon","Tommen Baratheon","Tommen Baratheon the First of His Name","","Tommen Baratheon;The Boy King;;King of the Andals; the Rhoynar; and the First Men;Lord of the Seven Kingdoms","","","","appears"
"Torrek","Torrek","","","","Stone Crows","","Vale mountain clans","appears"
"Torrhen-Karstark","Torrhen Karstark","","","Torrhen Karstark;Torr","House Karstark","","Northmen","appears"
"Torrhen-Stark","Torrhen Stark","Torrhen Stark","","Torrhen Stark;The King Who Knelt;King in the North (former)Lord of Winterfell;Warden of the North","House Stark","House Stark","Northmen","mentioned"
"Tregar","Tregar","","","","House Lannister","","","appears"
"Trystane-Martell","Trystane Martell","","Prince","","House Martell","","Dornish","mentioned"
"Tya-Lannister","Tya Lannister","","","","House Baratheon  House Lannister","","","mentioned"
"Tyrek-Lannister","Tyrek Lannister","","","Tyrek Lannister;&quot;Wet Nurse&quot;","House Lannister","","","appears"
"Tyrion-Lannister","Tyrion Lannister","","Acting Hand of the King (former)Master of coin (former)Lord of Casterly Rock (claimant)","Tyrion Lannister;The Imp;Halfman;The boyman;Giant of Lannister;Lord Tywin's Doom;Lord Tywin's Bane;Yollo;Hugor Hill;No-Nose;Freak;Dwarf","House Lannister;Second Sons","","","POV"
"Tysha","Tysha","","","Tysha;Lady Tysha of House Silverfist","","","","mentioned"
"Tytos-Blackwood","Tytos Blackwood","","Lord of Raventree Hall","","House Blackwood","","","appears"
"Tytos-Brax","Tytos Brax","","Ser;Lord of Hornvale","","House Brax","","","appears"
"Tytos-Lannister","Tytos Lannister","","Lord of Casterly Rock;Shield of Lannisport;Warden of the West","Tytos Lannister;The Laughing Lion;The Toothless Lion;","House Lannister","","","mentioned"
"Tywin-Lannister","Tywin Lannister","","Lord of Casterly Rock;Shield of Lannisport;Warden of the West;Hand of the King;Savior of the City (of King's Landing)","Tywin Lannister;The Lion of Lannister;The Old Lion;The Great Lion of the Rock","House Lannister","","","appears"
"Ulf-son-of-Umar","Ulf son of Umar","","","","Moon Brothers","","Vale mountain clans","appears"
"Umar","Umar","","","","Moon Brothers","","Vale mountain clans","mentioned"
"Urron-Greyiron","Urron Greyiron","Urron Greyiron","","Urron Greyiron;Urron Redhand;Iron King;King of the Iron Islands;Salt king of Orkmont","House Greyiron","House Greyiron","Ironborn","mentioned"
"Utherydes-Wayn","Utherydes Wayn","","Steward","","House Wayn;House Tully","","","appears"
"Vardis-Egen","Vardis Egen","","Ser;Captain of the guards","","House Egen;House Arryn","","Valemen","appears"
"Vargo-Hoat","Vargo Hoat","","Lord of Harrenhal","Vargo Hoat;The Goat Goat of Harrenhal The Crippler The Qohorik","Brave Companions","","Qohori","mentioned"
"Varly","Varly","","","","House Stark","","northmen","appears"
"Varys","Varys","","Master of Whisperers;Undergaoler (as Rugen)","Varys;Lord Varys;The Spider;The Eunuch;Rugen","","","","appears"
"Vayon-Poole","Vayon Poole","","Steward of Winterfell","","House Poole","","","appears"
"Vickon-Greyjoy","Vickon Greyjoy","","Lord of the Iron Islands;Lord Reaper of Pyke","","House Greyjoy","","","mentioned"
"Victarion-Greyjoy","Victarion Greyjoy","","Lord Captain of the Iron Fleet;Master of the Iron Victory","Victarion Greyjoy;The Iron Captain","House Greyjoy","","Ironborn","mentioned"
"Visenya-Targaryen","Visenya Targaryen","","Queen;Dowager Queen","","House Targaryen","","Valyrian","mentioned"
"Viserys-Targaryen","Viserys Targaryen","","King of the Andals; the Rhoynar and the First Men; Lord of the Seven Kingdoms and Protector of the Realm","Viserys Targaryen;The Beggar King;Khal Rhae Mhar (The Sorefoot King)Khal Rhaggat (The Cart King)","House Targaryen","","Valyrian","appears"
"Viserys-I-Targaryen","Viserys I Targaryen","Viserys Targaryen the First of His Name","","Viserys I Targaryen;The Young King;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Targaryen","House Targaryen","","mentioned"
"Viserys-II-Targaryen","Viserys II Targaryen","Viserys Targaryen the Second of His Name","","Viserys II Targaryen;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Hand of the King","House Targaryen","House Targaryen","","mentioned"
"Vortimer-Crane","Vortimer Crane","","Ser;Master-at-arms at Highgarden","","House Crane","","","mentioned"
"Vyman","Vyman","","Maester","","","","","mentioned"
"Walder-Frey-(son-of-Jammos)","Walder Frey (son of Jammos)","","","Walder Frey (son of Jammos);Big Walder","House Frey","","","appears"
"Walder-Frey-(son-of-Ryman)","Walder Frey (son of Ryman)","","","Walder Frey (son of Ryman);Black Walder","House Frey","","Rivermen","appears"
"Walder-Frey-(son-of-Merrett)","Walder Frey (son of Merrett)","","","Walder Frey (son of Merrett);Little Walder","House Frey","","","appears"
"Walder-Frey","Walder Frey","","Lord of the Crossing","Walder Frey;The Late Lord Frey;Old Frey","House Frey","","Rivermen","appears"
"Walder-Rivers","Walder Rivers","","Ser","Walder Rivers;Bastard Walder","House Frey","","Rivermen","appears"
"Wallen","Wallen","","","","deserter from the Night's Watch","","","appears"
"Waymar-Royce","Waymar Royce","","Ser","","House Royce;Night's Watch","","Valemen","appears"
"Wayn-(guard)","Wayn (guard)","","","","House Stark","","Northmen","appears"
"Wendel-Manderly","Wendel Manderly","","Ser","","House Manderly","","","appears"
"Whalen-Frey","Whalen Frey","","Ser","","House Frey","","","appears"
"Will","Will","","","","Night's Watch;","","","POV"
"Willam-Dustin","Willam Dustin","","Lord of Barrowton","","House Dustin","","Northmen","mentioned"
"Willas-Tyrell","Willas Tyrell","","","","House Tyrell","","","mentioned"
"Willem-Darry","Willem Darry","","Ser Master-at-arms at the Red Keep","","House Darry;House Targaryen","","","mentioned"
"Willis-Wode","Willis Wode","","Ser","","House Wode;House Whent","","","appears"
"Willum","Willum","","Ser","","","","","mentioned"
"Wyl-(guard)","Wyl (guard)","","","","House Stark","","Northmen","appears"
"Wylis-Manderly","Wylis Manderly","","Ser","","House Manderly","","","appears"
"Wylla","Wylla","","","","House Dayne","","","mentioned"
"Wyman-Manderly","Wyman Manderly","","Lord of White Harbor;Warden of the White Knife;Shield of the Faith;Defender of the Dispossessed;Lord Marshal of the Mander;Knight of the Order of the Green Hand","Wyman Manderly;Lord Lamprey;Lord Too-Fat-to-Sit-a-Horse;Lord Pig;Lord Lard","House Manderly","","","mentioned"
"Yohn-Royce","Yohn Royce","","Lord of Runestone","Yohn Royce;Bronze Yohn","House Royce;Lords Declarant","","Valemen","appears"
"Yoren","Yoren","","","","Night's Watch","","Westeros","appears"
