Jeyne-Westerling,Jeyne-Westerling,,,,,,,,,,
Joanna-Lannister,Joanna-Lannister,Lady-Joanna,Joanna,,,,,,,,
Jocelyn-Swyft,Jocelyn-Swyft,Lady-Jocelyn,Jocelyn,,,,,,,,
Joffrey-Baratheon,Prince-Joffrey,King-Joffrey,Joffrey,Joff,king-Joffrey,,,,,,
Jon-Arryn,Lord-Jon-Arryn,Lord-Arryn,Jon-Arryn,Lord-Jon,,,,,,,
Jon-Bettley,Beardless-Jon-Bettley,,,,,,,,,,
Jon-Connington,Jon-Connington,Lord-JonC,,,,,,,,,
Jon-Fossoway,Jon-Fossoway,Ser-Jon-Fossoway,Fossoway,,,,,,,,
Jon-Heddle,Jon-Heddle,Long-Jon-Heddle,,,,,,,,,
Jon-Hollard,Jon-Hollard,Ser-Jon-Hollard,,,,,,,,,
Jon-Lynderly,Jon-Lynderly,Lord-Jon-Lynderly,Lord-Lynderly,,,,,,,,
Jon-Myre,Jon-Myre,Pinchface,,,,,,,,,
Jon-Penny,Jon-Penny,,,,,,,,,,
Jon-Pox,Jon-Pox,,,,,,,,,,
Jon-Redfort,Jon-Redfort,Ser-Jon-Redfort,,,,,,,,,
Jon-Snow,Lord-Commander-Snow,Great-Lord-Snow,Lord-Snow,Jon-Snow,Snow,Jon,,,,,
Jonothor-Darry,Ser-Jon-Darry,Jon-Darry,Jonothor-Darry,,,,,,,,
Jonquil,Jonquil,,,,,,,,,,
Jorquen,Jorquen,Septon-Jorquen,,,,,,,,,
Joseran,Joseran,Maester-Joseran,,,,,,,,,
Josmyn-Peckledon,Josmyn-Peckledon,Peckledon,Peck,,,,,,,,
Joss,Joss,Joss-the-Gloom,,,,,,,,,
Joy-Hill,Joy-Hill,Joy,,,,,,,,,
Justin-Massey,Justin-Massey,Ser-Justin-Massey,,,,,,,,,
Kaeth,Kaeth,Grand-Maester-Kaeth,,,,,,,,,
Karyl-Vance,Lord-Karyl-Vance,Lord-of-Wayfarer,Karyl-Vance,Karyl,Lord-Vance,,,,,,
Kedge-Whiteye,Kedge-Whiteye,Kedge,,,,,,,,,
Kedry,Kedry,Maester-Kedry,,,,,,,,,
Kemmett-Pyke,Kemmett-Pyke,Kemmett-Pyke;-the-Bastard,,,,,,,,,
Kennos-of-Kayce,Ser-Kennos-of-Kayce,Ser-Kennos,Kennos,,,,,,,,
Kevan-Lannister,Ser-Kevan-Lannister,Kevan-Lannister,Ser-Kevan,Kevan,,,,,,,
Kindly-Man,the-kindly-man,The-kindly-man,kindly-man,,,,,,,,
Kojja-Mo,Kojja-Mo,Kojja,,,,,,,,,
Lady-Glover,Lady-Glover,,,,,,,,,,
Lady-Greyjoy-(Piper),Lady-Greyjoy-(Piper),,,,,,,,,,
Lady-Greyjoy-(Stonetree),Lady-Greyjoy-(Stonetree),,,,,,,,,,
Lady-Greyjoy-(Sunderly),Lady-Greyjoy-(Sunderly),,,,,,,,,,
Lambert-Turnberry,Ser-Lambert-Turnberry,Lambert-Turnberry,Ser-Lambert,Lambert,,,,,,,
Lancel-Lannister,Lord-Lancel,Lancel,,,,,,,,,
Lanna,Lanna,Lanna-of-the-Peach,,,,,,,,,
Lanna-(Happy-Port),Lanna-happyPort,,,,,,,,,,
Leana-Frey,Leana-Frey,,,,,,,,,,
Left-Hand-Lew,Left-Hand-Lew,,,,,,,,,,
Lem,Lem,,,,,,,,,,
Lenwood-Tawney,Little-Lenwood-Tawney,Lenwood-Tawney,,,,,,,,,
Leo-Tyrell,Leo-Tyrell,Lazy-Leo,Leo,,,,,,,,
Lester,Lester,Red-Lester,,,,,,,,,
Lewyn-Martell,Prince-Lewyn-of-Dorne,Lewyn-Martell,Prince-Lewyn,Lewyn,,,,,,,
Lewys-Piper,Little-Lew-Piper,Lewys-Piper,Little-Lew,Lew-Piper,Lewys,Lew,,,,,
Leyton-Hightower,Lord-Leyton-of-the-Hightower,Leyton-Hightower,Lord-Hightower,Lord-Leyton,Leyton,,,,,,
Lollys-Stokeworth,Lollys-Lackwit,Lollys,,,,,,,,,
Lommy-Greenhands,Lommy-Greenhands,,,,,,,,,,
Long-Lew,Long-Lew,,,,,,,,,,
Loras-Tyrell,Knight-of-Flowers,Loras-Tyrell,Ser-Loras,Loras,,,,,,,
Lorcas,Lorcas,,,,,,,,,,
Lord-Grandison,Greybeard-Grandison,Lord-Grandison,Grandison,,,,,,,,
Lordling,lordling,,,,,,,,,,
Loreza-Sand,Loreza-Sand,Loreza,,,,,,,,,
Lorimer,Lorimer,Ser-Lorimer-the-Belly,,,,,,,,,
Lotho-Lornel,Lotho-Lornel,,,,,,,,,,
Lothor-Brune,Ser-Lothor-Brune,Lothor-Brune,Ser-Lothor,Lothor,apple-eater,,,,,,
Lucamore-Strong,Ser-Lucamore-Strong,Lucamore-the-Lusty,Lucamore-Strong,Lucamore,,,,,,,
Lucan,Lucan,,,,,,,,,,
Lucantine-Woodwright,Lucantine-Woodwright,Ser-Lucantine-Woodwright,Ser-Lucantine,Lucantine,,,,,,,
Lucas-Codd,Left-Hand-Lucas-Codd,Lucas-Codd,Left-Hand,Lucas,,,,,,,
Lucas-Corbray,Lucas-Corbray,Ser-Lucas-Corbray,,,,,,,,,
Lucas-Lothston-(father-of-Manfryd),Lucas-Lothston,Lord-Lucas-Lothston,the-Pander,,,,,,,,
Luceon-Frey,Luceon,Septon-Luceon,,,,,,,,,
Lucifer-Hardy,Lucifer-Hardy,Lord-Lucifer-Hardy,Lord-Hardy,,,,,,,,
Lucimore-Botley,Lucimore-Botley,,,,,,,,,,
Luco-Prestayn,Luco-Prestayn,,,,,,,,,,
Lucos,Lucos,Septon-Lucos,,,,,,,,,
Lum,Lum,,,,,,,,,,
Luwin,Luwin,Maester-Luwin,,,,,,,,,
Lyle-Crakehall,Lyle-Crakehall,Strongboar,Ser-Lyle,Lyle,,,,,,,
Lyn-Corbray,Ser-Lyn-Corbray,Lyn-Corbray,Ser-Lyn,Lyn,,,,,,,
Lyonel-Corbray,Lord-Lyonel-Corbray,Lyonel-Corbray,Lord-Corbray,Lord-Lyonel,Lyonel,,,,,,
Lysa-Arryn,Lysa-Tully-of-Riverrun,Lysa-Tully,Lysa-Arryn,Lady-Lysa,Lysa,,,,,,
Mace-Tyrell,Lord-of-Highgarden,Mace-Tyrell,Lord-Tyrell,Mace,,,,,,,
Maddy,Fat-Maddy,Maddy,,,,,,,,,
Maegor-I-Targaryen,Maegor-the-Cruel,King-Maegor,Maegor,,,,,,,,
Maelys-Blackfyre,Maelys-Blackfyre,Maelys-the-Monstrous,,,,,,,,,
Maggy,Maggy-the-Frog,Maggy,Frog,,,,,,,,
Malora-Hightower,Malora-Hightower,Mad-Maid,,,,,,,,,
Mance-Rayder,King-beyond-the-Wall,Mance-Rayder,Rayder,Mance,,,,,,,
Manfrey-Martell,Ser-Manfrey-Martell,Manfrey-Martell,Ser-Manfrey,Manfrey,,,,,,,
Manfryd-Lothston,Manfryd-Lothston,,,,,,,,,,
Manfryd-Yew,Manfryd-Yew,Ser-Manfryd-Yew,Yew,,,,,,,,
Margaery-Tyrell,Margaery-Tyrell,Queen-Margaery,Lady-Margaery,Maid-Margaery,Margaery,little-queen,queen-Margaery,the-king-wife,,,
Mariah-Martell,Mariah-Martell,Princess-Mariah,,,,,,,,,
Marillion,Marillion,,,,,,,,,,
Mariya-Darry,Lady-Mariya,Mariya,Mariya-Frey,,,,,,,,
Mark-Mullendore,Ser-Mark-Mullendore,Mark-Mullendore,Mark,,,,,,,,
Maron-Greyjoy,Maron-Greyjoy,,,,,,,,,,
Maron-Martell,Maron-Martell,Prince-Maron-Martell,,,,,,,,,
Maron-Volmark,Maron-Volmark,Prince-Maron,Maron,,,,,,,,
Marq-Piper,Marq-Piper,Marq,,,,,,,,,
Martyn-Lannister,Martyn-Lannister,Martyn,,,,,,,,,
Marwyn,Archmaester-Marwyn,Marwyn-the-Mage,Marwyn,Mage,,,,,,,
Marwyn-Belmore,Ser-Marwyn-Belmore,Ser-Marwyn,,,,,,,,,
Masha-Heddle,Masha-Heddle,Masha,,,,,,,,,
Mathis-Rowan,Mathis-Rowan,Lord-Mathis-Rowan,,Rowan,,,,,,,
Megga-Tyrell,Megga-Tyrell,Lady-Megga,Megga,,,,,,,,
Mela,Mela,,,,,,,,,,
Melara-Hetherspoon,Melara-Hetherspoon,Hetherspoon,Melara,,,,,,,,
Meldred-Merlyn,Lord-Merlyn,Merlyn,Meldred-Merlyn,,,,,,,,
Melicent,Melicent,Septa-Melicent,,,,,,,,,
Melisandre,Melisandre-of-Asshai,Lady-Melisandre,Melisandre,red-priestess,red-woman,,,,,,
Mellario,Mellario-Martell,Lady-Mellario,Mellario,,,,,,,,
Mellei,Mellei,,,,,,,,,,
Melwys-Rivers,Melwys,Maester-Melwys,,,,,,,,,
Meralyn,Meralyn,Merry,,,,,,,,,
Meredyth-Crane,Meredyth-Crane,Merry-Crane,,,,,,,,,
Meribald,Septon-Meribald,Meribald,,,,,,,,,
Merion,Merion,Grand-Maester-Merion,,,,,,,,,
Merling-Queen,Merling-Queen,,,,,,,,,,
Merrett-Frey,Merrett-Frey,Merrett,,,,,,,,,
Meryn-Trant,Ser-Meryn-Trant,Meryn-Trant,Ser-Meryn,Meryn,Trant,,,,,,
Michael-Mertyns,Michael-Mertyns,Ser-Michael-Mertyns,White-Owl,,,,,,,,
Mikken,Mikken,,,,,,,,,,
Moelle,Septa-Moelle,Moelle,,,,,,,,,
Mollander,Mollander,,,,,,,,,,
Mollos,Mollos,,,,,,,,,,
Moon-Boy,Moon-Boy,,,,,,,,,,
Moonshadow,Moonshadow,,,,,,,,,,
Mord,Mord,,,,,,,,,,
Moredo-Prestayn,Moredo-Prestayn,Captain-Moredo-Prestayn,,,,,,,,,
Morgarth,Morgarth,Ser-Morgarth,Morgarth-the-Merry,,,,,,,,
Moribald-Chester,Moribald-Chester,Lord-Moribald-Chester,Lord-Chester,,,,,,,,
Morra,Morra,,,,,,,,,,
Mors-Martell,Mors-Martell,Lord-Mors-Martell,,,,,,,,,
Moryn-Tyrell,Moryn-Tyrell,Ser-Moryn-Tyrell,,,,,,,,,
Mullin,Mullin,Maester-Mullin,,,,,,,,,
Mully,Mully,,,,,,,,,,
Murenmure,Murenmure,Maester-Murenmure,,,,,,,,,
Mya-Stone,Mya-Stone,Mya,,,,,,,,,
Mychel-Redfort,Mychel-Redfort,Mychel,,,,,,,,,
Myles,Myles,Maester-Myles,,,,,,,,,
Myles-Manwoody,Myles-Manwoody,Ser-Myles-Manwoody,Ser-Myles,,,,,,,,
Myranda-Royce,Lady-Myranda-Royce,Myranda-Royce,Lady-Myranda,Myranda,Randa,,,,,,
Myrcella-Baratheon,Little-Myrcella-Baratheon,Myrcella-Baratheon,Princess-Myrcella,Queen-Myrcella,Myrcella,princess-Myrcella,,,,,
Myria-Jordayne,Myria-Jordayne,Lady-Jordayne,,,,,,,,,
Myriah-Martell,Myriah-Martell,Princess-Myriah-Martell,Princess-Myriah,,,,,,,,
Myrmello,Myrmello,,,,,,,,,,
Naerys-Targaryen,Naerys-Targaryen,Queen-Naerys,,,,,,,,,
Naggle,Naggle,,,,,,,,,,
Nan,Old-Nan,Nan,,,,,,,,,
Narbert,Septon-Narbert,Narbert,,,,,,,,,
Narbo,Narbo,little-Narbo,,,,,,,,,
Nestor-Royce,Lord-Nestor-Royce,Nestor-Royce,Lord-Nestor,Nestor,Keeper-of-the-Gates-of-the-Moon,,,,,,
Nightingale,Nightingale,,,,,,,,,,
Noho-Dimittis,Noho-Dimittis,,,,,,,,,,
Norbert-Vance,Norbert-Vance,Lord-Norbert-Vance,,,,,,,,,
Norjen,Norjen,,,,,,,,,,
Norne-Goodbrother,Norne-Goodbrother,Lord-Norne-Goodbrother,,,,,,,,,
Norren,Norren,,,,,,,,,,
Nute,Nute-the-Barber,Barber,Nute,,,,,,,,
Nymeria,Queen-Nymeria,,,,,,,,,,
Nymeria-Sand,Nymeria-Sand,Lady-Nym,Nymeria,Nym,,,,,,,
Nysterica,Nysterica,Septa-Nysterica,,,,,,,,,
Obara-Sand,Obara-Sand,Lady-Obara,Obara,,,,,,,,
Obella-Sand,Obella-Sand,Obella,,,,,,,,,
Oberyn-Martell,Prince-Oberyn-of-Dorne,Prince-Oberyn-Viper,Red-Viper-of-Dorne,Prince-Oberyn,Oberyn-Viper,Red-Viper,Oberyn,Viper,,,
Old-Crackbones,Old-Crackbones,,,,,,,,,,
Old-Grey-Gull,Old-Grey-Gull,,,,,,,,,,
Old-Tattersalt,Old-Tattersalt,,,,,,,,,,
Olenna-Redwyne,Lady-Olenna-Tyrell,Queen-of-Thorns,Olenna-Tyrell,Lady-Olenna,Olenna,Olenna-Redwyne,,,,,
Ollidor,Ollidor,Septon-Ollidor,,,,,,,,,
Olyvar-Martell,Olyvar-Martell,Olyvar,,,,,,,,,
Olyvar-Oakheart,Olyvar-Oakheart,Ser-Olyvar-Oakheart,Ser-Olyvar-the-Green-Oak,Green-Oak,,,,,,,
Orbelo,Orbelo,,,,,,,,,,
Orbert-Caswell,Orbert-Caswell,Lord-Commander-Orbert-Caswell,,,,,,,,,
Orivel,Orivel,Ser-Orivel,Orivel-the-Open-Handed,,,,,,,,
Ormond-Yronwood,Ormond-Yronwood,Lord-Ormond-Yronwood,Lord-Ormond,,,,,,,,
Orton-Merryweather,Orton-Merryweather,Lord-Merryweather,Lord-Orton,Orton,,,,,,,
Osbert-Serry,Osbert-Serry,Lord-Osbert-Serry,Lord-Serry,,,,,,,,
Osfryd-Kettleblack,Osfryd-Kettleblack,Ser-Osfryd,Osfryd,,,,,,,,
Osmund-Kettleblack,Ser-Osmund-Kettleblack,Osmund-Kettleblack,Ser-Osmund,Osmund,,,,,,,
Osney-Kettleblack,Ser-Osney-Kettleblack,Osney-Kettleblack,Ser-Osney,Osney,,,,,,,
Osric-Stark,Osric-Stark,Lord-Commander-Osric-Stark,,,,,,,,,
Ossifer-Plumm,Ossifer-Plumm,,,,,,,,,,
Ossy,Ossy,,,,,,,,,,
Oswell-Kettleblack,Oswell-Kettleblack,Oswell,,,,,,,,,
Ottomore,Maester-Ottomore,Ottomore,,,,,,,,,
Owen,Owen,,,,,,,,,,
Owen-Inchfield,Owen-Inchfield,Ser-Owen-Inchfield,,,,,,,,,
Owen-Merryweather,Owen-Merryweather,Lord-Owen-Merryweather,,,,,,,,,
Pate-(Crossroads-Inn),Pate-crossroads,,,,,,,,,,
Pate-(novice),Pate,,,,,,,,,,
Pate-(whipping-boy),Pate-whipping-boy,,,,,,,,,,
Pate-of-the-Blue-Fork,Pate-of-the-Blue-Fork,Pate-of-Sevenstreams,,,,,,,,,
Patrek-Mallister,Patrek-Mallister,,,,,,,,,,
Paxter-Redwyne,Paxter-Redwyne,Lord-Redwyne,Lord-Paxter,Paxter,,,,,,,
Perestan,Perestan,Archmaester-Perestan,,,,,,,,,
Perwyn-Frey,Perwyn-Frey,Ser-Perwyn-Frey,Ser-Perwyn,Perwyn,,,,,,,
Petyr-Baelish,Lord-Littlefinger,Petyr-Baelish,Lord-Baelish,Littlefinger,Lord-Petyr,Baelish,Petyr,Lord-Protector-of-the-Vale,Lord-Paramount-of-the-Trident,,
Philip-Plumm,Philip-Plumm,Lord-Philip-Plumm,Lord-Philip,,,,,,,,
Pia,Pia,,,,,,,,,,
Podrick-Payne,Podrick-Payne,Poor-Podrick,Podrick,Pod,,,,,,,
Poetess,Poetess,,,,,,,,,,
Polliver,Polliver,,,,,,,,,,
Portifer-Woodwright,Portifer-Woodwright,Ser-Portifer-Woodwright,Ser-Portifer,Portifer,,,,,,,
Preston-Greenfield,Preston-Greenfield,Ser-Preston-Greenfield,Ser-Preston,,,,,,,,
Puckens,Puckens,,,,,,,,,,
Pycelle,Grand-Maester-Pycelle,Maester-Pycelle,Pycelle,,,,,,,,
Pyg,Pyg,,,,,,,,,,
Pypar,Pyp,Pypar,,,,,,,,,
Qalen,Qalen,Maester-Qalen,,,,,,,,,
Qarl-the-Maid,Qarl-the-Maid,,,,,,,,,,
Qarl-the-Thrall,Qarl-the-Thrall,,,,,,,,,,
Qarlton-Chelsted,Qarlton-Chelsted,Lord-Qarlton-Chelsted,Lord-Qarlton,,,,,,,,
Qhorin-Halfhand,Qhorin,Halfhand,,,,,,,,,
Quellon-Botley,Quellon-Botley,,,,,,,,,,
Quellon-Greyjoy,Lord-of-the-Iron-Islands,Quellon-Greyjoy,Lord-Quellon,Quellon,,,,,,,
Quellon-Humble,Quellon-Humble,,,,,,,,,,
Quence,Quence,,,,,,,,,,
Quent,Quent,,,,,,,,,,
Quenton-Greyjoy,Quenton-Greyjoy,,,,,,,,,,
Quenton-Hightower,Quenton-Hightower,Lord-Quenton-Hightower,,,,,,,,,
Quentyn-Martell,Quentyn-Martell,Quentyn,Prince-Frog,Prince-Who-Came-Too-Late,Dragonrider,prince-Quentyn,,,,,
Quhuru-Mo,Quhuru-Mo,Quhuru,,,,,,,,,
Quill,Quill,,,,,,,,,,
Quincy-Cox,Ser-Quincy-Cox,Ser-Quincy,Quincy-Cox,Quincy,,,,,,,
Qyburn,Maester-Qyburn,Lord-Qyburn,Qyburn,,,,,,,,
Rafford,Raff-the-Sweetling,Raff,Rafford,,,,,,,,
Ragnor-Pyke,Ragnor-Pyke,,,,,,,,,,
Ralf-(Limper),Ralf-the-Limper,Ralf-the-Limp,Limper,,,,,,,,
Ralf-(Lordsport),Ralf-lordsport,Ralf-of-Lordsport,,,,,,,,,
Ralf-(Shepherd),Ralf-shepherd,Ralf-the-Shepherd,,,,,,,,,
Ralf-Kenning,Ralf-Kenning,,,,,,,,,,
Ralf-Stonehouse,Red-Ralf-Stonehouse,Red-Ralf,Stonehouse,,,,,,,,
Ramsay-Snow,Ramsay-Snow,Ramsay,,,,,,,,,
Randyll-Tarly,Randyll-Bloody-Tarly,Lord-Randyll-Tarly,Randyll-Tarly,Lord-Randyll,Lord-Tarly,Randyll,,,,,
Rawney,Rawney,Brother-Rawney,,,,,,,,,
Raymond-Nayland,Raymond-Nayland,,,,,,,,,,
Raymun-Darry,Ser-Raymun-Darry,Raymun-Darry,Ser-Raymun,Raymun,,,,,,,
Raynald-Westerling,Ser-Raynald-Westerling,Raynald-Westerling,Ser-Raynald,Raynald,,,,,,,
Raynard,Septon-Raynard,Raynard,,,,,,,,,
Raynard-Ruttiger,Raynard-Ruttiger,Ser-Raynard-Ruttiger,,,,,,,,,
Red-Oarsman,Red-Oarsman,Oarsman,,,,,,,,,
Renfred-Rykker,Lord-Rykker,,,,,,,,,,
Renly-Baratheon,Renly-Baratheon,Lord-Renly,King-Renly,Renly,Lord-of-Storm-End,king-Renly,,,,,
Rennifer-Longwaters,Rennifer-Longwaters,Longwaters,Rennifer,,,,,,,,
Rhaegar-Targaryen,Rhaegar-Targaryen,Prince-Rhaegar,Rhaegar,Prince-of-Dragonstone,prince-Rhaegar,,,,,,
Rhaella-Targaryen,Rhaella-Targaryen,Queen-Rhaella,Rhaella,,,,,,,,
Rhaelle-Targaryen,Rhaelle-Targaryen,Rhaelle,,,,,,,,,
Rhaenyra-Targaryen,Rhaenyra-Targaryen,Princess-Rhaenyra,Rhaenyra,,,,,,,,
Rhaenys-Targaryen-(daughter-of-Rhaegar),Rhaenys-Targaryen,Rhaenys,,,,,,,,,
Ricasso,Ricasso,,,,,,,,,,
Richard-Farrow,Richard-Farrow,Ser-Richard-Farrow,,,,,,,,,
Richard-Horpe,Richard-Horpe,Ser-Richard-Horpe,,,,,,,,,
Rickon-Stark,Rickon,Rickon-Stark,,,,,,,,,
Rigney,Rigney,Archmaester-Rigney,,,,,,,,,
Robar-Royce,Robar-Royce,Ser-Robar-Royce,Ser-Robar,,,,,,,,
Robb-Stark,Young-Wolf,Robb-Stark,Robb,,,,,,,,
Robert-Arryn,Lord-of-the-Eyrie,Ser-Sweetrobin,Robert-Arryn,Lord-Robert,Sweetrobin,Defender-of-the-Vale,little-lord,,,,
Robert-Baratheon,Robert-Baratheon,King-Robert,Robert,Usurper,king-Robert,,,,,,
Robert-Flowers,Robert-Flowers,Ser-Robert-Flower,Red-Robert-Flowers,,,,,,,,
Robett-Glover,Robett-Glover,,,,,,,,,,
Robin,Robin,,,,,,,,,,
Robin-Greyjoy,Robin-Greyjoy,,,,,,,,,,
Robin-Hollard,Robin-Hollard,,,,,,,,,,
Robin-Moreland,Robin-Moreland,Lord-Robin-Moreland,,,,,,,,,
Robin-Potter,Robin-Potter,,,,,,,,,,
Robin-Ryger,Ser-Robin-Ryger,Robin-Ryger,,,,,,,,,
Rodrik-Freeborn,Rodrik-Freeborn,,,,,,,,,,
Rodrik-Greyjoy,Rodrik-Greyjoy,,,,,,,,,,
Rodrik-Harlaw,Lord-Rodrik-Harlaw,Rodrik-the-Reader,Lord-of-Harlaw,Rodrik-Harlaw,Lord-Rodrik,Lord-Harlaw,Rodrik,Reader,,,
Roelle,Septa-Roelle,Roelle,,,,,,,,,
Roger-Hogg,Ser-Roger-Hogg,Roger-Hogg,Ser-Roger,Roger,,,,,,,
Roggo,Roggo,Red-Roggo,,,,,,,,,
Roland-Crakehall-(Lord),Roland-Crakehall,Lord-Crakehall,,,,,,,,,
Rolder,Rolder,,,,,,,,,,
Rollam-Westerling,Rollam-Westerling,Rollam,,,,,,,,,
Rolland-Darklyn,Rolland-Darklyn,Ser-Rolland-Darklyn,,,,,,,,,
Rolland-Longthorpe,Rolland-Longthorpe,Lord-Rolland-Longthorpe,,,,,,,,,
Romny-Weaver,Romny-Weaver,,,,,,,,,,
Ronnel-Arryn-(son-of-Jasper),Ser-Ronnel-Arryn,Ronnel-Arryn,Ronnel,,,,,,,,
Ronnet-Connington,Red-Ronnet-Connington,Ronnet-Connington,Ser-Ronnet,Red-Ronnet,Ronnet,,,,,,
Roone,Roone,,,,,,,,,,
Roose-Bolton,Lord-of-the-Dreadfort,Roose-Bolton,Lord-Bolton,Roose,,,,,,,
Rorge,Mad-Dog-of-Saltpans,Rorge,,,,,,,,,
Roryn-Drumm,Roryn,Roryn-the-Reaver,,,,,,,,,
Rosamund-Lannister,Rosamund-Lannister,,,,,,,,,,
Rosey,Rosey,,,,,,,,,,
Roslin-Frey,Lady-Roslin,Roslin-Frey,Roslin,,,,,,,,
Royce-Coldwater,Royce-Coldwater,Lord-Royce-Coldwater,,,,,,,,,
Rufus-Leek,Rufus-Leek,Ser-Rufus-Leek,,,,,,,,,
Rugen,Rugen,,,,,,,,,,
Rupert-Crabb,Rupert-Crabb,,,,,,,,,,
Rus,Rus,,,,,,,,,,
Russell-Merryweather,Russell-Merryweather,,,,,,,,,,
Ryam,Archmaester-Ryam,,,,,,,,,,
Ryam-Redwyne,Ser-Ryam-Redwyne,Ryam-Redwyne,Ryam,,,,,,,,
Ryman-Frey,Ser-Ryman-Frey,Ryman-Frey,Ser-Ryman,Ryman,,,,,,,
Sailors-Wife,Sailors-Wife,,,,,,,,,,
Samwell-Stone,Strong-Sam-Stone,Samwell-Stone,,,,,,,,,
Samwell-Tarly,Sam-the-Seducer,Sam-the-Slayer,Sam-the-Scared,Samwell-Tarly,Samwell,Black-Sam,Sam,,,,
Sandor-Clegane,Sandor-Clegane,Sandor,Hound,,,,,,,,
Sansa-Stark,Sansa-Stark,Lady-Sansa,Sansa,Alayne-Stone,Lady-Alayne,,,,,,
Sarella-Sand,Sarella-Sand,Sarella,,,,,,,,,
Sargon-Botley,Sargon-Botley,,,,,,,,,,
Satin,Satin,,,,,,,,,,
Sawane-Botley,Sawane-Botley,Sawane,Lord-Sawane-Botley,,,,,,,,
Scolera,Scolera,Septa-Scolera,,,,,,,,,
Selwyn-Tarth,Selwyn-Tarth,Lord-Selwyn,Evenstar,,,,,,,,
Senelle,Senelle,,,,,,,,,,
Serala,Serala,Lady-Serala,Serala-of-Myr,,,,,,,,
Shadrich,Ser-Shadrich-the-Mad-Mouse,Shadrich-of-the-Shady-Glen,Ser-Shadrich,Mad-Mouse,Shadrich,,,,,,
Shae,Shae,,,,,,,,,,
Shagwell,Shagwell,,,,,,,,,,
Shitmouth,Shitmouth,,,,,,,,,,
Shortear,Shortear,,,,,,,,,,
Sigfry-Stonetree,Sigfry-Stonetree,,,,,,,,,,
Sigfryd-Harlaw,Sigfryd-Harlaw-the-Silverhair,Sigfryd-Silverhair,Sigfryd-Harlaw,Silverhair,Sigfryd,,,,,,
Sloey,Sloey,,,,,,,,,,
Small-Paul,Small-Paul,,,,,,,,,,
Smiling-Knight,Smiling-Knight,,,,,,,,,,
Spotted-Pate-of-Maidenpool,Spotted-Pate-of-Maidenpool,,,,,,,,,,
Squinter,squinter,,,,,,,,,,
Stafford-Lannister,Stafford-Lannister,Stafford,,,,,,,,,
Stannis-Baratheon,Stannis-Baratheon,Lord-Stannis,King-Stannis,Stannis,,,,,,,
Starved-man,starved-man,,,,,,,,,,
Steffarion-Sparr,Steffarion-Sparr,,,,,,,,,,
Steffon-Hollard,Steffon-Hollard,Ser-Steffon-Hollard,,,,,,,,,
Steffon-Swyft,Steffon-Swyft,Ser-Steffon-Swyft,,,,,,,,,
Stern-face,stern-face,,,,,,,,,,
Stonehand,Stonehand,,,,,,,,,,
Sumner-Crakehall,Sumner-Crakehall,Ser-Sumner-Crakehall,,,,,,,,,
Svrone,Svrone,,,,,,,,,,
Sybell-Spicer,Lady-Westerling,Sybell-Spicer,Lady-Sybell,Sybell,Spicer,,,,,,
Sylas-Flatnose,Sylas-Flatnose,King-Sylas-Flatnose,,,,,,,,,
Sylva-Santagar,Lady-Sylva-Santagar,Sylva-Santagar,Spotted-Sylva,Lady-Sylva,Sylva,,,,,,
Symeon-Star-Eyes,Symeon,Symeon-Star-Eyes,,,,,,,,,
Symon-Hollard,Symon-Hollard,Ser-Symon-Hollard,,,,,,,,,
Symond-Botley,Symond-Botley,,,,,,,,,,
Symond-Templeton,Symond-Templeton,Ser-Symond,Templeton,Symond,Knight-of-Ninestars,,,,,,
Syrio-Forel,Syrio-Forel,Syrio,Forel,,,,,,,,
Taena-of-Myr,Taena-Merryweather,Lady-Merryweather,Lady-Taena,Taena,Taena-of-Myr,,,,,,
Tagganaro,Tagganaro,,,,,,,,,,
Talbert-Serry,Ser-Talbert-Serry,Talbert-Serry,Talbert,Serry,Young-Serry,,,,,,
Talea,Talea,,,,,,,,,,
Tallad,Ser-Tallad-the-Tall,Tallad-the-Tall,Ser-Tallad,Tallad,,,,,,,
Tanda-Stokeworth,Tanda-Stokeworth,Lady-Tanda,Tanda,,,,,,,,
Tansy,Tansy,,,,,,,,,,
Tarle,Tarle,Tarle-the-Thrice-Drowned,,,,,,,,,
Ternesio-Terys,Ternesio-Terys,Captain-Ternesio-Terys,,,,,,,,,
Terrance-Lynderly,Terrance-Lynderly,Terrance,Lynderly,,,,,,,,
Terrence-Toyne,Ser-Terrence-Toyne,Terrence-Toyne,Terrence,,,,,,,,
Terro,Terro,,,,,,,,,,
The-Sparr,Sparr,Lord-Sparr,,,,,,,,,
Theobald,Archmaester-Theobald,Theobald,,,,,,,,,
Theodan-Wells,Theodan-Wells,Ser-Theodan-Wells,Theodan-the-True,,,,,,,,
Theomore-Harlaw,Theomore-Harlaw,Lord-Theomore-Harlaw,Lord-Theomore,,,,,,,,
Theon-Greyjoy,Theon-Turncloak,Theon-Greyjoy,Turncloak,Theon,,,,,,,
Thomax,Thomax,Maester-Thomax,,,,,,,,,
Thormor-Ironmaker,Thormor-Ironmaker,,,,,,,,,,
Thoros-of-Myr,Thoros-of-Myr,Thoros,red-wizard,Ember,,,,,,,
Three-Tooth,Three-Tooth,,,,,,,,,,
Tickler,Tickler,,,,,,,,,,
Timeon,Timeon,,,,,,,,,,
Timoth,Timoth,,,,,,,,,,
