Adrack-Humble,Adrack-Humble,,,,,,,,,,,,,,,
Aegon-Frey-(son-of-Stevron),Jinglebell-Frey,Jinglebell,Aegon-Frey,,,,,,,,,,,,,
Horton-Redfort,Lord-of-Redfort,Horton-Redfort,Lord-Redfort,Lord-Horton,Redfort,Horton,,,,,,,,,,
Hosteen-Frey,Ser-Hosteen-Frey,Hosteen-Frey,Ser-Hosteen,Hosteen,,,,,,,,,,,,
Hoster-Blackwood,Hoster-Blackwood,Hoster,Hos,,,,,,,,,,,,,
Hother-Umber,Whoresbane-Umber,Old-Whoresbane,Hother-Umber,Whoresbane,Hother,,,,,,,,,,,
Howd-Wanderer,Howd-Wanderer,,,,,,,,,,,,,,,
Hugh-Grandison,Hugh-Grandison,Lord-Hugh-Grandison,Lord-Grandison,Greybeard,,,,,,,,,,,,
Hugh-Hungerford,Hugh-Hungerford,Hungerford,Hugh,,,,,,,,,,,,,
Hugo-Wull,Hugo-Wull,Big-Bucket-Wull,,,,,,,,,,,,,,
Hugor-of-the-Hill,Hugor-of-the-Hill,,,,,,,,,,,,,,,
Hullen,Hullen,,,,,,,,,,,,,,,
Humfrey-Clifton,Humfrey-Clifton,Ser-Humfrey-Clifton,,,,,,,,,,,,,,
Humfrey-Hewett,Humfrey-Hewett,Lord-Humfrey-Hewett,Lord-Hewett,,,,,,,,,,,,,
Humfrey-Wagstaff,Humfrey-Wagstaff,Ser-Humfrey,Wagstaff,,,,,,,,,,,,,
Illyrio-Mopatis,Illyrio-Mopatis,Mopatis,Magister-Illyrio,Illyrio,,,,,,,,,,,,
Ilyn-Payne,Ser-Ilyn-Payne,Ilyn-Payne,Ser-Ilyn,Ilyn,,,,,,,,,,,,
Irri,Irri,,,,,,,,,,,,,,,
Ithoke,Ithoke,Fearless-Ithoke,,,,,,,,,,,,,,
Izembaro,Izembaro,,,,,,,,,,,,,,,
Jace,Jace,,,,,,,,,,,,,,,
Jack-Bulwer,Black-Jack-Bulwer,Jack-Bulwer,Black-Jack,,,,,,,,,,,,,
Jack-Crabb,Red-Jack-Crabb,Jack-Crabb,,,,,,,,,,,,,,
Jack-Musgood,Jack-Musgood,Jolly-Jack,,,,,,,,,,,,,,
Jaehaerys-I-Targaryen,Jaehaerys-the-Conciliator,Jaehaerys-the-Wise,King-Jaehaerys,Conciliator,Jaehaerys,,,,,,,,,,,
Jaehaerys-II-Targaryen,Jaehaerys-Aegon-V,,,,,,,,,,,,,,,
Jaime-Lannister,Jaime-Lannister,Jaime,Kingslayer,Lord-Commander-Jaime,,,,,,,,,,,,
Janos-Slynt,Lord-Janos-Slynt,Janos-Slynt,Lord-Slynt,Lord-Janos,Janos,,,,,,,,,,,
Jaqen-Hghar,Jaqen-Hghar,Jaqen,,,,,,,,,,,,,,
Jared-Frey,Ser-Jared-Frey,Ser-Jared,Jared-Frey,Jared,,,,,,,,,,,,
Jaremy-Rykker,Ser-Jaremy-Rykker,Jaremy-Rykker,Ser-Jaremy,,,,,,,,,,,,,
Jarl,Jarl,,,,,,,,,,,,,,,
Jarman-Buckwell,Jarman-Buckwell,Jarman,Jarmen-Buckwell,Jarmen,Buckwell,,,,,,,,,,,
Jax,Jax,,,,,,,,,,,,,,,
Jenny-(Oldstones),Jenny,Jenny-of-Oldstones,,,,,,,,,,,,,,
Jeor-Mormont,Lord-Commander-Mormont,Lord-Mormont,Jeor-Mormont,Old-Bear,,,,,,,,,,,,
Jeyne-Poole,Jeyne-Poole,Poole,Jeyne,false-Arya,false-Lady-Arya,,,,,,,,,,,
Jezhene,Jezhene,,,,,,,,,,,,,,,
Jhaqo,Jhaqo,Khal-Jhaqo,Ko-Jhaqo,,,,,,,,,,,,,
Jhiqui,Jhiqui,,,,,,,,,,,,,,,
Jhogo,Jhogo,,,,,,,,,,,,,,,
Joanna-Lannister,Lady-Joanna-of-Casterly-Rock,Lady-Joanna,Joanna,,,,,,,,,,,,,
Jocelyn-Swyft,Jocelyn-Swyft,Lady-Jocelyn,Jocelyn,,,,,,,,,,,,,
Joffrey-Baratheon,Joffrey,Joff,Young-Usurper,king-Joffrey,,,,,,,,,,,,
Jojen-Reed,Jojen-Reed,Jojen,,,,,,,,,,,,,,
Jokin,Jokin,,,,,,,,,,,,,,,
Jon-Arryn,Jon-Arryn,,,,,,,,,,,,,,,
Jon-Connington,Lord-Jon-Connington,Lord-Connington,Lord-of-Griffin,Jon-Connington,Lord-Jon,Griff,JonC,,,,,,,,,
Jon-Snow,Lord-Crow,Lord-Snow,Jon-Snow,Jon,Lord-Commander,Lord-of-Winterfell-Jon,Warden-of-the-North-Jon,,Jon-Stark-Snow,,,,,,,
Jon-Stark,Jon-Stark,King-Jon-Stark,,,,,,,,,,,,,,
Jon-Umber-(Greatjon),Greatjon-Umber,Lord-Umber,Greatjon,,,,,,,,,,,,,
Jonos-Bracken,Lord-Jonos-Bracken,Jonos-Bracken,Lord-Bracken,Lord-Jonos,Jonos,,,,,,,,,,,
Jorah-Mormont,Ser-Jorah-Mormont,Jorah-Mormont,Ser-Jorah,Jorah,,,,,,,,,,,,
Joramun,Joramun,,,,,,,,,,,,,,,
Jorelle-Mormont,Jorelle-Mormont,,,,,,,,,,,,,,,
Jory-Cassel,Jory-Cassel,Jory,,,,,,,,,,,,,,
Josmyn-Peckledon,Josmyn-Peckledon,Peck,,,,,,,,,,,,,,
Justin-Massey,Ser-Justin-Massey,Justin-Massey,Ser-Justin,Justin,,,,,,,,,,,,
Kasporio,Kasporio-the-Cunning,Kasporio-the-Cunt,Kasporio,,,,,,,,,,,,,
Kedge-Whiteye,Kedge-Whiteye,,,,,,,,,,,,,,,
Kedry,Maester-Kedry,Kedry,,,,,,,,,,,,,,
Kegs,Kegs,,,,,,,,,,,,,,,
Kem,Kem,,,,,,,,,,,,,,,
Kennet,Kennet,,,,,,,,,,,,,,,
Kennos-of-Kayce,Kennos-of-Kayce,Ser-Kennos,,,,,,,,,,,,,,
Kerwin,Maester-Kerwin,Kerwin,,,,,,,,,,,,,,
Kevan-Lannister,Ser-Kevan-Lannister,Kevan-Lannister,Ser-Kevan,Kevan,,,,,,,,,,,,
Kezmya,Kezmya,,,,,,,,,,,,,,,
Khrazz,Khrazz,,,,,,,,,,,,,,,
Kindly-Man,the-kindly-man,The-kindly-man,kindly-man,,,,,,,,,,,,,
King-Cutthroat,King-Cutthroat,,,,,,,,,,,,,,,
Korra,Korra,Lady-Korra,Korra-the-Cruel,,,,,,,,,,,,,
Kraznys-mo-Nakloz,Good-Master-Kraznys,Kraznys-mo-Nakloz,Master-Kraznys,Kraznys,,,,,,,,,,,,
Kyleg,Kyleg,Kyleg-of-the-Wooden-Ear,,,,,,,,,,,,,,
Kyra,Kyra,,,,,,,,,,,,,,,
Lacey,Lacey,,,,,,,,,,,,,,,
Lambert-Whitewater,Lambert-Whitewater,Ser-Lambert-Whitewater,Ser-Lambert,,,,,,,,,,,,,
Lamprey,Lamprey,,,,,,,,,,,,,,,
Lancel-Lannister,Lancel-Lannister,Ser-Lancel,Lancel,,,,,,,,,,,,,
Lann-the-Clever,Lann-the-Clever,Lann,,,,,,,,,,,,,,
Larraq,Larraq,Larraq-the-Lash,,,,,,,,,,,,,,
Laswell-Peake,Laswell-Peake,Peake,,,,,,,,,,,,,,
Leaf,Leaf,,,,,,,,,,,,,,,
Leathers,Leathers,,,,,,,,,,,,,,,
Left-Hand-Lew,Left-Hand-Lew,,,,,,,,,,,,,,,
Lemore,Septa-Lemore,Lady-Lemore,Lemore,,,,,,,,,,,,,
Leona-Tyrell,Leona-Tyrell,,,,,,,,,,,,,,,
Leona-Woolfield,Lady-Leona,Leona,Leona-Manderly,,,,,,,,,,,,,
Lester-Morrigen,Lester-Morrigen,Lord-Lester-Morrigen,Lord-Morrigen,,,,,,,,,,,,,
Lewis-Lanster,Lewis-Lanster,,,,,,,,,,,,,,,
Lewyn-Martell,Lewyn-Martell,Prince-Lewyn,Lewyn,,,,,,,,,,,,,
Lollys-Stokeworth,Lollys-Stokeworth,Lady-Lollys,Lollys,,,,,,,,,,,,,
Lomas-Longstrider,Lomas-Longstrider,,,,,,,,,,,,,,,
Longwater-Pyke,Longwater-Pyke,,,,,,,,,,,,,,,
Loras-Tyrell,Knight-of-Flowers,Loras-Tyrell,Ser-Loras,Loras,,,,,,,,,,,,
Lord-Fell,Lord-Fell,Lord-of-Felwood,,,,,,,,,,,,,,
Lord-Lothston,Lord-Lothston,Lothston,,,,,,,,,,,,,,
Lord-Slate,Lord-Slate,,,,,,,,,,,,,,,
Lord-Sweet,Lord-Sweet,,,,,,,,,,,,,,,
Lord-Whent,Old-Lord-Whent,Lord-Whent,,,,,,,,,,,,,,
Lordling,lordling,,,,,,,,,,,,,,,
Lorent-Caswell,Lord-Lorent-Caswell,Lorent-Caswell,Lord-Caswell,Caswell,,,,,,,,,,,,
Lorent-Tyrell,Lorent-Tyrell,Lorent,,,,,,,,,,,,,,
Loreza-Sand,Loreza-Sand,Loreza,,,,,,,,,,,,,,
Lorren,Lorren-Longaxe,Longaxe,Lorren,,,,,,,,,,,,,
Loyal-Spear,Loyal-Spear,,,,,,,,,,,,,,,
Lucas-Blackwood,Lucas-Blackwood,Lucas,,,,,,,,,,,,,,
Lucas-Codd,Left-Hand-Lucas-Codd,Lucas-Codd,,,,,,,,,,,,,,
Lucifer-Long,Lucifer-Long,Ser-Lucifer-Long,Ser-Lucifer,,,,,,,,,,,,,
Luke-of-Longtown,Luke-of-Longtown,,,,,,,,,,,,,,,
Luton,Luton,,,,,,,,,,,,,,,
Luwin,Maester-Luwin,Luwin,,,,,,,,,,,,,,
Lyanna-Mormont,Lyanna-Mormont,Lyanna,,,,,,,,,,,,,,
Lyanna-Stark,Lyanna-Stark-of-Winterfell,Lady-Lyanna,Lyanna-Stark,,,,,,,,,,,,,
Lymond-Pease,Lymond-Pease,Pease,,,,,,,,,,,,,,
Lynesse-Hightower,Lynesse-Mormont,Lady-Lynesse,Lynesse,Lynesse-Hightower,,,,,,,,,,,,
Lyra-Mormont,Lyra-Mormont,Lyra,,,,,,,,,,,,,,
Lysa-Arryn,Lady-of-the-Eyrie,Lady-Arryn,Lysa-Arryn,Lysa,,,,,,,,,,,,
Lysono-Maar,Lysono-Maar,Lysono,,,,,,,,,,,,,,
Mace-Tyrell,Lord-Mace-Tyrell,Mace-Tyrell,Lord-Tyrell,Mace,Kings-Hand-Mace,,,,,,,,,,,
Maege-Mormont,Maege-Mormont,Lady-Maege,Maege,,,,,,,,,,,,,
Maegor-I-Targaryen,Maegor-the-Cruel,King-Maegor,Maegor,,,,,,,,,,,,,
Maelys-Blackfyre,Maelys-Blackfyre,Maelys-the-Monstrous,,,,,,,,,,,,,,
Mag-Mar-Tun-Doh-Weg,Mag-Mar-Tun-Doh-Weg,Mag-the-Mighty,king-of-the-giants,,,,,,,,,,,,,
Mago,Mago,,,,,,,,,,,,,,,
Malaquo-Maegyr,Malaquo-Maegyr,Triarch-Malaquo-Maegyr,Triarch-Malaquo,Malaquo,,,,,,,,,,,,
Malegorn,Ser-Malegorn-of-Redpool,Ser-Malegorn,Malegorn,,,,,,,,,,,,,
Malo-Jayn,Malo-Jayn,Malo,,,,,,,,,,,,,,
Mance-Rayder,Mance-Rayder,Rayder,Mance,Abel,unburnt-king,King-Beyond-the-Wall,wildling-king,,,,,,,,,
Manfryd-Merlyn,Manfryd-Merlyn,,,,,,,,,,,,,,,
Manly-Stokeworth,Manly-Stokeworth,,,,,,,,,,,,,,,
Margaery-Tyrell,Margaery-Tyrell,Queen-Margaery,Margaery,queen-Margaery,,,,,,,,,,,,
Marghaz-zo-Loraq,Marghaz-zo-Loraq,Marghaz,,,,,,,,,,,,,,
Maris,Black-Maris,Maris,,,,,,,,,,,,,,
Marlon-Manderly,Ser-Marlon-Manderly,Marlon-Manderly,Ser-Marlon,Marlon,,,,,,,,,,,,
Maron-Greyjoy,Maron-Greyjoy,Maron,,,,,,,,,,,,,,
Marq-Grafton,Marq-Grafton,,,,,,,,,,,,,,,
Marq-Mandrake,Marq-Mandrake,,,,,,,,,,,,,,,
Marselen,Marselen,,,,,,,,,,,,,,,
Martyn-Lannister,Martyn-Lannister,,,,,,,,,,,,,,,
Marya-Seaworth,Marya-Seaworth,Lady-Marya,Marya,,,,,,,,,,,,,
Mathis-Rowan,Mathis-Rowan,Lord-Mathis-Rowan,,,,,,,,,,,,,,
Mazdhan-zo-Loraq,Mazdhan-zo-Loraq,Mazdhan-the-Magnificent,,,,,,,,,,,,,,
Medger-Cerwyn,Lord-Medger-Cerwyn,Lord-Cerwyn,Medger-Cerwyn,,,,,,,,,,,,,
Medrick,Medrick,Maester-Medrick,,,,,,,,,,,,,,
Meera-Reed,Meera-Reed,Meera,,,,,,,,,,,,,,
Meha,Meha,,,,,,,,,,,,,,,
Mekko,Khal-Mekko,Mekko,,,,,,,,,,,,,,
Mela,Mela,,,,,,,,,,,,,,,
Melara-Hetherspoon,Melara-Hetherspoon,Hetherspoon,Melara,,,,,,,,,,,,,
Melisandre,Melisandre-of-Asshai,Lady-Melisandre,Melisandre,Lady-Red,red-priestess,red-woman,,,,,,,,,,
Melissa-Blackwood,Melissa-Blackwood,Lady-Melissa-Blackwood,Lady-Melissa,,,,,,,,,,,,,
Meralyn,Meralyn,,,,,,,,,,,,,,,
Meris,Pretty-Meris,Meris,,,,,,,,,,,,,,
Merling-Queen,Merling-Queen,,,,,,,,,,,,,,,
Merrel,Merrel,,,,,,,,,,,,,,,
Merrett-Frey,Merrett-Frey,Merrett,,,,,,,,,,,,,,
Meryn-Trant,Ser-Meryn-Trant,Meryn-Trant,Ser-Meryn,Meryn,,,,,,,,,,,,
Methyso,Methyso,,,,,,,,,,,,,,,
Mezzara,Mezzara,,,,,,,,,,,,,,,
Mikken,Mikken,,,,,,,,,,,,,,,
Miklaz,Miklaz,,,,,,,,,,,,,,,
Mirri-Maz-Duur,Mirri-Maz-Duur,Maz-Duur,Mirri,Maz,Duur,,,,,,,,,,,
Missandei,Missandei,,,,,,,,,,,,,,,
Moelle,Septa-Moelle,Moelle,,,,,,,,,,,,,,
Mollono-Yos-Dob,Mollono-Yos-Dob,,,,,,,,,,,,,,,
Moon-Boy,Moon-Boy,,,,,,,,,,,,,,,
Moqorro,Moqorro,red-priest-Moqorro,Black-Flame,,,,,,,,,,,,,
Morgan,Morgan,,,,,,,,,,,,,,,
Morgan-Liddle,Morgan-Liddle,Middle-Liddle,,,,,,,,,,,,,,
Morghar-zo-Zherzyn,Morghar-zo-Zherzyn,Drunken-Conquerer,,,,,,,,,,,,,,
Morghaz-zo-Zherzyn,Morghaz-zo-Zherzyn,Drunken-Conqueror,,,,,,,,,,,,,,
Morgo,Morgo,,,,,,,,,,,,,,,
Moribald-Chester,Moribald-Chester,Lord-Moribald-Chester,Lord-Chester,,,,,,,,,,,,,
Morna,Morna,Morna-White-Mask,,,,,,,,,,,,,,
Mors-Umber,Crowfood-Umber,Mors-Crowfood,Mors-Umber,Crowfood,Mors,,,,,,,,,,,
Mossador,Mossador,,,,,,,,,,,,,,,
Mother-Mole,Mother-Mole,,,,,,,,,,,,,,,
Motho,Motho,Khal-Motho,,,,,,,,,,,,,,
Mullin,Mullin,Maester-Mullin,,,,,,,,,,,,,,
Mully,Mully,,,,,,,,,,,,,,,
Munda,Munda,,,,,,,,,,,,,,,
Munkun,Maester-Munkun,Grand-Maester-Munkun,Munkun,Munken,Grand-Maester-Munken,,,,,,,,,,,
Myles-(Maester),maester-Myles,Maester-Myles,,,,,,,,,,,,,,
Myles-Toyne,Ser-Myles-Toyne,Myles-Toyne,Blackheart,Myles,,,,,,,,,,,,
Myrcella-Baratheon,Myrcella-Baratheon,Princess-Myrcella,Myrcella,,,,,,,,,,,,,
Myria-Jordayne,Myria-Jordayne,Lady-Jordayne,,,,,,,,,,,,,,
Myrio-Myrakis,Myrio-Myrakis,,,,,,,,,,,,,,,
Myrtle,Myrtle,,,,,,,,,,,,,,,
Nail,Nail,,,,,,,,,,,,,,,
Nan,Old-Nan,Nan,,,,,,,,,,,,,,
Narbert-Grandison,Ser-Narbert,Narbert,Narbert-Grandison,,,,,,,,,,,,,
Ned-Woods,Ned-Woods,Noseless-Ned,,,,,,,,,,,,,,
Nissa-Nissa,Nissa-Nissa,,,,,,,,,,,,,,,
Nurse,Nurse,,,,,,,,,,,,,,,
Nute,Nute-the-Barber,Barber,Nute,,,,,,,,,,,,,
Nyessos-Vhassar,Triarch-Nyessos,Nyessos-Vhassar,Nyessos,,,,,,,,,,,,,
Nymeria,Nymeria,,,,,,,,,,,,,,,
Nymeria-Sand,Lady-Nym,Nymeria-Sand,,,,,,,,,,,,,,
Obara-Sand,Obara-Sand,Obara,,,,,,,,,,,,,,
Obella-Sand,Obella-Sand,Obella,,,,,,,,,,,,,,
Oberyn-Martell,Oberyn-Nymeros-Martell,Prince-Oberyn-of-Dorne,Prince-Oberyn-Martell,Red-Viper-of-Dorne,Oberyn-of-Dorne,Oberyn-Martell,Prince-Oberyn,Red-Viper,Oberyn,prince-Oberyn,,,,,,
Old-Bill-Bone,Old-Bill-Bone,,,,,,,,,,,,,,,
Old-Grey-Gull,Old-Grey-Gull,,,,,,,,,,,,,,,
Ondrew-Locke,Lord-Ondrew-Locke,Ondrew-Locke,Lord-Locke,,,,,,,,,,,,,
Oppo,Oppo,,,,,,,,,,,,,,,
Ordello,Ordello,Magister-Ordello,,,,,,,,,,,,,,
Orell,Orell,,,,,,,,,,,,,,,
Ormond-(knight),Ormond,Ser-Ormond,,,,,,,,,,,,,,
Ormund-Wylde,Ormund-Wylde,Ser-Ormund-Wylde,Ser-Ormund,,,,,,,,,,,,,
Orson-Stone,Ser-Orson-Stone,Orson-Stone,Ser-Orson,Orson,,,,,,,,,,,,
Orton-Merryweather,Orton-Merryweather,Lord-Merryweather,Lord-Orton,Orton,,,,,,,,,,,,
Osfryd-Kettleblack,Osfryd-Kettleblack,Osfryd,,,,,,,,,,,,,,
Osgood-Arryn,Osgood-Arryn,King-Osgood-Arryn,Old-Falcon,,,,,,,,,,,,,
Osmund-Kettleblack,Osmund-Kettleblack,Osmund,,,,,,,,,,,,,,
Osney-Kettleblack,Ser-Osney-Kettleblack,Osney-Kettleblack,Ser-Osney,Osney,,,,,,,,,,,,
Oswell-Whent,Ser-Oswell-Whent,Ser-Oswell,Oswell-Whent,Whent,,,,,,,,,,,,
Othell-Yarwyck,First-Builder-Othell-Yarwyck,Othell-Yarwyck,Yarwyck,Othell,First-Builder,,,,,,,,,,,
Owen,Owen-the-Oaf,Owen,Oaf,,,,,,,,,,,,,
Oznak-zo-Pahl,Oznak-zo-Pahl,Oznak,,,,,,,,,,,,,,
Paezhar-zo-Myraq,Paezhar-zo-Myraq,Little-Pigeon,,,,,,,,,,,,,,
Parquello-Vaelaros,Parquello-Vaelaros,Parquello,,,,,,,,,,,,,,
Patchface,Patchface,,,,,,,,,,,,,,,
Pate-(Night's-Watch),Pate,,,,,,,,,,,,,,,
Patrek-of-Kings-Mountain,Ser-Patrek-of-Kings-Mountain,Ser-Patrek,Patrek,,,,,,,,,,,,,
Paxter-Redwyne,Lord-of-the-Arbor,Paxter-Redwyne,Lord-Redwyne,Paxter,,,,,,,,,,,,
Penny,Penny,dwarf-girl,Lady-Imp,,,,,,,,,,,,,
Perfumed-Hero,Perfumed-Hero,,,,,,,,,,,,,,,
Perkin-Follard,Perkin-Follard,Ser-Perkin-Follard,Ser-Perkin,,,,,,,,,,,,,
Perriane-Haigh,Perriane-Haigh,Perriane,,,,,,,,,,,,,,
Petyr-Baelish,Lord-Littlefinger,Petyr-Baelish,Littlefinger,Baelish,Petyr,,,,,,,,,,,
Pono,Khal-Pono,Ko-Pono,Pono,,,,,,,,,,,,,
Prendahl-na-Ghezn,Prendahl-na-Ghezn,Prendahl,,,,,,,,,,,,,,
Prince-of-Pentos,Prince-of-Pentos,prince-Pentos,,,,,,,,,,,,,,
Pyat-Pree,Pyat-Pree,Pyat,Pree,,,,,,,,,,,,,
Pycelle,Grand-Maester-Pycelle,Maester-Pycelle,Grand-Maester,Pycelle,,,,,,,,,,,,
Pylos,Maester-Pylos,Pylos,,,,,,,,,,,,,,
Pynto,Pynto,,,,,,,,,,,,,,,
Pypar,Pyp,Pypar,,,,,,,,,,,,,,
Pytho-Malanon,Pytho-Malanon,,,,,,,,,,,,,,,
Qarl-Kenning,Qarl-Kenning,Queer-Qarl-Kenning,,,,,,,,,,,,,,
Qarl-Quickaxe,Qarl-Quickaxe,,,,,,,,,,,,,,,
Qarl-the-Maid,Qarl-the-Maid,Qarl,,,,,,,,,,,,,,
Qarl-the-Thrall,Qarl-the-Thrall,,,,,,,,,,,,,,,
Qavo-Nogarys,Qavo-Nogarys,Nogarys,Qavo,,,,,,,,,,,,,
Qezza,Qezza,,,,,,,,,,,,,,,
Qhorin-Halfhand,Qhorin-Halfhand,Halfhand,Qhorin,,,,,,,,,,,,,
Quaithe,Quaithe-of-the-Shadow,Quaithe,,,,,,,,,,,,,,
Quaro,Quaro,,,,,,,,,,,,,,,
Queen-Whore,Queen-Whore,,,,,,,,,,,,,,,
Quellon-Greyjoy,Quellon-Greyjoy,Lord-Quellon,Quellon,,,,,,,,,,,,,
Quenton-Greyjoy,Quenton-Greyjoy,Quenton,,,,,,,,,,,,,,
Quentyn-Martell,Quentyn-Martell,Prince-Quentyn,Prince-Frog,Quentyn,Frog,dragonrider,princeling,Quent,Dornish-prince,prince-Quentyn,,,,,,
Qyburn,Lord-Qyburn,Qyburn,,,,,,,,,,,,,,
Rafford,Rafford,Raff-the-Sweetling,Raff,,,,,,,,,,,,,
Rainbow-Knight,Rainbow-Knight,,,,,,,,,,,,,,,
Rakharo,Rakharo,,,,,,,,,,,,,,,
Ralf-(Limper),Ralf-the-Limper,,,,,,,,,,,,,,,
Ralf-Kenning,Ralf-Kenning,,,,,,,,,,,,,,,
Ralf-Stonehouse,Red-Ralf-Stonehouse,Red-Ralf,,,,,,,,,,,,,,
Ramsay-Snow,Ramsay-Bolton,Lord-Ramsay,Ramsay-Snow,Ramsay,Bastard-of-Bolton,Lord-of-Winterfell,Warden-of-the-North,,,,,,,,,
Randyll-Tarly,Lord-Randyll-Tarly,Randyll-Tarly,Lord-Randyll,Lord-Tarly,Randyll,,,,,,,,,,,
Rat-Cook,Rat-Cook,,,,,,,,,,,,,,,
Rattleshirt,Lord-of-Bones,Rattleshirt,,,,,,,,,,,,,,
Raymun-Redbeard,Raymun-Redbeard,Raymun,King-Beyond-the-Wall-Raymun,,,,,,,,,,,,,
Raymund-Connington,Raymund-Connington,Raymund,,,,,,,,,,,,,,
Red-Alyn-of-the-Rosewood,Red-Alyn-of-the-Rosewood,Red-Alyn,,,,,,,,,,,,,,
Red-Lamb,Red-Lamb,,,,,,,,,,,,,,,
Red-Oarsman,Red-Oarsman,,,,,,,,,,,,,,,
Redwyn,Redwyn,,,,,,,,,,,,,,,
Renly-Baratheon,Lord-Renly-Baratheon,Lord-Renly,Lord-of-Storm-End,King-Renly,Renly-Baratheon,Renly,,,,,,,,,,
Reznak-mo-Reznak,Reznak-mo-Reznak,,,,,,,,,,,,,,,
Rhaegar-Frey,Rhaegar-Frey,,,,,,,,,,,,,,,
Rhaegar-Targaryen,Rhaegar-Targaryen,Prince-Rhaegar,Rhaegar,Prince-of-Dragonstone,prince-Rhaegar,,,,,,,,,,,
Rhaegel-Targaryen,Rhaegal,Rhaegel-Targaryen,,,,,,,,,,,,,,
Rhaego,Rhaego,,,,,,,,,,,,,,,
Rhaella-Targaryen,Queen-Rhaella,Princess-Rhaella,queen-Rhaella,Rhaella,,,,,,,,,,,,
Rhaenyra-Targaryen,Rhaenyra-Targaryen,Princess-Rhaenyra,Rhaenyra,,,,,,,,,,,,,
Rhaenys-Targaryen-(daughter-of-Rhaegar),Princess-Rhaenys,Rhaenys-Targaryen,Rhaenys,,,,,,,,,,,,,
Rhodry,Rhodry,Maester-Rhodry,,,,,,,,,,,,,,
Ricasso,Ricasso,,,,,,,,,,,,,,,
Richard-Horpe,Ser-Richard-Horpe,Richard-Horpe,Ser-Richard,Richard,,,,,,,,,,,,
Rickard-Karstark,Rickard-Karstark,Lord-Karstark,Lord-Rickard,,,,,,,,,,,,,
Rickard-Ryswell,Rickard-Ryswell,,,,,,,,,,,,,,,
Rickard-Stark,Rickard-Stark,,,,,,,,,,,,,,,
Rickon-Stark,Rickon,Rickon-Stark,,,,,,,,,,,,,,
Robb-Stark,Robb-Stark,King-Robb,Robb,Lord-Robb-Stark,Young-Wolf,king-Robb,,,,,,,,,,
Robert-Baratheon,Robert-Baratheon,King-Robert,Usurper,Robert,king-Robert,,,,,,,,,,,
Robert-Blackwood,Robert-Blackwood,,,,,,,,,,,,,,,
Robert-Strong,Robert-Strong,Ser-Robert,Ser-Robert-Strong,slient-giant,,,,,,,,,,,,
Robett-Glover,Robett-Glover,Robett,,,,,,,,,,,,,,
Robin-Peasebury,Lord-Peasebury,Peasebury,,,,,,,,,,,,,,
Rodrik-Cassel,Rodrik-Cassel,Ser-Rodrik,,,,,,,,,,,,,,
Rodrik-Harlaw,Rodrik-Harlaw,Lord-Rodrik,Rodrik-the-Reader,,,,,,,,,,,,,
Rodrik-Ryswell,Rodrik-Ryswell,Lord-Rodrik-Ryswell,Lord-Ryswell,,,,,,,,,,,,,
Rodrik-Sparr,Rodrik-Sparr,Vole,,,,,,,,,,,,,,
Rodrik-Stark,Rodrik-Stark,,,,,,,,,,,,,,,
Roger-Ryswell,Roger-Ryswell,Roger,,,,,,,,,,,,,,
Roggo,Roggo,Red-Roggo,,,,,,,,,,,,,,
Roggon-Rustbeard,Roggon-Rustbeard,Roggon,,,,,,,,,,,,,,
Rolfe,Red-Rolfe,Rolfe,,,,,,,,,,,,,,
Rolfe-the-Dwarf,Rolfe-the-Dwarf,,,,,,,,,,,,,,,
Rolly-Duckfield,Ser-Rolly-Duckfield,Rolly-Duckfield,Ser-Rolly,Ser-Duck,Rolly,Duck,big-man-Duck,,,,,,,,,
Rommo,Rommo,,,,,,,,,,,,,,,
Ronald-Connington,Ronald-Connington,Ser-Ronald,Knight-of-Griffins-Roost-Ronald,Ronald,,,,,,,,,,,,
Ronald-Storm,Ronald-Storm,,,,,,,,,,,,,,,
Ronnet-Connington,Ronnet-Connington,Ser-Ronnet,Red-Ronnet,Ronnet,Knight-of-Griffins-Roost,,,,,,,,,,,
Rook,Rook,,,,,,,,,,,,,,,
Roose-Bolton,Lord-of-the-Dreadfort,Roose-Bolton,Lord-Bolton,Lord-Roose,,,,,,,,,,,,
Roose-Ryswell,Roose-Ryswell,,,,,,,,,,,,,,,
Roro-Uhoris,Roro-Uhoris,Captain-of-Cobblecat,Blind-Bastard,,,,,,,,,,,,,
Rory,Rory,,,,,,,,,,,,,,,
Rossart,Lord-Rossart,Rossart,,,,,,,,,,,,,,
Rowan,Rowan,,,,,,,,,,,,,,,
Runceford-Redwyne,Runceford-Redwyne,Lord-Runceford-Redwyne,,,,,,,,,,,,,,
Rusty-Flowers,Rusty-Flowers,,,,,,,,,,,,,,,
Ryk,Longspear-Ryk,Longspear,Ryk,,,,,,,,,,,,,
Rylona-Rhee,Rylona-Rhee,,,,,,,,,,,,,,,
Ryman-Frey,Ryman-Frey,Ryman,,,,,,,,,,,,,,
Ryon-Allyrion,Ser-Ryon-Allyrion,Ryon-Allyrion,,,,,,,,,,,,,,
Saathos,Saathos-the-Wise,Saathos,,,,,,,,,,,,,,
Salladhor-Saan,Salladhor-the-Splendid,Salladhor-the-Smashed,Salladhor-the-Beggar,Salladhor-Saan,Salladhor,Salla,pirate-prince,,,,,,,,,
Sallor,Sallor,Sallor-the-Bald,,,,,,,,,,,,,,
