char 1, char2, index, text
Mance-Rayder (Mance), Stannis-Baratheon (King-Stannis), 310570, "the Wall was weeping.  "Mance knows the haunted forest better than any ranger;" Jon had told King-Stannis"
Jon-Snow (Jon), Mance-Rayder (King-Beyond-the-Wall), 310643, "than any ranger;" Jon had told King-Stannis; in his final effort to convince His Grace that the King-Beyond-the-Wall"
Stannis-Baratheon (King-Stannis), Mance-Rayder (King-Beyond-the-Wall), 310643, "than any ranger;" Jon had told King-Stannis; in his final effort to convince His Grace that the King-Beyond-the-Wall"
Mance-Rayder (King-Beyond-the-Wall), Tormund (Tormund-Giantsbane), 310718, "His Grace that the King-Beyond-the-Wall would be of more use to them alive than dead. "He knows Tormund-Giantsbane"
Tormund (Tormund-Giantsbane), Joramun (Joramun), 310776, "alive than dead. "He knows Tormund-Giantsbane. He has fought the Others. And he had the Horn of Joramun"
Jon-Snow (Jon-Snow), Stannis-Baratheon (king-Stannis), 311232, "the same." Her voice made Jon-Snow think of anise and nutmeg and cloves. She stood at the king-Stannis"
Godry-Farring (Ser-Godry), Mance-Rayder (King-Beyond-the-Wall), 312079, "is not right; Im not the xking; they;"  Ser-Godry gave a pull on the rope. The King-Beyond-the-Wall"
Godry-Farring (Godry), Mance-Rayder (Mance), 312219, "choking off his words. When he lost his feet; Godry dragged him the rest of the way. Mance"
Joramun (Joramun), Mance-Rayder (Mance), 312732, "the golden bands; the writing of the First Men. Joramun had died thousands of years ago; but Mance"
Mance-Rayder (Mance), Joramun (Joramun), 312810, "years ago; but Mance had found his grave beneath a glacier; high up in the Frostfangs. And Joramun"
Joramun (Joramun), Ygritte (Ygritte), 312875, "up in the Frostfangs. And Joramun blew the Horn of Winter; and woke giants from the earth. Ygritte"
Joramun (Joramun), Jon-Snow (Jon), 312888, "Frostfangs. And Joramun blew the Horn of Winter; and woke giants from the earth. Ygritte had told Jon"
Ygritte (Ygritte), Jon-Snow (Jon), 312888, "Frostfangs. And Joramun blew the Horn of Winter; and woke giants from the earth. Ygritte had told Jon"
Jon-Snow (Jon), Mance-Rayder (Mance), 312899, "Joramun blew the Horn of Winter; and woke giants from the earth. Ygritte had told Jon that Mance"
Ygritte (Ygritte), Mance-Rayder (Mance), 312899, "Joramun blew the Horn of Winter; and woke giants from the earth. Ygritte had told Jon that Mance"
Joramun (Joramun), Melisandre (Melisandre), 313293, "the free folk. They looked neither wild nor free;only hungry; frightened; numb.  "The Horn of Joramun?" Melisandre"
Azor-Ahai (Azor-Ahai), Stannis-Baratheon (Stannis), 313578, "children in their peril and sent a champion to them; Azor-Ahai reborn." She swept a hand toward Stannis"
Melisandre (Lady-Melisandre), Stannis-Baratheon (Stannis-Baratheon), 314448, "color in her cheeks.  Lady-Melisandre wore no crown; but every man there knew that she was Stannis-Baratheon"
Stannis-Baratheon (king-Stannis), Selyse-Florent (Queen-Selyse), 314594, "he had left to shiver at Eastwatch-by-the-Sea. Talk was; the king-Stannis did not mean to send for Queen-Selyse"
Selyse-Florent (Queen-Selyse), Jon-Snow (Jon), 314663, "did not mean to send for Queen-Selyse and their daughter until the Nightfort was ready for habitation. Jon"
Melisandre (Melisandre), Joramun (Joramun), 314969, ""FREE FOLK!" cried Melisandre. "Behold the fate of those who choose the darkness!"  The Horn of Joramun"
Melisandre (red-woman), Jon-Snow (Jon), 315810, "had ever been. He shrieked for mercy and cursed the red-woman and began to laugh hysterically.  Jon"
Jon-Snow (Jon), Ygritte (Ygritte), 316962, "if she had been carved of salt. She will not weep nor look away. Jon wondered what Ygritte"
Samwell-Tarly (Sam), Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), 317077, "done in her place. The women are the strong ones. He found himself thinking about Sam and Maester-Aemon"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Gilly (Gilly), 317090, "her place. The women are the strong ones. He found himself thinking about Sam and Maester-Aemon; about Gilly"
Samwell-Tarly (Sam), Gilly (Gilly), 317090, "her place. The women are the strong ones. He found himself thinking about Sam and Maester-Aemon; about Gilly"
Samwell-Tarly (Sam), Ygritte (Ygritte), 317342, "Did I feed them to the crabs instead? Last night he had dreamed of Sam drowning; of Ygritte"
Gilly (Gilly), Jon-Snow (Jon-Snow), 317475, "been his arrow; but in his dreams it always was); of Gilly weeping tears of blood.  Jon-Snow"
Gilly (Gilly), Ulmer (Ulmer-of-the-Kingswood), 317532, "always was); of Gilly weeping tears of blood.  Jon-Snow had seen enough. "Now;" he said.  Ulmer-of-the-Kingswood"
Jon-Snow (Jon-Snow), Ulmer (Ulmer-of-the-Kingswood), 317532, "always was); of Gilly weeping tears of blood.  Jon-Snow had seen enough. "Now;" he said.  Ulmer-of-the-Kingswood"
Donnel-Hill (Donnel-Hill), Garth-Greyfeather (Garth-Greyfeather), 317698, "and slipped a black arrow from his quiver. Sweet-Donnel-Hill threw back his hood to do the same. Garth-Greyfeather"
Donnel-Hill (Donnel-Hill), Bearded-Ben (Bearded-Ben), 317714, "a black arrow from his quiver. Sweet-Donnel-Hill threw back his hood to do the same. Garth-Greyfeather and Bearded-Ben"
Garth-Greyfeather (Garth-Greyfeather), Bearded-Ben (Bearded-Ben), 317714, "a black arrow from his quiver. Sweet-Donnel-Hill threw back his hood to do the same. Garth-Greyfeather and Bearded-Ben"
Bearded-Ben (Bearded-Ben), Mance-Rayder (Mance-Rayder), 317783, "to do the same. Garth-Greyfeather and Bearded-Ben nocked shafts; bent their bows; loosed.  One arrow took Mance-Rayder"
Garth-Greyfeather (Garth-Greyfeather), Mance-Rayder (Mance-Rayder), 317783, "to do the same. Garth-Greyfeather and Bearded-Ben nocked shafts; bent their bows; loosed.  One arrow took Mance-Rayder"
Jon-Snow (Jon), Mance-Rayder (Mance-Rayder), 318106, "the floor of his cage; wreathed in fire. "And now his Watch is done;" Jon murmured softly. Mance-Rayder"
Stannis-Baratheon (Stannis), Jon-Snow (Jon), 318265, "black cloak for one slashed with bright red silk.  Up on the platform; Stannis was scowling. Jon"
Stannis-Baratheon (Stannis-Baratheon), Jon-Snow (Jon), 319145, "GLORY!"  Stannis-Baratheon drew Lightbringer.  The sword glowed red and yellow and orange; alive with light. Jon"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 319716, "king blood?  "Westeros has but one king;" said Stannis. His voice rang harsh; with none of Melisandre"
Clayton-Suggs (Ser-Clayton-Suggs), Corliss-Penny (Ser-Corliss-Penny), 320165, ""OPEN THE GATES;" bellowed Ser-Clayton-Suggs; in a voice as deep as a warhorn. "OPEN THE GATES;" echoed Ser-Corliss-Penny"
Eddison-Tollett (Dolorous-Edd-Tollett), Melisandre (Melisandre), 320574, "left; clearing a path to the Wall; where Dolorous-Edd-Tollett pushed open the iron gate.  "Come;" urged Melisandre"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 322471, "So the new god devoured the corpse of the old; and cast gigantic shadows of Stannis and Melisandre"
Melisandre (Melisandre), Sigorn (Sigorn), 322546, "of Stannis and Melisandre upon the Wall; black against the ruddy red reflections on the ice.  Sigorn"
Stannis-Baratheon (Stannis), Sigorn (Sigorn), 322546, "of Stannis and Melisandre upon the Wall; black against the ruddy red reflections on the ice.  Sigorn"
Sigorn (Sigorn), Stannis-Baratheon (king-Stannis), 322593, "against the ruddy red reflections on the ice.  Sigorn was the first to kneel before the king-Stannis"
Stannis-Baratheon (king-Stannis), Sigorn (Magnar-of-Thenn), 322618, "red reflections on the ice.  Sigorn was the first to kneel before the king-Stannis. The new Magnar-of-Thenn"
Jon-Snow (Jon), Val (Val), 323114, "is cruel. Jon did not believe for a moment that he would keep faith. He wondered what Val"
Alfyn (Alfyn-Crowkiller), Halleck (Halleck), 323392, "revered by the peoples of the Milkwater. A scrawny dark-eyed boy of two-and-ten; the son of Alfyn-Crowkiller. Halleck"
Alfyn (Alfyn-Crowkiller), Harma (Harma), 323410, "peoples of the Milkwater. A scrawny dark-eyed boy of two-and-ten; the son of Alfyn-Crowkiller. Halleck; brother to Harma"
Halleck (Halleck), Harma (Harma), 323410, "peoples of the Milkwater. A scrawny dark-eyed boy of two-and-ten; the son of Alfyn-Crowkiller. Halleck; brother to Harma"
Alfyn (Alfyn-Crowkiller), Stannis-Baratheon (king-Stannis), 323476, "son of Alfyn-Crowkiller. Halleck; brother to Harma Dogshead; with her pigs. Each took a knee before the king-Stannis"
Halleck (Halleck), Stannis-Baratheon (king-Stannis), 323476, "son of Alfyn-Crowkiller. Halleck; brother to Harma Dogshead; with her pigs. Each took a knee before the king-Stannis"
Harma (Harma), Stannis-Baratheon (king-Stannis), 323476, "son of Alfyn-Crowkiller. Halleck; brother to Harma Dogshead; with her pigs. Each took a knee before the king-Stannis"
Stannis-Baratheon (king-Stannis), Jon-Snow (Jon), 323527, "Each took a knee before the king-Stannis.  It is too cold for this mummer show; thought Jon"
Jon-Snow (Jon), Stannis-Baratheon (Stannis), 323584, "is too cold for this mummer show; thought Jon. "The free folk despise kneelers;" he had warned Stannis"
Jon-Snow (Jon), Hareth-(Moles-Town) (Horse), 323838, "knelt; the wildlings shuffled past the ranks of the black brothers to the gate. Jon had detailed Horse"
Hareth-(Moles-Town) (Horse), Satin (Satin), 323848, "wildlings shuffled past the ranks of the black brothers to the gate. Jon had detailed Horse and Satin"
Jon-Snow (Jon), Satin (Satin), 323848, "wildlings shuffled past the ranks of the black brothers to the gate. Jon had detailed Horse and Satin"
Tormund (Tormund-Giantsbane), Jon-Snow (Jon), 324318, "not methodical. Soon or late; however; Tormund-Giantsbane would assault the Wall again; and when that hour came Jon"
Jon-Snow (Jon), Stannis-Baratheon (Stannis), 324346, "late; however; Tormund-Giantsbane would assault the Wall again; and when that hour came Jon wondered whose side Stannis"
Tormund (Tormund-Giantsbane), Stannis-Baratheon (Stannis), 324346, "late; however; Tormund-Giantsbane would assault the Wall again; and when that hour came Jon wondered whose side Stannis"
Mance-Rayder (Mance), Bowen-Marsh (Bowen-Marsh), 324505, "but the free folk choose their own kings; and it was Mance they chose; not you.  Bowen-Marsh"
Bowen-Marsh (Bowen-Marsh), Jon-Snow (Jon), 324536, "kings; and it was Mance they chose; not you.  Bowen-Marsh edged his mount up next to Jon"
Mance-Rayder (Mance), Jon-Snow (Jon), 324536, "kings; and it was Mance they chose; not you.  Bowen-Marsh edged his mount up next to Jon"
Jon-Snow (Jon), Bowen-Marsh (Lord-Steward), 324594, "edged his mount up next to Jon. "This is a day I never thought to see." The Lord-Steward"
Jon-Snow (Jon), Bowen-Marsh (Marsh), 324757, "Skulls. Part of one ear was gone. He no longer looks much like a pomegranate; Jon thought. Marsh"
Alliser-Thorne (Ser-Alliser), Janos-Slynt (Lord-Janos), 325165, "What would you know of honest men? "Quiet in the ranks." Ser-Alliser had grown more circumspect since Lord-Janos"
Janos-Slynt (Lord-Janos), Jon-Snow (Jon), 325220, "Ser-Alliser had grown more circumspect since Lord-Janos had lost his head; but the malice was still there. Jon"
Stannis-Baratheon (king-Stannis), Jon-Snow (Jon-Snow), 326154, "low; and the king-Stannis shadow on the Wall had shrunk to a quarter of its former height. Jon-Snow"
Jon-Snow (Jon), Stannis-Baratheon (Stannis), 327665, "the back of a mammoth; the other two afoot. Only the dead were left behind. Jon watched Stannis"
Jon-Snow (Jon), Melisandre (Melisandre), 327708, "other two afoot. Only the dead were left behind. Jon watched Stannis descend from the platform; with Melisandre"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 327708, "other two afoot. Only the dead were left behind. Jon watched Stannis descend from the platform; with Melisandre"
Melisandre (Melisandre), Stannis-Baratheon (king-Stannis), 327790, "platform; with Melisandre by his side. His red shadow. She never leaves his side for long. the king-Stannis"
Stannis-Baratheon (king-Stannis), Godry-Farring (Ser-Godry), 327832, "His red shadow. She never leaves his side for long. the king-Stannis honor guard fell in around them;Ser-Godry"
Godry-Farring (Ser-Godry), Clayton-Suggs (Ser-Clayton), 327845, "red shadow. She never leaves his side for long. the king-Stannis honor guard fell in around them;Ser-Godry; Ser-Clayton"
Stannis-Baratheon (king-Stannis), Clayton-Suggs (Ser-Clayton), 327845, "red shadow. She never leaves his side for long. the king-Stannis honor guard fell in around them;Ser-Godry; Ser-Clayton"
Bowen-Marsh (Lord-Steward), Jon-Snow (Jon), 327982, "knights; xqueen men all. Moonlight shimmered on their armor and the wind whipped at their cloaks. "Lord-Steward;" Jon"
Jon-Snow (Jon), Bowen-Marsh (Marsh), 327993, "men all. Moonlight shimmered on their armor and the wind whipped at their cloaks. "Lord-Steward;" Jon told Marsh"
Bowen-Marsh (Bowen-Marsh), Tormund (Tormund), 329472, "climb."  "Unlikely;" said Bowen-Marsh. "These are not raiders; out to steal a wife and some plunder. Tormund"
Jon-Snow (Jon), Bowen-Marsh (Marsh), 329829, "of the kettle and shove a spear through your belly. Jon had climbed the Wall himself.  Marsh"
Bowen-Marsh (Marsh), Mance-Rayder (Mance-Rayder), 329852, "and shove a spear through your belly. Jon had climbed the Wall himself.  Marsh went on. "Mance-Rayder"
Jon-Snow (Jon), Mance-Rayder (Mance-Rayder), 329852, "and shove a spear through your belly. Jon had climbed the Wall himself.  Marsh went on. "Mance-Rayder"
Bowen-Marsh (Bowen), Jon-Snow (Jon), 330686, "handful of old men; green boys; and cripples. Yet what Bowen was suggesting went against all of Jon"
Jon-Snow (Lord-Commander), Stannis-Baratheon (Stannis), 331099, "win the battle; my uncle used to say. No ground is higher than the Wall; Lord-Commander."  "Stannis"
Bowen-Marsh (Marsh), Jon-Snow (Lord-Snow), 331241, "wildlings who bend the knee. He will never permit us to seal the gates."  Marsh hesitated. "Lord-Snow"
Janos-Slynt (Janos-Slynt), Jon-Snow (Jon), 331535, "a warg as well. Janos-Slynt might be gone; but his lies lingered. "I know what they say." Jon"
Stannis-Baratheon (Lord-Stannis), Bowen-Marsh (Marsh), 331885, "him. And we owe him and his a debt."  "Lord-Stannis helped us when we needed help;" Marsh"
Tywin-Lannister (Kings-Hand-Tywin), Tyrion-Lannister (dwarf), 332345, "If the tales coming up the kingsroad could be believed; the Kings-Hand-Tywin had been murdered by his dwarf"
Tyrion-Lannister (dwarf), Jon-Snow (Jon), 332380, "could be believed; the Kings-Hand-Tywin had been murdered by his dwarf son whilst sitting on a privy. Jon"
Tywin-Lannister (Kings-Hand-Tywin), Jon-Snow (Jon), 332380, "could be believed; the Kings-Hand-Tywin had been murdered by his dwarf son whilst sitting on a privy. Jon"
Jon-Snow (Jon), Tyrion-Lannister (Tyrion-Lannister), 332407, "the Kings-Hand-Tywin had been murdered by his dwarf son whilst sitting on a privy. Jon had known Tyrion-Lannister"
Robert-Baratheon (King-Robert), Tommen-Baratheon (Tommen), 332792, "he may be; my lord; but ; King-Robert was well loved; and most men still accept that Tommen"
Tommen-Baratheon (Tommen), Stannis-Baratheon (Lord-Stannis), 332838, "well loved; and most men still accept that Tommen is his son. The more they see of Lord-Stannis"
Stannis-Baratheon (Lord-Stannis), Melisandre (Lady-Melisandre), 332906, "The more they see of Lord-Stannis the less they love him; and fewer still are fond of Lady-Melisandre"
Harma (Harma), Jon-Snow (Jon), 333973, "better than my old dream; where Harma Dogshead was feeding me to her pigs."  "Harma dead;" Jon"
Harma (Harma), Samwell-Tarly (Slayer), 334030, "pigs."  "Harma dead;" Jon said.  "But not the pigs. They look at me the way Slayer"
Jon-Snow (Jon), Samwell-Tarly (Slayer), 334030, "pigs."  "Harma dead;" Jon said.  "But not the pigs. They look at me the way Slayer"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Samwell-Tarly (Sam), 334453, "it was company he craved; not food. A cup of wine with Maester-Aemon; some quiet words with Sam"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Pypar (Pyp), 334476, "not food. A cup of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp"
Samwell-Tarly (Sam), Pypar (Pyp), 334476, "not food. A cup of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Grenn (Grenn), 334486, "A cup of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn"
Pypar (Pyp), Grenn (Grenn), 334486, "A cup of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn"
Samwell-Tarly (Sam), Grenn (Grenn), 334486, "A cup of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Todder (Toad), 334495, "of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad"
Grenn (Grenn), Todder (Toad), 334495, "of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad"
Pypar (Pyp), Todder (Toad), 334495, "of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad"
Samwell-Tarly (Sam), Todder (Toad), 334495, "of wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad"
Grenn (Grenn), Aemon-Targaryen-(Maester-Aemon) (Aemon), 334502, "wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon"
Pypar (Pyp), Aemon-Targaryen-(Maester-Aemon) (Aemon), 334502, "wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon"
Samwell-Tarly (Sam), Aemon-Targaryen-(Maester-Aemon) (Aemon), 334502, "wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon"
Todder (Toad), Aemon-Targaryen-(Maester-Aemon) (Aemon), 334502, "wine with Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon"
Aemon-Targaryen-(Maester-Aemon) (Aemon), Samwell-Tarly (Sam), 334510, "Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon and Sam"
Grenn (Grenn), Samwell-Tarly (Sam), 334510, "Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon and Sam"
Pypar (Pyp), Samwell-Tarly (Sam), 334510, "Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon and Sam"
Todder (Toad), Samwell-Tarly (Sam), 334510, "Maester-Aemon; some quiet words with Sam; a few laughs with Pyp and Grenn and Toad. Aemon and Sam"
Eddison-Tollett (Dolorous-Edd), Hobb (Hobb), 334686, "the men this evening."  "Boiled beef and beets." Dolorous-Edd always seemed to know what was cooking. "Hobb"
Grenn (Grenn), Todder (Toad), 335498, "pray for venison; my children; with some onions and a bit of tasty gravy." His friends laughed;Grenn; Toad"
Grenn (Grenn), Satin (Satin), 335505, "for venison; my children; with some onions and a bit of tasty gravy." His friends laughed;Grenn; Toad; Satin"
Todder (Toad), Satin (Satin), 335505, "for venison; my children; with some onions and a bit of tasty gravy." His friends laughed;Grenn; Toad; Satin"
Grenn (Grenn), Jon-Snow (Jon-Snow), 335539, "and a bit of tasty gravy." His friends laughed;Grenn; Toad; Satin; the whole lot of them.  Jon-Snow"
Satin (Satin), Jon-Snow (Jon-Snow), 335539, "and a bit of tasty gravy." His friends laughed;Grenn; Toad; Satin; the whole lot of them.  Jon-Snow"
Todder (Toad), Jon-Snow (Jon-Snow), 335539, "and a bit of tasty gravy." His friends laughed;Grenn; Toad; Satin; the whole lot of them.  Jon-Snow"
Jon-Snow (Jon-Snow), Pypar (Pyp), 335619, "them.  Jon-Snow did not join the laughter. "Making mock of another man prayer is fool work; Pyp"
Melisandre (priestess-Melisandre), Satin (Satin), 335780, "me down."  All the smiles had died. "It was the priestess-Melisandre we were laughing at;" said Satin"
Pypar (Pyp), Todder (Toad), 336230, "wont have bad blood between the xking men and my own."  Pyp laid a hand on Toad"
Pypar (Pyp), Jon-Snow (Lord-Snow), 336287, "own."  Pyp laid a hand on Toad arm. "Croak no more; brave Toad; for our Great Lord-Snow"
Todder (Toad), Jon-Snow (Lord-Snow), 336287, "own."  Pyp laid a hand on Toad arm. "Croak no more; brave Toad; for our Great Lord-Snow"
Jon-Snow (Lord-Snow), Pypar (Pyp), 336304, "laid a hand on Toad arm. "Croak no more; brave Toad; for our Great Lord-Snow has spoken." Pyp"
Todder (Toad), Pypar (Pyp), 336304, "laid a hand on Toad arm. "Croak no more; brave Toad; for our Great Lord-Snow has spoken." Pyp"
Pypar (Pyp), Jon-Snow (Jon), 336336, "no more; brave Toad; for our Great Lord-Snow has spoken." Pyp hopped to his feet and gave Jon"
Owen (Owen), Jon-Snow (Jon), 336768, "not." He hesitated. "My lord; will you sup with us? Owen; shove over and make room for Jon"
Jon-Snow (Lord-Commander), Eddison-Tollett (Edd), 337212, "to sit in judgment on them; or send them forth to die. "Another day;" the Lord-Commander lied. "Edd"
Val (Val), Stannis-Baratheon (Stannis), 337464, "the windows of the xKing Tower. Val stood on the tower roof; gazing up at the Wall. Stannis"
Jon-Snow (Jon), Ygritte (Ygritte), 337630, "did allow her to walk the battlements for exercise. She looks lonely; Jon thought. Lonely; and lovely. Ygritte"
Clydas (Clydas), Jon-Snow (Jon), 339443, "back of a gloved hand and spat.  Clydas still occupied the rooms beneath the rookery. At Jon"
Jon-Snow (Jon), Clydas (Clydas), 339565, "his hand; to open the door a crack. "Do I intrude?" asked Jon.  "Not at all." Clydas"
Clydas (Clydas), Jon-Snow (Jon), 339991, "pink eyes of some nocturnal creature. A few white hairs clung to his scalp. When Clydas poured; Jon"
Jon-Snow (Jon), Stannis-Baratheon (Stannis-Baratheon), 340408, "was brighter than Id ever seen it. As bright as the sun." Jon raised his cup. "To Stannis-Baratheon"
Aemon-Targaryen-(Maester-Aemon) (Maester-Aemon), Azor-Ahai (Azor-Ahai), 340855, "uncle. "I looked at that book Maester-Aemon left me. The Jade Compendium. The pages that told of Azor-Ahai"
Nissa-Nissa (Nissa-Nissa), Azor-Ahai (Azor-Ahai), 341084, "the touch; but warm as Nissa-Nissa had been warm. In battle the blade burned fiery hot. Once Azor-Ahai"
Denys-Mallister (Ser-Denys), Cotter-Pyke (Cotter-Pyke), 342481, "a pot of thick black ink. He wrote two letters; the first to Ser-Denys; the second to Cotter-Pyke"
Cotter-Pyke (Cotter-Pyke), Halder (Halder), 342538, "first to Ser-Denys; the second to Cotter-Pyke. Both of them had been hounding him for more men. Halder"
Denys-Mallister (Ser-Denys), Halder (Halder), 342538, "first to Ser-Denys; the second to Cotter-Pyke. Both of them had been hounding him for more men. Halder"
Cotter-Pyke (Cotter-Pyke), Todder (Toad), 342547, "Ser-Denys; the second to Cotter-Pyke. Both of them had been hounding him for more men. Halder and Toad"
Halder (Halder), Todder (Toad), 342547, "Ser-Denys; the second to Cotter-Pyke. Both of them had been hounding him for more men. Halder and Toad"
Halder (Halder), Grenn (Grenn), 342593, "had been hounding him for more men. Halder and Toad he dispatched west to the Shadow Tower; Grenn"
Todder (Toad), Grenn (Grenn), 342593, "had been hounding him for more men. Halder and Toad he dispatched west to the Shadow Tower; Grenn"
Grenn (Grenn), Pypar (Pyp), 342601, "hounding him for more men. Halder and Toad he dispatched west to the Shadow Tower; Grenn and Pyp"
Halder (Halder), Pypar (Pyp), 342601, "hounding him for more men. Halder and Toad he dispatched west to the Shadow Tower; Grenn and Pyp"
Todder (Toad), Pypar (Pyp), 342601, "hounding him for more men. Halder and Toad he dispatched west to the Shadow Tower; Grenn and Pyp"
Jeor-Mormont (Old-Bear), Jon-Snow (Jon), 342943, "above the window; the Old-Bear raven peered down at him with shrewd black eyes. My last friend; Jon"
Jon-Snow (Jon), Donal-Noye (Donal-Noye), 343175, "of him.  Jon rose and climbed the steps to the narrow bed that had once been Donal-Noye"
Daenerys-Targaryen (Khaleesi), Irri (Irri), 343750, "her dream he had been kissing her all over;her mouth; her neck; her breasts.  "No; Khaleesi;" Irri"
Daenerys-Targaryen (Khaleesi), Grey-Worm (eunuch-Worm), 343784, "kissing her all over;her mouth; her neck; her breasts.  "No; Khaleesi;" Irri murmured; "it is your eunuch-Worm"
Irri (Irri), Grey-Worm (eunuch-Worm), 343784, "kissing her all over;her mouth; her neck; her breasts.  "No; Khaleesi;" Irri murmured; "it is your eunuch-Worm"
Missandei (Missandei), Jhiqui (Jhiqui), 344092, "dream. She could hear the soft sounds of sobs. "Who is that weeping?"  "Your slave Missandei." Jhiqui"
Jhiqui (Jhiqui), Daenerys-Targaryen (Dany), 344155, ""Your slave Missandei." Jhiqui had a taper in her hand.  "My servant. I have no slaves." Dany"
Missandei (Missandei), Daenerys-Targaryen (Dany), 344155, ""Your slave Missandei." Jhiqui had a taper in her hand.  "My servant. I have no slaves." Dany"
Daenerys-Targaryen (Dany), Irri (Irri), 344233, "no slaves." Dany did not understand. "Why does she weep?"  "For him who was her brother;" Irri"
Irri (Irri), Skahaz-mo-Kandaq (Skahaz), 344273, "weep?"  "For him who was her brother;" Irri told her.  The rest she had from Skahaz"
Irri (Irri), Grey-Worm (Grey-Worm), 344296, "him who was her brother;" Irri told her.  The rest she had from Skahaz; Reznak; and Grey-Worm"
Skahaz-mo-Kandaq (Skahaz), Grey-Worm (Grey-Worm), 344296, "him who was her brother;" Irri told her.  The rest she had from Skahaz; Reznak; and Grey-Worm"
Grey-Worm (Grey-Worm), Daenerys-Targaryen (Dany), 344344, " The rest she had from Skahaz; Reznak; and Grey-Worm; when they were ushered into her presence. Dany"
Skahaz-mo-Kandaq (Skahaz), Daenerys-Targaryen (Dany), 344344, " The rest she had from Skahaz; Reznak; and Grey-Worm; when they were ushered into her presence. Dany"
Daenerys-Targaryen (Dany), Skahaz-mo-Kandaq (Shavepate), 344426, "her presence. Dany knew their tidings were bad before a word was spoken. One glance at the Shavepate"
Black-Fist (Black-Fist), Cetherys (Cetherys), 345276, "short swords. Two by two they walked; and two by two they died. Your servants Black-Fist and Cetherys"
Black-Fist (Black-Fist), Mossador (Mossador), 345346, "they died. Your servants Black-Fist and Cetherys were slain by crossbow bolts in xMazdhan Maze. Your servants Mossador"
Cetherys (Cetherys), Mossador (Mossador), 345346, "they died. Your servants Black-Fist and Cetherys were slain by crossbow bolts in xMazdhan Maze. Your servants Mossador"
Black-Fist (Black-Fist), Duran (Duran), 345356, "Your servants Black-Fist and Cetherys were slain by crossbow bolts in xMazdhan Maze. Your servants Mossador and Duran"
Cetherys (Cetherys), Duran (Duran), 345356, "Your servants Black-Fist and Cetherys were slain by crossbow bolts in xMazdhan Maze. Your servants Mossador and Duran"
Mossador (Mossador), Duran (Duran), 345356, "Your servants Black-Fist and Cetherys were slain by crossbow bolts in xMazdhan Maze. Your servants Mossador and Duran"
Duran (Duran), Eladon-Goldenhair (Eladon-Goldenhair), 345443, "Maze. Your servants Mossador and Duran were crushed by falling stones beneath the river wall. Your servants Eladon-Goldenhair"
Mossador (Mossador), Eladon-Goldenhair (Eladon-Goldenhair), 345443, "Maze. Your servants Mossador and Duran were crushed by falling stones beneath the river wall. Your servants Eladon-Goldenhair"
Duran (Duran), Loyal-Spear (Loyal-Spear), 345459, "servants Mossador and Duran were crushed by falling stones beneath the river wall. Your servants Eladon-Goldenhair and Loyal-Spear"
Eladon-Goldenhair (Eladon-Goldenhair), Loyal-Spear (Loyal-Spear), 345459, "servants Mossador and Duran were crushed by falling stones beneath the river wall. Your servants Eladon-Goldenhair and Loyal-Spear"
Mossador (Mossador), Daenerys-Targaryen (Dany), 345569, "poisoned at a wineshop where they were accustomed to stop each night upon their rounds."  Mossador. Dany"
Daenerys-Targaryen (Dany), Missandei (Missandei), 345592, "where they were accustomed to stop each night upon their rounds."  Mossador. Dany made a fist. Missandei"
Mossador (Mossador), Missandei (Missandei), 345592, "where they were accustomed to stop each night upon their rounds."  Mossador. Dany made a fist. Missandei"
Mossador (Mossador), Marselen (Marselen), 345850, "such a gift for tongues that the Good Masters had made a scribe of her. Mossador and Marselen"
