char 1, char2, index, text
Grenn (Grenn), Pypar (Pyp), 525970, "but Castle Black was his life now; and his brothers were Sam and Grenn and Halder and Pyp"
Halder (Halder), Pypar (Pyp), 525970, "but Castle Black was his life now; and his brothers were Sam and Grenn and Halder and Pyp"
Samwell-Tarly (Sam), Pypar (Pyp), 525970, "but Castle Black was his life now; and his brothers were Sam and Grenn and Halder and Pyp"
Robert-Baratheon (The-king), Eddard-Stark (Ned), 526411, "the trouble; my lords;" the Commander of the City Watch complained to the-king council.  "The-king tourney;" Ned"
Varys (Varys), Renly-Baratheon (Lord-Renly-Baratheon), 527186, "it got there or who it belongs to."  "How dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon"
Renly-Baratheon (Lord-Renly-Baratheon), Robert-Baratheon (the-king), 527237, " "How dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon was less sympathetic. "If you cannot keep the-king"
Varys (Varys), Robert-Baratheon (the-king), 527237, " "How dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon was less sympathetic. "If you cannot keep the-king"
Renly-Baratheon (Lord-Renly-Baratheon), Janos-Slynt (Janos), 527250, "dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon was less sympathetic. "If you cannot keep the-king peace; Janos"
Robert-Baratheon (the-king), Janos-Slynt (Janos), 527250, "dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon was less sympathetic. "If you cannot keep the-king peace; Janos"
Varys (Varys), Janos-Slynt (Janos), 527250, "dreadful;" Varys said with a shudder.  Lord-Renly-Baratheon was less sympathetic. "If you cannot keep the-king peace; Janos"
Janos-Slynt (Janos-Slynt), Aegon-I-Targaryen (Aegon-the-Dragon), 527422, "who can."  Stout; jowly Janos-Slynt puffed himself up like an angry frog; his bald pate reddening. "Aegon-the-Dragon"
Aegon-I-Targaryen (Aegon-the-Dragon), Renly-Baratheon (Lord-Renly), 527467, "himself up like an angry frog; his bald pate reddening. "Aegon-the-Dragon himself could not keep the peace; Lord-Renly"
Aegon-I-Targaryen (Aegon-the-Dragon), Eddard-Stark (Ned), 527503, "pate reddening. "Aegon-the-Dragon himself could not keep the peace; Lord-Renly. I need more men."  "How many?" Ned"
Renly-Baratheon (Lord-Renly), Eddard-Stark (Ned), 527503, "pate reddening. "Aegon-the-Dragon himself could not keep the peace; Lord-Renly. I need more men."  "How many?" Ned"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 527543, "keep the peace; Lord-Renly. I need more men."  "How many?" Ned asked; leaning forward. As ever; Robert"
Renly-Baratheon (Lord-Renly), Robert-Baratheon (Robert), 527543, "keep the peace; Lord-Renly. I need more men."  "How many?" Ned asked; leaning forward. As ever; Robert"
Robert-Baratheon (Robert), Eddard-Stark (Hand), 527622, "As ever; Robert had not troubled himself to attend the council session; so it fell to his Hand"
Eddard-Stark (Ned), Petyr-Baelish (Lord-Baelish), 527731, " "As many as can be gotten; Lord Hand."  "Hire fifty new men;" Ned told him. "Lord-Baelish"
Robert-Baratheon (the-king), Eddard-Stark (Ned), 527942, "dragons for a champion purse; surely you can scrape together a few coppers to keep the-king peace." Ned"
Eddard-Stark (Ned), Janos-Slynt (Janos-Slynt), 527969, "purse; surely you can scrape together a few coppers to keep the-king peace." Ned turned back to Janos-Slynt"
Robert-Baratheon (the-king), Janos-Slynt (Janos-Slynt), 527969, "purse; surely you can scrape together a few coppers to keep the-king peace." Ned turned back to Janos-Slynt"
Eddard-Stark (Hand), Janos-Slynt (Slynt), 528125, "household guard; to serve with the Watch until the crowds have left."  "All thanks; Lord Hand;" Slynt"
Eddard-Stark (Hand), Robert-Baratheon (Robert), 528518, "Ned wound by calling it "the Hand tourney;" as if he were the cause of it. And Robert"
Renly-Baratheon (Lord-Renly), Stannis-Baratheon (Stannis), 528939, "the whores are walking bowlegged and jingling with each step."  Lord-Renly laughed. "Were fortunate my brother Stannis"
Stannis-Baratheon (Stannis), Robert-Baratheon (The-king), 529014, ""Were fortunate my brother Stannis is not with us. Remember the time he proposed to outlaw brothels? The-king"
Eddard-Stark (Ned), Stannis-Baratheon (Stannis), 529393, "determination to do his duty."  Ned had not joined the laughter. "I wonder about your brother Stannis"
Petyr-Baelish (Littlefinger), Eddard-Stark (Ned), 529671, "sea;" Littlefinger replied; provoking more laughter.  "I have heard quite enough about whores for one day;" Ned"
Eddard-Stark (Ned), Harwin (Harwin), 529713, ""I have heard quite enough about whores for one day;" Ned said; rising. "Until the morrow."  Harwin"
Harwin (Harwin), Eddard-Stark (Ned), 529735, "about whores for one day;" Ned said; rising. "Until the morrow."  Harwin had the door when Ned"
Eddard-Stark (Ned), Jory-Cassel (Jory), 529780, "said; rising. "Until the morrow."  Harwin had the door when Ned returned to the ToweroftheHand. "Summon Jory"
Harwin (Harwin), Jory-Cassel (Jory), 529780, "said; rising. "Until the morrow."  Harwin had the door when Ned returned to the ToweroftheHand. "Summon Jory"
Jory-Cassel (Jory), Eddard-Stark (Ned), 529841, "returned to the ToweroftheHand. "Summon Jory to my chambers and tell your father to saddle my horse;" Ned"
Eddard-Stark (Ned), Catelyn-Stark (Catelyn), 530016, ""Hand tourney" were chafing him raw; Ned reflected as he climbed. He yearned for the comfort of Catelyn"
Catelyn-Stark (Catelyn), Robb-Stark (Robb), 530045, "Ned reflected as he climbed. He yearned for the comfort of Catelyn arms; for the sounds of Robb"
Catelyn-Stark (Catelyn), Jon-Snow (Jon), 530053, "as he climbed. He yearned for the comfort of Catelyn arms; for the sounds of Robb and Jon"
Robb-Stark (Robb), Jon-Snow (Jon), 530053, "as he climbed. He yearned for the comfort of Catelyn arms; for the sounds of Robb and Jon"
Malleon (Maester-Malleon), Pycelle (Pycelle), 530439, "the Seven Kingdoms; With Descriptions of Many High Lords and Noble Ladies and Their Children; by Grand-Maester-Malleon. Pycelle"
Malleon (Maester-Malleon), Jon-Arryn (JonArryn), 530501, "Noble Ladies and Their Children; by Grand-Maester-Malleon. Pycelle had spoken truly; it made for ponderous reading. Yet JonArryn"
Pycelle (Pycelle), Jon-Arryn (JonArryn), 530501, "Noble Ladies and Their Children; by Grand-Maester-Malleon. Pycelle had spoken truly; it made for ponderous reading. Yet JonArryn"
Jon-Arryn (JonArryn), Eddard-Stark (Ned), 530527, "Grand-Maester-Malleon. Pycelle had spoken truly; it made for ponderous reading. Yet JonArryn had asked for it; and Ned"
Lann-the-Clever (Lann-the-Clever), Bran-Stark (Bran), 531115, "back to Lann-the-Clever; a trickster from the Age of Heroes who was no doubt as legendary as Bran"
Bran-Stark (Bran), Lann-the-Clever (Lann), 531199, "as legendary as Bran the Builder; though far more beloved of singers and taletellers. In the songs; Lann"
Jory-Cassel (Jory-Cassel), Eddard-Stark (Ned), 531473, "winkle the truth out of this damnable book.  A sharp rap on the door heralded Jory-Cassel. Ned"
Eddard-Stark (Ned), Malleon (Malleon), 531488, "truth out of this damnable book.  A sharp rap on the door heralded Jory-Cassel. Ned closed Malleon"
Jory-Cassel (Jory-Cassel), Malleon (Malleon), 531488, "truth out of this damnable book.  A sharp rap on the door heralded Jory-Cassel. Ned closed Malleon"
Jon-Arryn (Lord-Arryn), Jory-Cassel (Jory), 532025, ""What did he have to say?"  "He claims he knew Lord-Arryn well. Fast friends; they were." Jory"
Jon-Arryn (Lord-Arryn), Eddard-Stark (Hand), 532044, "have to say?"  "He claims he knew Lord-Arryn well. Fast friends; they were." Jory snorted. "The Hand"
Jory-Cassel (Jory), Eddard-Stark (Hand), 532044, "have to say?"  "He claims he knew Lord-Arryn well. Fast friends; they were." Jory snorted. "The Hand"
Petyr-Baelish (Littlefinger), Jory-Cassel (Jory), 532404, "less use than the others. And he was the last of the four Littlefinger had turned up. Jory"
Jory-Cassel (Jory), Hugh (Ser-Hugh), 532449, "last of the four Littlefinger had turned up. Jory had spoken to each of them in turn. Ser-Hugh"
Petyr-Baelish (Littlefinger), Hugh (Ser-Hugh), 532449, "last of the four Littlefinger had turned up. Jory had spoken to each of them in turn. Ser-Hugh"
Renly-Baratheon (Lord-Renly), Stannis-Baratheon (Lord-Stannis), 533578, "gone with him to help choose the design; the potboy said. No; not Lord-Renly; the other one; Lord-Stannis"
Stannis-Baratheon (Lord-Stannis), Jon-Arryn (LordJon), 533654, "the other one; Lord-Stannis.  "Did our watchman recall anything else of note?"  "The lad swears LordJon"
Jon-Arryn (LordJon), Stannis-Baratheon (Lord-Stannis), 533727, ""The lad swears LordJon was as strong as a man half his age. Often went riding with Lord-Stannis"
Stannis-Baratheon (Stannis), Eddard-Stark (Ned), 533758, "strong as a man half his age. Often went riding with Lord-Stannis; he says."  Stannis again; Ned"
Eddard-Stark (Ned), Jon-Arryn (JonArryn), 533799, "age. Often went riding with Lord-Stannis; he says."  Stannis again; Ned thought. He found that curious. JonArryn"
Stannis-Baratheon (Stannis), Jon-Arryn (JonArryn), 533799, "age. Often went riding with Lord-Stannis; he says."  Stannis again; Ned thought. He found that curious. JonArryn"
Jon-Arryn (JonArryn), Robert-Baratheon (Robert), 533861, "Ned thought. He found that curious. JonArryn and he had been cordial; but never friendly. And while Robert"
Robert-Baratheon (Robert), Stannis-Baratheon (Stannis), 533906, "and he had been cordial; but never friendly. And while Robert had been riding north to Winterfell; Stannis"
Eddard-Stark (Ned), Jon-Arryn (LordoftheEyrie), 534195, "Ned asked.  "The boy says that they visited a brothel."  "A brothel?" Ned said. "The LordoftheEyrie"
Eddard-Stark (Ned), Stannis-Baratheon (Stannis-Baratheon), 534259, "they visited a brothel."  "A brothel?" Ned said. "The LordoftheEyrie and HandoftheKingArryn visited a brothel with Stannis-Baratheon"
Jon-Arryn (LordoftheEyrie), Stannis-Baratheon (Stannis-Baratheon), 534259, "they visited a brothel."  "A brothel?" Ned said. "The LordoftheEyrie and HandoftheKingArryn visited a brothel with Stannis-Baratheon"
Jon-Arryn (LordoftheEyrie), Renly-Baratheon (Lord-Renly), 534319, "said. "The LordoftheEyrie and HandoftheKingArryn visited a brothel with Stannis-Baratheon?" He shook his head; incredulous; wondering what Lord-Renly"
Stannis-Baratheon (Stannis-Baratheon), Renly-Baratheon (Lord-Renly), 534319, "said. "The LordoftheEyrie and HandoftheKingArryn visited a brothel with Stannis-Baratheon?" He shook his head; incredulous; wondering what Lord-Renly"
Renly-Baratheon (Lord-Renly), Robert-Baratheon (Robert), 534353, "a brothel with Stannis-Baratheon?" He shook his head; incredulous; wondering what Lord-Renly would make of this tidbit. Robert"
Stannis-Baratheon (Stannis-Baratheon), Robert-Baratheon (Robert), 534353, "a brothel with Stannis-Baratheon?" He shook his head; incredulous; wondering what Lord-Renly would make of this tidbit. Robert"
Robert-Baratheon (Robert), Stannis-Baratheon (Stannis), 534435, "make of this tidbit. Robert lusts were the subject of ribald drinking songs throughout the realm; but Stannis"
Stannis-Baratheon (Stannis), Robert-Baratheon (the-king), 534498, "songs throughout the realm; but Stannis was a different sort of man; a bare year younger than the-king"
Eddard-Stark (Ned), Lysa-Arryn (Lysa), 534812, " "Which brothel?" Ned asked.  "The boy did not know. The guards would."  "A pity Lysa"
Lysa-Arryn (Lysa), Eddard-Stark (Ned), 534847, "boy did not know. The guards would."  "A pity Lysa carried them off to the Vale;" Ned"
Eddard-Stark (Ned), Lysa-Arryn (Lady-Lysa), 534911, "them off to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa"
Eddard-Stark (Ned), Colemon (Maester-Colemon), 534928, "off to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa; Maester-Colemon"
Lysa-Arryn (Lady-Lysa), Colemon (Maester-Colemon), 534928, "off to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa; Maester-Colemon"
Colemon (Maester-Colemon), Stannis-Baratheon (Lord-Stannis), 534942, "to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa; Maester-Colemon; Lord-Stannis"
Eddard-Stark (Ned), Stannis-Baratheon (Lord-Stannis), 534942, "to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa; Maester-Colemon; Lord-Stannis"
Lysa-Arryn (Lady-Lysa), Stannis-Baratheon (Lord-Stannis), 534942, "to the Vale;" Ned said dryly. "The gods are doing their best to vex us. Lady-Lysa; Maester-Colemon; Lord-Stannis"
Colemon (Maester-Colemon), Jon-Arryn (JonArryn), 535017, "us. Lady-Lysa; Maester-Colemon; Lord-Stannis ;  everyone who might actually know the truth of what happened to JonArryn"
Lysa-Arryn (Lady-Lysa), Jon-Arryn (JonArryn), 535017, "us. Lady-Lysa; Maester-Colemon; Lord-Stannis ;  everyone who might actually know the truth of what happened to JonArryn"
Stannis-Baratheon (Lord-Stannis), Jon-Arryn (JonArryn), 535017, "us. Lady-Lysa; Maester-Colemon; Lord-Stannis ;  everyone who might actually know the truth of what happened to JonArryn"
Jon-Arryn (JonArryn), Stannis-Baratheon (Lord-Stannis), 535077, "know the truth of what happened to JonArryn is a thousand leagues away."  "Will you summon Lord-Stannis"
Jon-Arryn (JonArryn), Eddard-Stark (Ned), 535117, "JonArryn is a thousand leagues away."  "Will you summon Lord-Stannis back from Dragonstone?"  "Not yet;" Ned"
Stannis-Baratheon (Lord-Stannis), Eddard-Stark (Ned), 535117, "JonArryn is a thousand leagues away."  "Will you summon Lord-Stannis back from Dragonstone?"  "Not yet;" Ned"
Stannis-Baratheon (Stannis), Jon-Arryn (JonArryn), 535290, "he stands." The matter nagged at him. Why did Stannis leave? Had he played some part in JonArryn"
Jon-Arryn (JonArryn), Eddard-Stark (Ned), 535320, "him. Why did Stannis leave? Had he played some part in JonArryn murder? Or was he afraid? Ned"
Stannis-Baratheon (Stannis), Eddard-Stark (Ned), 535320, "him. Why did Stannis leave? Had he played some part in JonArryn murder? Or was he afraid? Ned"
Eddard-Stark (Ned), Stannis-Baratheon (Stannis-Baratheon), 535383, "part in JonArryn murder? Or was he afraid? Ned found it hard to imagine what could frighten Stannis-Baratheon"
Jon-Arryn (JonArryn), Stannis-Baratheon (Stannis-Baratheon), 535383, "part in JonArryn murder? Or was he afraid? Ned found it hard to imagine what could frighten Stannis-Baratheon"
Mace-Tyrell (Lord-Tyrell), Paxter-Redwyne (Lord-Redwyne), 535517, "End through a year of siege; surviving on rats and boot leather while the Lords Lord-Tyrell and Lord-Redwyne"
Jory-Cassel (Jory), Renly-Baratheon (Lord-Renly), 535768, "to know who I am. It might make him more forthcoming."  Jory went to the wardrobe. "Lord-Renly"
Jory-Cassel (Jory), Stannis-Baratheon (Lord-Stannis), 535795, "am. It might make him more forthcoming."  Jory went to the wardrobe. "Lord-Renly is brother to Lord-Stannis"
Renly-Baratheon (Lord-Renly), Stannis-Baratheon (Lord-Stannis), 535795, "am. It might make him more forthcoming."  Jory went to the wardrobe. "Lord-Renly is brother to Lord-Stannis"
Jory-Cassel (Jory), Robert-Baratheon (the-king), 535815, "him more forthcoming."  Jory went to the wardrobe. "Lord-Renly is brother to Lord-Stannis as well as the-king"
Renly-Baratheon (Lord-Renly), Robert-Baratheon (the-king), 535815, "him more forthcoming."  Jory went to the wardrobe. "Lord-Renly is brother to Lord-Stannis as well as the-king"
Stannis-Baratheon (Lord-Stannis), Robert-Baratheon (the-king), 535815, "him more forthcoming."  Jory went to the wardrobe. "Lord-Renly is brother to Lord-Stannis as well as the-king"
Robert-Baratheon (the-king), Eddard-Stark (Ned), 535877, "Lord-Stannis as well as the-king."  "Yet it seems that he was not invited on these rides." Ned"
Eddard-Stark (Ned), Renly-Baratheon (Renly), 535912, "seems that he was not invited on these rides." Ned was not sure what to make of Renly"
Renly-Baratheon (Renly), Eddard-Stark (Ned), 536252, "brown hair. Renly had seemed anxious to know if the girl reminded him of anyone; and when Ned"
Eddard-Stark (Ned), Loras-Tyrell (Loras-Tyrell), 536333, "anyone; and when Ned had no answer but a shrug; he had seemed disappointed. The maid was Loras-Tyrell"
Loras-Tyrell (Loras-Tyrell), Margaery-Tyrell (Margaery), 536349, "when Ned had no answer but a shrug; he had seemed disappointed. The maid was Loras-Tyrell sister Margaery"
Loras-Tyrell (Loras-Tyrell), Lyanna-Stark (Lyanna), 536418, "The maid was Loras-Tyrell sister Margaery; hed confessed; but there were those who said she looked like Lyanna"
Margaery-Tyrell (Margaery), Lyanna-Stark (Lyanna), 536418, "The maid was Loras-Tyrell sister Margaery; hed confessed; but there were those who said she looked like Lyanna"
Lyanna-Stark (Lyanna), Eddard-Stark (Ned), 536429, "was Loras-Tyrell sister Margaery; hed confessed; but there were those who said she looked like Lyanna. "No;" Ned"
Margaery-Tyrell (Margaery), Eddard-Stark (Ned), 536429, "was Loras-Tyrell sister Margaery; hed confessed; but there were those who said she looked like Lyanna. "No;" Ned"
Eddard-Stark (Ned), Renly-Baratheon (Lord-Renly), 536480, "those who said she looked like Lyanna. "No;" Ned had told him; bemused. Could it be that Lord-Renly"
Lyanna-Stark (Lyanna), Renly-Baratheon (Lord-Renly), 536480, "those who said she looked like Lyanna. "No;" Ned had told him; bemused. Could it be that Lord-Renly"
Renly-Baratheon (Lord-Renly), Robert-Baratheon (Robert), 536515, ""No;" Ned had told him; bemused. Could it be that Lord-Renly; who looked so like a young Robert"
Robert-Baratheon (Robert), Lyanna-Stark (Lyanna), 536583, "like a young Robert; had conceived a passion for a girl he fancied to be a young Lyanna"
Lyanna-Stark (Lyanna), Jory-Cassel (Jory), 536634, "girl he fancied to be a young Lyanna? That struck him as more than passing queer.  Jory"
Jory-Cassel (Jory), Eddard-Stark (Ned), 536664, "young Lyanna? That struck him as more than passing queer.  Jory held out the doublet; and Ned"
Lyanna-Stark (Lyanna), Eddard-Stark (Ned), 536664, "young Lyanna? That struck him as more than passing queer.  Jory held out the doublet; and Ned"
Eddard-Stark (Ned), Stannis-Baratheon (Lord-Stannis), 536723, "passing queer.  Jory held out the doublet; and Ned slid his hands through the armholes. "Perhaps Lord-Stannis"
Jory-Cassel (Jory), Stannis-Baratheon (Lord-Stannis), 536723, "passing queer.  Jory held out the doublet; and Ned slid his hands through the armholes. "Perhaps Lord-Stannis"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 536746, "held out the doublet; and Ned slid his hands through the armholes. "Perhaps Lord-Stannis will return for Robert"
Stannis-Baratheon (Lord-Stannis), Robert-Baratheon (Robert), 536746, "held out the doublet; and Ned slid his hands through the armholes. "Perhaps Lord-Stannis will return for Robert"
Robert-Baratheon (Robert), Jory-Cassel (Jory), 536772, "Ned slid his hands through the armholes. "Perhaps Lord-Stannis will return for Robert tourney;" he said as Jory"
Stannis-Baratheon (Lord-Stannis), Jory-Cassel (Jory), 536772, "Ned slid his hands through the armholes. "Perhaps Lord-Stannis will return for Robert tourney;" he said as Jory"
Jory-Cassel (Jory), Eddard-Stark (Ned), 536866, "garment up the back.  "That would be a stroke of fortune; my lord;" Jory said.  Ned"
Eddard-Stark (Ned), Jory-Cassel (Jory), 536953, " Ned buckled on a longsword. "In other words; not bloody likely." His smile was grim.  Jory"
Jory-Cassel (Jory), Eddard-Stark (Ned), 536964, "buckled on a longsword. "In other words; not bloody likely." His smile was grim.  Jory draped Ned"
Alyn (Alyn), Eddard-Stark (Ned), 537173, "large house at the top of the Street of Steel. Alyn knows the way; my lord."  Ned"
Jon-Arryn (JonArryn), Eddard-Stark (Ned-Stark), 537320, "off haring after shadows." It was a slim enough staff to lean on; but the JonArryn that Ned-Stark"
Jory-Cassel (Jory), Porther (Porther), 537821, "begin visiting whorehouses."  "Hard duty; my lord." Jory grinned. "The men will be glad to help. Porther"
Porther (Porther), Eddard-Stark (Ned), 537858, "Jory grinned. "The men will be glad to help. Porther has made a fair start already."  Ned"
Eddard-Stark (Ned), Varly (Varly), 537916, "has made a fair start already."  Ned favorite horse was saddled and waiting in the yard. Varly"
Eddard-Stark (Ned), Jacks (Jacks), 537926, "a fair start already."  Ned favorite horse was saddled and waiting in the yard. Varly and Jacks"
Varly (Varly), Jacks (Jacks), 537926, "a fair start already."  Ned favorite horse was saddled and waiting in the yard. Varly and Jacks"
Tomard (Tomard), Desmond (Desmond), 538386, "He looked behind him frequently as they made their way through the crowded city streets. Tomard and Desmond"
Eddard-Stark (Ned), Robert-Baratheon (The-king), 538567, "must take; and watch for anyone following them; but even so; Ned was uncertain. The shadow of The-king"
Eddard-Stark (Ned), Varys (Spider), 538574, "take; and watch for anyone following them; but even so; Ned was uncertain. The shadow of The-king Spider"
Robert-Baratheon (The-king), Varys (Spider), 538574, "take; and watch for anyone following them; but even so; Ned was uncertain. The shadow of The-king Spider"
Eddard-Stark (Hand), Beric-Dondarrion (Lord-Beric), 540292, "the Hand tourney; my lord?" a guardsman called out to him. "Here to win the Hand tourney;" Lord-Beric"
Beric-Dondarrion (Lord-Beric), Eddard-Stark (Ned), 540332, "out to him. "Here to win the Hand tourney;" Lord-Beric shouted back as the crowd cheered.  Ned"
Eddard-Stark (Ned), Jacks (Jacks), 541041, "suits of polished red steel that transformed them into griffin and unicorn. Ned left his horse with Jacks"
Jacks (Jacks), Eddard-Stark (Ned), 541124, "with Jacks and shouldered his way inside.  The slim young serving girl took quick note of Ned"
Eddard-Stark (Ned), Tobho-Mott (Tobho-Mott), 541302, "and bows. "Wine for the KingsHand;" he told the girl; gesturing Ned to a couch. "I am Tobho-Mott"
Eddard-Stark (Ned), Loras-Tyrell (Knight-of-Flowers), 542056, "mail; my work is art."  Ned sipped his wine and let the man go on. The Knight-of-Flowers"
Loras-Tyrell (Knight-of-Flowers), Tobho-Mott (Tobho), 542089, "Ned sipped his wine and let the man go on. The Knight-of-Flowers bought all his armor here; Tobho"
Tobho-Mott (Tobho), Renly-Baratheon (Lord-Renly), 542169, "his armor here; Tobho boasted; and many high lords; the ones who knew fine steel; and even Lord-Renly"
Renly-Baratheon (Lord-Renly), Robert-Baratheon (the-king), 542179, "armor here; Tobho boasted; and many high lords; the ones who knew fine steel; and even Lord-Renly; the-king"
Tobho-Mott (Tobho), Robert-Baratheon (the-king), 542179, "armor here; Tobho boasted; and many high lords; the ones who knew fine steel; and even Lord-Renly; the-king"
Renly-Baratheon (Lord-Renly), Eddard-Stark (Hand), 542209, "many high lords; the ones who knew fine steel; and even Lord-Renly; the-king own brother. Perhaps the Hand"
Robert-Baratheon (the-king), Eddard-Stark (Hand), 542209, "many high lords; the ones who knew fine steel; and even Lord-Renly; the-king own brother. Perhaps the Hand"
Eddard-Stark (Hand), Renly-Baratheon (Lord-Renly), 542229, "the ones who knew fine steel; and even Lord-Renly; the-king own brother. Perhaps the Hand had seen Lord-Renly"
Robert-Baratheon (the-king), Renly-Baratheon (Lord-Renly), 542229, "the ones who knew fine steel; and even Lord-Renly; the-king own brother. Perhaps the Hand had seen Lord-Renly"
Eddard-Stark (Hand), Tobho-Mott (Tobho), 542490, "itself; paint and enamel were the crutches of a journeyman. Or mayhaps the Hand wanted a blade? Tobho"
Eddard-Stark (Ned), Jon-Arryn (Lord-Arryn), 542841, "from you in the street;" he vowed.  Ned smiled. "Did you make a falcon helm for Lord-Arryn"
Eddard-Stark (Ned), Tobho-Mott (Tobho-Mott), 542855, "in the street;" he vowed.  Ned smiled. "Did you make a falcon helm for Lord-Arryn?"  Tobho-Mott"
Jon-Arryn (Lord-Arryn), Tobho-Mott (Tobho-Mott), 542855, "in the street;" he vowed.  Ned smiled. "Did you make a falcon helm for Lord-Arryn?"  Tobho-Mott"
Jon-Arryn (Lord-Arryn), Eddard-Stark (Hand), 542910, "a falcon helm for Lord-Arryn?"  Tobho-Mott paused a long moment and set aside his wine. "The Hand"
Tobho-Mott (Tobho-Mott), Eddard-Stark (Hand), 542910, "a falcon helm for Lord-Arryn?"  Tobho-Mott paused a long moment and set aside his wine. "The Hand"
Eddard-Stark (Hand), Stannis-Baratheon (Lord-Stannis), 542946, "Tobho-Mott paused a long moment and set aside his wine. "The Hand did call upon me; with Lord-Stannis"
Eddard-Stark (Hand), Robert-Baratheon (the-king), 542956, "paused a long moment and set aside his wine. "The Hand did call upon me; with Lord-Stannis; the-king"
Stannis-Baratheon (Lord-Stannis), Robert-Baratheon (the-king), 542956, "paused a long moment and set aside his wine. "The Hand did call upon me; with Lord-Stannis; the-king"
Robert-Baratheon (the-king), Eddard-Stark (Ned), 543032, "with Lord-Stannis; the-king brother. I regret to say; they did not honor me with their patronage."  Ned"
Stannis-Baratheon (Lord-Stannis), Eddard-Stark (Ned), 543032, "with Lord-Stannis; the-king brother. I regret to say; they did not honor me with their patronage."  Ned"
Robb-Stark (Robb), Eddard-Stark (Lord-Stark), 544093, "called over a tall lad about Robb age; his arms and chest corded with muscle. "This is Lord-Stark"
Gendry (Gendry), Eddard-Stark (Hand), 544395, "beard darkened his jaw. "This is Gendry. Strong for his age; and he works hard. Show the Hand"
Tobho-Mott (Tobho-Mott), Eddard-Stark (KingsHand), 544818, "it out of his hands. "It not for sale."  Tobho-Mott looked horror-struck. "Boy; this is the KingsHand"
Gendry (Gendry), Jon-Arryn (Lord-Arryn), 545286, "helm like none you have ever seen."  "He done nothing that requires my forgiveness. Gendry; when Lord-Arryn"
Robert-Baratheon (The-king), Eddard-Stark (Hand), 546011, "who done for his daughter."  "Mind your filthy tongue;" the master said. "This is The-king own Hand"
Eddard-Stark (Ned), Gendry (Gendry), 546223, "in their teeth."  Ned touched the boy head; fingering the thick black hair. "Look at me; Gendry"
Gendry (Gendry), Eddard-Stark (Ned), 546261, "the boy head; fingering the thick black hair. "Look at me; Gendry." The apprentice lifted his face. Ned"
Tobho-Mott (Master-Mott), Eddard-Stark (Ned), 547453, "want no trouble."  "None of us wants trouble; but I fear these are troubled times; Master-Mott;" Ned"
Eddard-Stark (Ned), Tobho-Mott (Tobho-Mott), 547822, "he came to me; that none of my concern."  Ned nodded. He decided that he liked Tobho-Mott"
Tobho-Mott (Tobho-Mott), Gendry (Gendry), 547874, " Ned nodded. He decided that he liked Tobho-Mott; master armorer. "If the day ever comes when Gendry"
Jacks (Jacks), Eddard-Stark (Ned), 548212, "His guard was waiting outside with the horses. "Did you find anything; my lord?" Jacks asked as Ned"
Eddard-Stark (Ned), Jon-Arryn (JonArryn), 548277, "my lord?" Jacks asked as Ned mounted up.  "I did;" Ned told him; wondering. What had JonArryn"
Jacks (Jacks), Jon-Arryn (JonArryn), 548277, "my lord?" Jacks asked as Ned mounted up.  "I did;" Ned told him; wondering. What had JonArryn"
Rodrik-Cassel (Ser-Rodrik), Catelyn-Stark (Catelyn), 548600, "her as their horses plodded north. "You will take a chill."  "It is only water; Ser-Rodrik;" Catelyn"
Catelyn-Stark (Catelyn), Masha-Heddle (Masha), 550463, "rich and heavy on the tongue; but how Catelyn had dreaded those smiles. The sourleaf had stained Masha"
Masha-Heddle (Masha), Rodrik-Cassel (Ser-Rodrik), 550539, "had stained Masha teeth a dark red; and made her smile a bloody horror.  "An inn;" Ser-Rodrik"
Catelyn-Stark (Catelyn), Jason-Mallister (Jason-Mallister), 551362, "if she had not known. "My lady; best pull up your hood."  Catelyn made no move. Lord-Jason-Mallister"
Catelyn-Stark (Catelyn), Patrek-Mallister (Patrek), 551428, "hood."  Catelyn made no move. Lord-Jason-Mallister himself rode with them; surrounded by his knights; his son Patrek"
Jason-Mallister (Jason-Mallister), Patrek-Mallister (Patrek), 551428, "hood."  Catelyn made no move. Lord-Jason-Mallister himself rode with them; surrounded by his knights; his son Patrek"
Catelyn-Stark (Catelyn), Jason-Mallister (Lord-Jason), 552235, "feared nothing. Catelyn envied him that; she had come to fear so much. As the riders passed; Lord-Jason"
Masha-Heddle (Masha-Heddle), Catelyn-Stark (Catelyn), 552861, "at the crossroads north of the great confluence of the Trident. Masha-Heddle was fatter and greyer than Catelyn"
Hoster-Tully (Hoster-Tully), Catelyn-Stark (Catelyn), 554441, "been stronger; she might have chanced it; but Hoster-Tully had been bedridden these past two years; and Catelyn"
